"name"	"taxRank"	"taxID"	"Max"	"Loman_centrifuge.kreport.cladeReads"	"Max.1"	"Loman_centrifuge.kreport.cladeReads.."	"lineage"
"Shigella flexneri 2a str. 301"	"-"	198214	44	44	0.001407	0.001407	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Shigella>Shigella&nbsp;flexneri>Shigella&nbsp;flexneri&nbsp;2a"
"Shigella sonnei"	"S"	624	499	499	0.01596	0.01596	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Shigella"
"Shigella boydii"	"S"	621	353	353	0.01129	0.01129	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Shigella"
"Shigella sp. PAMC 28760"	"S"	1813821	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Shigella"
"Klebsiella"	"G"	570	1773	1773	0.05671	0.05671	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Klebsiella pneumoniae"	"S"	573	679	679	0.02172	0.02172	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"Klebsiella pneumoniae subsp. pneumoniae"	"-"	72407	148	148	0.004734	0.004734	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;pneumoniae"
"Klebsiella pneumoniae subsp. pneumoniae 1084"	"-"	1193292	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;pneumoniae>Klebsiella&nbsp;pneumoniae&nbsp;subsp.&nbsp;pneumoniae"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578"	"-"	272620	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;pneumoniae>Klebsiella&nbsp;pneumoniae&nbsp;subsp.&nbsp;pneumoniae"
"Klebsiella pneumoniae CG43"	"-"	1244085	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;pneumoniae"
"Klebsiella pneumoniae KP-1"	"-"	1365186	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;pneumoniae"
"Klebsiella pneumoniae HK787"	"-"	1392500	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;pneumoniae"
"Klebsiella aerogenes"	"S"	548	180	180	0.005758	0.005758	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"Klebsiella aerogenes KCTC 2190"	"-"	1028307	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;aerogenes"
"Klebsiella oxytoca"	"S"	571	174	174	0.005566	0.005566	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"Klebsiella oxytoca KONIH1"	"-"	1333852	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;oxytoca"
"Klebsiella michiganensis"	"S"	1134687	147	147	0.004702	0.004702	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"Klebsiella michiganensis E718"	"-"	1191061	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;michiganensis"
"Klebsiella michiganensis HKOPL1"	"-"	1308980	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;michiganensis"
"Klebsiella michiganensis KCTC 1686"	"-"	1006551	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;michiganensis"
"Klebsiella quasipneumoniae"	"S"	1463165	71	71	0.002271	0.002271	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"Klebsiella quasipneumoniae subsp. similipneumoniae"	"-"	1463164	32	32	0.001024	0.001024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;quasipneumoniae"
"Klebsiella quasipneumoniae subsp. quasipneumoniae"	"-"	1667327	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;quasipneumoniae"
"Klebsiella variicola"	"S"	244366	60	60	0.001919	0.001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"Klebsiella sp. WCHKl090001"	"S"	2153354	57	57	0.001823	0.001823	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"Klebsiella sp. FDAARGOS_511"	"S"	2488567	32	32	0.001024	0.001024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"Klebsiella quasivariicola"	"S"	2026240	24	24	0.0007677	0.0007677	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"Klebsiella sp. M5al"	"S"	1934254	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"Klebsiella sp. LTGPAF-6F"	"S"	1905288	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"Klebsiella sp. LY"	"S"	2015795	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"Citrobacter"	"G"	544	1758	1758	0.05623	0.05623	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Citrobacter freundii complex"	"S"	1344959	781	781	0.02498	0.02498	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Citrobacter freundii"	"S"	546	215	215	0.006877	0.006877	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter freundii CFNIH1"	"-"	1333848	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex>Citrobacter&nbsp;freundii"
"Citrobacter werkmanii"	"S"	67827	123	123	0.003934	0.003934	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter youngae"	"S"	133448	67	67	0.002143	0.002143	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter freundii complex sp. CFNIH3"	"S"	2077147	48	48	0.001535	0.001535	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter freundii complex sp. CFNIH2"	"S"	2066049	40	40	0.001279	0.001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter freundii complex sp. CFNIH9"	"S"	2077149	24	24	0.0007677	0.0007677	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter braakii"	"S"	57706	22	22	0.0007037	0.0007037	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter portucalensis"	"S"	1639133	19	19	0.0006077	0.0006077	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter freundii complex sp. CFNIH4"	"S"	2077148	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter koseri"	"S"	545	254	254	0.008125	0.008125	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Citrobacter koseri ATCC BAA-895"	"-"	290338	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;koseri"
"Citrobacter amalonaticus"	"S"	35703	119	119	0.003806	0.003806	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Citrobacter amalonaticus Y19"	"-"	1261127	66	66	0.002111	0.002111	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;amalonaticus"
"Citrobacter rodentium"	"S"	67825	102	102	0.003263	0.003263	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Citrobacter rodentium ICC168"	"-"	637910	102	102	0.003263	0.003263	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;rodentium"
"Citrobacter farmeri"	"S"	67824	52	52	0.001663	0.001663	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Citrobacter sp. CRE-46"	"S"	1703250	34	34	0.001088	0.001088	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Citrobacter sp. 92"	"S"	2019568	22	22	0.0007037	0.0007037	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Citrobacter sp. FDAARGOS_156"	"S"	1702170	15	15	0.0004798	0.0004798	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Citrobacter pasteurii"	"S"	1563222	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Citrobacter sp. 86"	"S"	2013114	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Citrobacter sp. CFNIH10"	"S"	1920110	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Enterobacter"	"G"	547	1160	1160	0.0371	0.0371	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Enterobacter cloacae complex"	"S"	354276	759	759	0.02428	0.02428	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter cloacae"	"S"	550	270	270	0.008636	0.008636	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter cloacae subsp. dissolvens"	"-"	69219	24	24	0.0007677	0.0007677	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;cloacae"
"Enterobacter cloacae subsp. dissolvens SDM"	"-"	1104326	24	24	0.0007677	0.0007677	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;cloacae>Enterobacter&nbsp;cloacae&nbsp;subsp.&nbsp;dissolvens"
"Enterobacter cloacae subsp. cloacae"	"-"	336306	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;cloacae"
"Enterobacter cloacae subsp. cloacae ATCC 13047"	"-"	716541	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;cloacae>Enterobacter&nbsp;cloacae&nbsp;subsp.&nbsp;cloacae"
"Enterobacter cloacae subsp. cloacae ENHKU01"	"-"	1211025	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;cloacae>Enterobacter&nbsp;cloacae&nbsp;subsp.&nbsp;cloacae"
"Enterobacter cloacae EcWSU1"	"-"	1045856	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;cloacae"
"Enterobacter cloacae P101"	"-"	1354030	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;cloacae"
"Enterobacter asburiae"	"S"	61645	66	66	0.002111	0.002111	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter asburiae LF7a"	"-"	640513	24	24	0.0007677	0.0007677	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;asburiae"
"Enterobacter asburiae L1"	"-"	1421338	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;asburiae"
"Enterobacter hormaechei"	"S"	158836	56	56	0.001791	0.001791	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter hormaechei subsp. hormaechei"	"-"	301105	18	18	0.0005758	0.0005758	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;hormaechei"
"Enterobacter hormaechei subsp. xiangfangensis"	"-"	1296536	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;hormaechei"
"Enterobacter hormaechei subsp. steigerwaltii"	"-"	299766	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;hormaechei"
"Enterobacter hormaechei subsp. hoffmannii"	"-"	1812934	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;hormaechei"
"Enterobacter hormaechei subsp. oharae"	"-"	301102	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;hormaechei"
"Enterobacter cancerogenus"	"S"	69218	40	40	0.001279	0.001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter cloacae complex sp."	"S"	2027919	32	32	0.001024	0.001024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter roggenkampii"	"S"	1812935	28	28	0.0008956	0.0008956	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter ludwigii"	"S"	299767	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter kobei"	"S"	208224	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter cloacae complex sp. ECNIH7"	"S"	1915310	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter cloacae complex sp. FDA-CDC-AR_0164"	"S"	2077136	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter cloacae complex sp. FDA-CDC-AR_0132"	"S"	2077137	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter sp. FY-07"	"S"	1692238	54	54	0.001727	0.001727	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter sp. SA187"	"S"	1914861	47	47	0.001503	0.001503	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter sp. R4-368"	"S"	1166130	41	41	0.001311	0.001311	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter sp. 638"	"S"	399742	34	34	0.001088	0.001088	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter bugandensis"	"S"	881260	32	32	0.001024	0.001024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter sp. N18-03635"	"S"	2500132	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter sp. HK169"	"S"	1868135	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter sp. Crenshaw"	"S"	1977566	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter sp. E20"	"S"	1560339	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter sp. CRENT-193"	"S"	2051905	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter sp. ODB01"	"S"	1827481	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"unclassified Enterobacteriaceae"	"-"	191675	416	416	0.01331	0.01331	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"unclassified Enterobacteriaceae (miscellaneous)"	"-"	36866	253	253	0.008093	0.008093	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae"
"Enterobacteriaceae bacterium strain FGI 57"	"S"	693444	86	86	0.002751	0.002751	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae&nbsp;(miscellaneous)"
"Enterobacteriaceae bacterium ENNIH3"	"S"	1920128	36	36	0.001152	0.001152	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae&nbsp;(miscellaneous)"
"Plautia stali symbiont"	"S"	891974	33	33	0.001056	0.001056	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae&nbsp;(miscellaneous)"
"Enterobacteriaceae bacterium ENNIH1"	"S"	2066051	25	25	0.0007997	0.0007997	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae&nbsp;(miscellaneous)"
