"name"	"taxRank"	"taxID"	"Max"	"BC01.txt.cladeReads"	"BC02.txt.cladeReads"	"BC03.txt.cladeReads"	"BC04.txt.cladeReads"	"BC05.txt.cladeReads"	"BC06.txt.cladeReads"	"BC07.txt.cladeReads"	"BC08.txt.cladeReads"	"BC09.txt.cladeReads"	"BC10.txt.cladeReads"	"BC11.txt.cladeReads"	"BC12.txt.cladeReads"	"Max.1"	"BC01.txt.cladeReads.."	"BC02.txt.cladeReads.."	"BC03.txt.cladeReads.."	"BC04.txt.cladeReads.."	"BC05.txt.cladeReads.."	"BC06.txt.cladeReads.."	"BC07.txt.cladeReads.."	"BC08.txt.cladeReads.."	"BC09.txt.cladeReads.."	"BC10.txt.cladeReads.."	"BC11.txt.cladeReads.."	"BC12.txt.cladeReads.."	"lineage"
"Martelella mediterranea"	"S"	293089	4	4	NA	2	NA	1	NA	NA	3	NA	NA	2	NA	0.002255	0.002039	NA	0.001258	NA	0.0005289	NA	NA	0.001685	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Martelella"
"Brucellaceae"	"F"	118882	13	3	1	7	NA	13	NA	NA	3	NA	NA	6	NA	0.01362	0.001529	0.01362	0.004404	NA	0.006875	NA	NA	0.001685	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Brucella"	"G"	234	13	3	1	5	NA	13	NA	NA	1	NA	NA	4	NA	0.01362	0.001529	0.01362	0.003146	NA	0.006875	NA	NA	0.0005618	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae"
"Brucella vulpis"	"S"	981386	8	3	NA	4	NA	8	NA	NA	1	NA	NA	NA	NA	0.004231	0.001529	NA	0.002516	NA	0.004231	NA	NA	0.0005618	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"Sphingomonadales"	"O"	204457	1629	1053	57	419	3	1629	NA	NA	97	2	NA	1570	2	1.887	0.5368	0.7762	0.2636	1.887	0.8615	NA	NA	0.05449	1.852	NA	1.771	1.099	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	41297	1379	927	50	371	2	1326	NA	NA	91	1	NA	1379	2	1.555	0.4725	0.6809	0.2334	1.258	0.7013	NA	NA	0.05112	0.9259	NA	1.555	1.099	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingopyxis"	"G"	165697	746	492	27	214	NA	579	NA	NA	7	NA	NA	746	NA	0.8413	0.2508	0.3677	0.1346	NA	0.3062	NA	NA	0.003933	NA	NA	0.8413	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis sp. LPB0140"	"S"	1913578	433	269	16	114	NA	337	NA	NA	1	NA	NA	433	NA	0.4883	0.1371	0.2179	0.07172	NA	0.1782	NA	NA	0.0005618	NA	NA	0.4883	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis fribergensis"	"S"	1515612	184	117	3	56	NA	123	NA	NA	3	NA	NA	184	NA	0.2075	0.05964	0.04086	0.03523	NA	0.06505	NA	NA	0.001685	NA	NA	0.2075	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis macrogoltabida"	"S"	33050	61	49	3	17	NA	59	NA	NA	NA	NA	NA	61	NA	0.06879	0.02498	0.04086	0.01069	NA	0.0312	NA	NA	NA	NA	NA	0.06879	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis terrae"	"S"	33052	4	3	1	NA	NA	4	NA	NA	NA	NA	NA	1	NA	0.01362	0.001529	0.01362	NA	NA	0.002116	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis alaskensis"	"S"	117207	5	2	NA	1	NA	2	NA	NA	NA	NA	NA	5	NA	0.005639	0.001019	NA	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis sp. 113P3"	"S"	292913	6	2	NA	2	NA	6	NA	NA	NA	NA	NA	1	NA	0.003173	0.001019	NA	0.001258	NA	0.003173	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis sp. QXT-31"	"S"	1357916	2	1	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.01362	0.0005097	0.01362	NA	NA	0.001058	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingomonas"	"G"	13687	183	121	9	45	1	183	NA	NA	75	NA	NA	170	1	0.6289	0.06168	0.1226	0.02831	0.6289	0.09678	NA	NA	0.04213	NA	NA	0.1917	0.5495	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingomonas sp. KC8"	"S"	1030157	55	30	1	14	NA	42	NA	NA	NA	NA	NA	55	NA	0.06203	0.01529	0.01362	0.008807	NA	0.02221	NA	NA	NA	NA	NA	0.06203	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas panacis"	"S"	1560345	19	14	1	4	NA	6	NA	NA	NA	NA	NA	19	NA	0.02143	0.007136	0.01362	0.002516	NA	0.003173	NA	NA	NA	NA	NA	0.02143	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sanxanigenens"	"S"	397260	16	8	1	NA	NA	16	NA	NA	NA	NA	NA	10	NA	0.01362	0.004078	0.01362	NA	NA	0.008462	NA	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. JJ-A5"	"S"	1921510	22	8	3	3	NA	22	NA	NA	1	NA	NA	15	NA	0.04086	0.004078	0.04086	0.001887	NA	0.01164	NA	NA	0.0005618	NA	NA	0.01692	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas koreensis"	"S"	93064	14	6	NA	2	NA	14	NA	NA	1	NA	NA	13	NA	0.01466	0.003058	NA	0.001258	NA	0.007404	NA	NA	0.0005618	NA	NA	0.01466	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. Cra20"	"S"	1327635	10	2	NA	NA	NA	10	NA	NA	NA	NA	NA	8	NA	0.009022	0.001019	NA	NA	NA	0.005289	NA	NA	NA	NA	NA	0.009022	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. LK11"	"S"	1390395	3	2	1	1	NA	3	NA	NA	NA	NA	NA	2	NA	0.01362	0.001019	0.01362	0.0006291	NA	0.001587	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas taxi"	"S"	1549858	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002255	0.001019	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. MM-1"	"S"	745310	2	1	NA	NA	1	2	NA	NA	NA	NA	NA	1	NA	0.6289	0.0005097	NA	NA	0.6289	0.001058	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas hengshuiensis"	"S"	1609977	3	1	NA	1	NA	3	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	0.0006291	NA	0.001587	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. LM7"	"S"	1938607	30	1	NA	2	NA	6	NA	NA	30	NA	NA	5	NA	0.01685	0.0005097	NA	0.001258	NA	0.003173	NA	NA	0.01685	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. NIC1"	"S"	1961362	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5495	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5495	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Novosphingobium"	"G"	165696	241	115	6	24	1	241	NA	NA	1	NA	NA	158	NA	0.6289	0.05862	0.08171	0.0151	0.6289	0.1275	NA	NA	0.0005618	NA	NA	0.1782	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Novosphingobium aromaticivorans"	"S"	48935	166	78	3	17	NA	166	NA	NA	1	NA	NA	107	NA	0.1207	0.03976	0.04086	0.01069	NA	0.08779	NA	NA	0.0005618	NA	NA	0.1207	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium resinovorum"	"S"	158500	54	22	3	5	1	54	NA	NA	NA	NA	NA	33	NA	0.6289	0.01121	0.04086	0.003146	0.6289	0.02856	NA	NA	NA	NA	NA	0.03722	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium sp. PP1Y"	"S"	702113	7	1	NA	NA	NA	7	NA	NA	NA	NA	NA	1	NA	0.003702	0.0005097	NA	NA	NA	0.003702	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Sphingobium"	"G"	165695	184	114	4	45	NA	162	NA	NA	4	1	NA	184	1	0.9259	0.05811	0.05447	0.02831	NA	0.08568	NA	NA	0.002247	0.9259	NA	0.2075	0.5495	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingobium sp. SYK-6"	"S"	627192	20	15	NA	3	NA	17	NA	NA	NA	NA	NA	20	NA	0.02255	0.007646	NA	0.001887	NA	0.008991	NA	NA	NA	NA	NA	0.02255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. YBL2"	"S"	484429	20	11	1	2	NA	20	NA	NA	NA	NA	NA	9	NA	0.01362	0.005607	0.01362	0.001258	NA	0.01058	NA	NA	NA	NA	NA	0.01015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium hydrophobicum"	"S"	1673076	17	10	NA	1	NA	12	NA	NA	NA	NA	NA	17	NA	0.01917	0.005097	NA	0.0006291	NA	0.006347	NA	NA	NA	NA	NA	0.01917	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium yanoikuyae"	"S"	13690	5	2	1	2	NA	5	NA	NA	1	NA	NA	1	NA	0.01362	0.001019	0.01362	0.001258	NA	0.002644	NA	NA	0.0005618	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium japonicum"	"S"	332056	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. TKS"	"S"	1315974	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.001587	0.0005097	NA	NA	NA	0.001587	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. RAC03"	"S"	1843368	4	1	NA	1	NA	4	NA	NA	NA	NA	NA	3	NA	0.003383	0.0005097	NA	0.0006291	NA	0.002116	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingorhabdus"	"G"	1434046	25	21	NA	7	NA	17	NA	NA	2	NA	NA	25	NA	0.02819	0.0107	NA	0.004404	NA	0.008991	NA	NA	0.001124	NA	NA	0.02819	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingorhabdus sp. M41"	"S"	1806885	13	13	NA	5	NA	9	NA	NA	1	NA	NA	13	NA	0.01466	0.006627	NA	0.003146	NA	0.00476	NA	NA	0.0005618	NA	NA	0.01466	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingorhabdus"
"Blastomonas"	"G"	150203	44	18	1	6	NA	44	NA	NA	1	NA	NA	30	NA	0.03383	0.009175	0.01362	0.003775	NA	0.02327	NA	NA	0.0005618	NA	NA	0.03383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Blastomonas sp. RAC04"	"S"	1842535	44	18	1	6	NA	44	NA	NA	1	NA	NA	30	NA	0.03383	0.009175	0.01362	0.003775	NA	0.02327	NA	NA	0.0005618	NA	NA	0.03383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Blastomonas"
"Citromicrobium"	"G"	72173	16	5	NA	3	NA	16	NA	NA	NA	NA	NA	5	NA	0.008462	0.002549	NA	0.001887	NA	0.008462	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Citromicrobium sp. JL477"	"S"	1634516	16	5	NA	3	NA	16	NA	NA	NA	NA	NA	5	NA	0.008462	0.002549	NA	0.001887	NA	0.008462	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Citromicrobium"
"Erythrobacteraceae"	"F"	335929	255	103	5	41	1	255	NA	NA	6	1	NA	162	NA	0.9259	0.0525	0.06809	0.02579	0.6289	0.1349	NA	NA	0.003371	0.9259	NA	0.1827	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Altererythrobacter"	"G"	361177	89	50	4	21	NA	89	NA	NA	NA	NA	NA	71	NA	0.08007	0.02549	0.05447	0.01321	NA	0.04707	NA	NA	NA	NA	NA	0.08007	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Altererythrobacter epoxidivorans"	"S"	361183	41	27	2	14	NA	36	NA	NA	NA	NA	NA	41	NA	0.04624	0.01376	0.02724	0.008807	NA	0.01904	NA	NA	NA	NA	NA	0.04624	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter dongtanensis"	"S"	692370	16	7	1	2	NA	16	NA	NA	NA	NA	NA	9	NA	0.01362	0.003568	0.01362	0.001258	NA	0.008462	NA	NA	NA	NA	NA	0.01015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter atlanticus"	"S"	1267766	12	5	NA	2	NA	11	NA	NA	NA	NA	NA	12	NA	0.01353	0.002549	NA	0.001258	NA	0.005818	NA	NA	NA	NA	NA	0.01353	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter namhicola"	"S"	645517	9	4	NA	NA	NA	9	NA	NA	NA	NA	NA	2	NA	0.00476	0.002039	NA	NA	NA	0.00476	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter ishigakiensis"	"S"	476157	4	3	NA	1	NA	4	NA	NA	NA	NA	NA	1	NA	0.002116	0.001529	NA	0.0006291	NA	0.002116	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Erythrobacter"	"G"	1041	107	24	1	12	1	107	NA	NA	3	1	NA	55	NA	0.9259	0.01223	0.01362	0.007549	0.6289	0.05659	NA	NA	0.001685	0.9259	NA	0.06203	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Erythrobacter atlanticus"	"S"	1648404	61	12	1	7	NA	61	NA	NA	3	NA	NA	21	NA	0.03226	0.006117	0.01362	0.004404	NA	0.03226	NA	NA	0.001685	NA	NA	0.02368	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Erythrobacter flavus"	"S"	192812	5	5	NA	1	NA	3	NA	NA	NA	1	NA	5	NA	0.9259	0.002549	NA	0.0006291	NA	0.001587	NA	NA	NA	0.9259	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Erythrobacter seohaensis"	"S"	266951	3	1	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.003383	0.0005097	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Croceicoccus"	"G"	1295327	13	7	NA	1	NA	13	NA	NA	NA	NA	NA	11	NA	0.01241	0.003568	NA	0.0006291	NA	0.006875	NA	NA	NA	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Croceicoccus naphthovorans"	"S"	1348774	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.002039	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Croceicoccus"
"Croceicoccus marinus"	"S"	450378	12	3	NA	NA	NA	12	NA	NA	NA	NA	NA	8	NA	0.009022	0.001529	NA	NA	NA	0.006347	NA	NA	NA	NA	NA	0.009022	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Croceicoccus"
"Porphyrobacter"	"G"	1111	10	3	NA	2	NA	10	NA	NA	NA	NA	NA	6	NA	0.006766	0.001529	NA	0.001258	NA	0.005289	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Porphyrobacter sp. LM 6"	"S"	1896196	4	1	NA	NA	NA	4	NA	NA	NA	NA	NA	4	NA	0.004511	0.0005097	NA	NA	NA	0.002116	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Porphyrobacter"
"Rickettsiales"	"O"	766	864	864	21	716	NA	688	NA	NA	105	NA	NA	144	NA	0.4504	0.4404	0.286	0.4504	NA	0.3639	NA	NA	0.05899	NA	NA	0.1624	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Anaplasmataceae"	"F"	942	645	645	17	540	NA	537	NA	NA	84	NA	NA	112	NA	0.3397	0.3288	0.2315	0.3397	NA	0.284	NA	NA	0.04719	NA	NA	0.1263	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Wolbachieae"	"-"	952	575	575	17	472	NA	438	NA	NA	54	NA	NA	76	NA	0.2969	0.2931	0.2315	0.2969	NA	0.2316	NA	NA	0.03034	NA	NA	0.08571	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Wolbachia"	"G"	953	575	575	17	472	NA	438	NA	NA	54	NA	NA	76	NA	0.2969	0.2931	0.2315	0.2969	NA	0.2316	NA	NA	0.03034	NA	NA	0.08571	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae"
"Wolbachia endosymbiont of Drosophila simulans"	"S"	77038	12	9	NA	12	NA	10	NA	NA	NA	NA	NA	1	NA	0.007549	0.004588	NA	0.007549	NA	0.005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia"
"Wolbachia endosymbiont of Brugia malayi"	"S"	80849	4	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002247	0.0005097	NA	NA	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia"
"Wolbachia endosymbiont of Drosophila melanogaster"	"S"	163164	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia"
"Wolbachia endosymbiont of Cimex lectularius"	"S"	246273	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia"
"Neorickettsia"	"G"	33993	32	14	NA	10	NA	32	NA	NA	1	NA	NA	19	NA	0.02143	0.007136	NA	0.006291	NA	0.01692	NA	NA	0.0005618	NA	NA	0.02143	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Neorickettsia helminthoeca"	"S"	33994	10	2	NA	1	NA	10	NA	NA	NA	NA	NA	5	NA	0.005639	0.001019	NA	0.0006291	NA	0.005289	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Neorickettsia"
"Ehrlichia"	"G"	943	8	3	NA	6	NA	8	NA	NA	3	NA	NA	3	NA	0.004231	0.001529	NA	0.003775	NA	0.004231	NA	NA	0.001685	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"canis group"	"S"	106178	7	3	NA	6	NA	7	NA	NA	2	NA	NA	2	NA	0.003775	0.001529	NA	0.003775	NA	0.003702	NA	NA	0.001124	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Ehrlichia"
"Anaplasma"	"G"	768	7	1	NA	2	NA	5	NA	NA	7	NA	NA	4	NA	0.004511	0.0005097	NA	0.001258	NA	0.002644	NA	NA	0.003933	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"phagocytophilum group"	"S"	106179	2	1	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma"
"Anaplasma phagocytophilum"	"S"	948	2	1	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma>phagocytophilum&nbsp;group"
"Rickettsiaceae"	"F"	775	131	131	2	107	NA	85	NA	NA	15	NA	NA	17	NA	0.06731	0.06678	0.02724	0.06731	NA	0.04495	NA	NA	0.008427	NA	NA	0.01917	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Rickettsieae"	"-"	33988	85	85	1	66	NA	64	NA	NA	11	NA	NA	12	NA	0.04333	0.04333	0.01362	0.04152	NA	0.03385	NA	NA	0.00618	NA	NA	0.01353	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Rickettsia"	"G"	780	79	79	1	54	NA	56	NA	NA	6	NA	NA	7	NA	0.04027	0.04027	0.01362	0.03397	NA	0.02962	NA	NA	0.003371	NA	NA	0.007894	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae"
