"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC10.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC10.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"uncultured"	"G"	26471	4	NA	NA	NA	2	NA	NA	NA	NA	4	NA	0.004511	NA	NA	NA	0.001058	NA	NA	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Achromobacter"	"G"	26354	4	NA	NA	NA	1	NA	3	NA	NA	4	NA	0.004511	NA	NA	NA	0.0005289	NA	0.001685	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Caenimonas"	"G"	26370	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Zinderia"	"G"	26380	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ideonella"	"G"	26401	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Lautropia"	"G"	26407	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ramlibacter"	"G"	26444	2	NA	NA	NA	1	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	0.0005289	NA	0.001124	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhizobacter"	"G"	26445	2	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Simplicispira"	"G"	26452	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sphaerotilus"	"G"	26453	3	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.003383	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Thiomonas"	"G"	26459	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Variovorax"	"G"	26462	2	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ellin6067"	"G"	26542	7	NA	NA	NA	7	NA	1	NA	NA	4	NA	0.004511	NA	NA	NA	0.003702	NA	0.0005618	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"P3OB-51"	"G"	26548	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001058	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosospira"	"G"	26547	2	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Azospira"	"G"	26558	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sulfuritalea"	"G"	26576	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Uliginosibacterium"	"G"	26578	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methylophilus"	"G"	26520	3	NA	NA	NA	3	NA	2	NA	NA	1	NA	0.001587	NA	NA	NA	0.001587	NA	0.001124	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Gallionellaceae"	"F"	26497	2	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.001058	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Sideroxydans"	"G"	26501	2	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.001058	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"TRA3-20"	"F"	26589	2	NA	NA	NA	2	NA	1	NA	NA	1	NA	0.001128	NA	NA	NA	0.001058	NA	0.0005618	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26511	3	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.003383	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Luteimonas"	"G"	3808	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Silanimonas"	"G"	3817	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Thermomonas"	"G"	3820	3	NA	NA	NA	1	NA	3	NA	NA	NA	NA	0.001685	NA	NA	NA	0.0005289	NA	0.001685	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Moraxella"	"G"	3714	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Erwinia"	"G"	3503	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Providencia"	"G"	3519	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Trabulsiella"	"G"	3528	5	NA	NA	NA	1	NA	5	NA	NA	NA	NA	0.002809	NA	NA	NA	0.0005289	NA	0.002809	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Izhakiella"	"G"	26647	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Rickettsiella"	"G"	26620	5	NA	NA	NA	5	NA	NA	NA	NA	4	NA	0.004511	NA	NA	NA	0.002644	NA	NA	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"Diplorickettsia"	"G"	26619	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0.001587	NA	NA	NA	0.001587	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"Woeseiaceae"	"F"	26830	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales"
"Woeseia"	"G"	26832	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales>Woeseiaceae"
"Succinivibrionaceae"	"F"	3326	4	NA	NA	NA	3	NA	4	NA	NA	NA	NA	0.002247	NA	NA	NA	0.001587	NA	0.002247	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Succinivibrio"	"G"	3331	4	NA	NA	NA	2	NA	4	NA	NA	NA	NA	0.002247	NA	NA	NA	0.001058	NA	0.002247	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Succinivibrionaceae UCG-001"	"G"	11500	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Chromohalobacter"	"G"	3614	2	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.001058	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Candidatus Portiera"	"G"	3612	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Endozoicomonadaceae"	"F"	26751	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Endozoicomonas"	"G"	26752	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Endozoicomonadaceae"
"WD260"	"O"	26863	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	0.002644	NA	NA	NA	0.002644	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Rheinheimera"	"G"	26307	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Pseudohaliea"	"G"	11535	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"CHAB-XI-27"	"O"	26594	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellales"	"O"	26612	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellaceae"	"F"	26613	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales"
"Coxiella"	"G"	26614	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales>Coxiellaceae"
"Nitrosococcaceae"	"F"	26737	2	NA	NA	NA	1	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	0.0005289	NA	0.001124	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrosococcales"
"SZB85"	"G"	26747	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrosococcales>Nitrosococcaceae"
"Sagittula"	"G"	2646	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Planktomarina"	"G"	11455	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Puniceibacterium"	"G"	11459	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sedimentitalea"	"G"	11460	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ensifer"	"G"	2526	3	NA	NA	NA	3	NA	1	NA	NA	NA	NA	0.001587	NA	NA	NA	0.001587	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Candidatus Hodgkinia"	"G"	26098	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Cohaesibacter"	"G"	26103	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Nitratireductor"	"G"	26114	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ancylobacter"	"G"	2546	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Nitrobacter"	"G"	26154	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"uncultured"	"F"	2556	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	2858	2	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.001058	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Stakelama"	"G"	2856	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Porphyrobacter"	"G"	26248	3	NA	NA	NA	1	NA	3	NA	NA	NA	NA	0.001685	NA	NA	NA	0.0005289	NA	0.001685	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Roseomonas"	"G"	25932	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Thalassospiraceae"	"F"	26196	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001058	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Thalassospira"	"G"	26197	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001058	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Thalassospiraceae"
"Algimonas"	"G"	2395	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Oceanicaulis"	"G"	2403	2	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"uncultured"	"G"	2407	2	NA	NA	NA	1	NA	2	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	0.001124	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Rickettsiaceae"	"F"	2781	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001058	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Rickettsia"	"G"	2784	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001058	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Parvibaculaceae"	"F"	26019	3	NA	NA	NA	3	NA	NA	NA	NA	1	NA	0.001587	NA	NA	NA	0.001587	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales"
"Parvibaculum"	"G"	26022	3	NA	NA	NA	3	NA	NA	NA	NA	1	NA	0.001587	NA	NA	NA	0.001587	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales>Parvibaculaceae"
"Kordiimonadaceae"	"F"	2412	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Kordiimonadales"
"Kordiimonas"	"G"	2413	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Kordiimonadales>Kordiimonadaceae"
"Holosporales"	"O"	25986	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Holosporaceae"	"F"	25987	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales"
"uncultured"	"G"	25992	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Holosporaceae"
"uncultured"	"G"	3257	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Bdellovibrio"	"G"	3099	6	NA	NA	NA	3	NA	6	NA	NA	NA	NA	0.003371	NA	NA	NA	0.001587	NA	0.003371	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bdellovibrionaceae"
"Myxococcaceae"	"F"	3225	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Myxococcus"	"G"	3227	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Myxococcaceae"
"Sorangium"	"G"	3239	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	0.0005289	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"BIrii41"	"F"	11478	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	0.0005289	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Desulfatirhabdium"	"G"	3118	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacterium"	"G"	3121	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"uncultured"	"G"	3138	2	NA	NA	NA	1	NA	1	NA	NA	2	NA	0.002255	NA	NA	NA	0.0005289	NA	0.0005618	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"MSBL7"	"G"	3148	2	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.001058	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfohalobiaceae"	"F"	3157	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	0.0005289	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfovermiculus"	"G"	3163	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae"
"Desulfarculales"	"O"	3105	5	NA	NA	NA	1	NA	5	NA	NA	NA	NA	0.002809	NA	NA	NA	0.0005289	NA	0.002809	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfarculaceae"	"F"	3106	5	NA	NA	NA	1	NA	5	NA	NA	NA	NA	0.002809	NA	NA	NA	0.0005289	NA	0.002809	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales"
"Desulfatiglans"	"G"	11475	4	NA	NA	NA	1	NA	4	NA	NA	NA	NA	0.002247	NA	NA	NA	0.0005289	NA	0.002247	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"MBNT15"	"O"	26280	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Porphyromonadaceae"	"F"	943	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Porphyromonas"	"G"	956	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Porphyromonadaceae"
"Prolixibacter"	"G"	14277	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prolixibacteraceae"
"SB-5"	"F"	24653	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Tannerellaceae"	"F"	24657	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Parabacteroides"	"G"	24660	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae"
"Fabibacter"	"G"	24737	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
