"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.kreport.cladeReads"	"kraken2_classification_june_BC02.kreport.cladeReads"	"kraken2_classification_june_BC03.kreport.cladeReads"	"kraken2_classification_june_BC04.kreport.cladeReads"	"kraken2_classification_june_BC05.kreport.cladeReads"	"kraken2_classification_june_BC06.kreport.cladeReads"	"kraken2_classification_june_BC07.kreport.cladeReads"	"kraken2_classification_june_BC08.kreport.cladeReads"	"kraken2_classification_june_BC09.kreport.cladeReads"	"kraken2_classification_june_BC10.kreport.cladeReads"	"kraken2_classification_june_BC11.kreport.cladeReads"	"kraken2_classification_june_BC12.kreport.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.kreport.cladeReads.."	"kraken2_classification_june_BC02.kreport.cladeReads.."	"kraken2_classification_june_BC03.kreport.cladeReads.."	"kraken2_classification_june_BC04.kreport.cladeReads.."	"kraken2_classification_june_BC05.kreport.cladeReads.."	"kraken2_classification_june_BC06.kreport.cladeReads.."	"kraken2_classification_june_BC07.kreport.cladeReads.."	"kraken2_classification_june_BC08.kreport.cladeReads.."	"kraken2_classification_june_BC09.kreport.cladeReads.."	"kraken2_classification_june_BC10.kreport.cladeReads.."	"kraken2_classification_june_BC11.kreport.cladeReads.."	"kraken2_classification_june_BC12.kreport.cladeReads.."	"lineage"
"Chlamydia gallinacea"	"S"	1457153	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Chlamydiales>Chlamydiaceae>Chlamydia/Chlamydophila&nbsp;group>Chlamydia"
"Lentisphaerae"	"P"	256845	4	4	NA	1	NA	4	NA	NA	NA	NA	NA	2	NA	0.002255	0.002039	NA	0.0006291	NA	0.002116	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group"
"Lentisphaeria"	"C"	1313211	4	4	NA	1	NA	4	NA	NA	NA	NA	NA	2	NA	0.002255	0.002039	NA	0.0006291	NA	0.002116	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Lentisphaerae"
"Victivallales"	"O"	278082	4	4	NA	1	NA	4	NA	NA	NA	NA	NA	2	NA	0.002255	0.002039	NA	0.0006291	NA	0.002116	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Lentisphaerae>Lentisphaeria"
"unclassified Victivallales"	"-"	1674876	4	4	NA	1	NA	4	NA	NA	NA	NA	NA	2	NA	0.002255	0.002039	NA	0.0006291	NA	0.002116	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Lentisphaerae>Lentisphaeria>Victivallales"
"Victivallales bacterium CCUG 44730"	"S"	2094242	4	4	NA	1	NA	4	NA	NA	NA	NA	NA	2	NA	0.002255	0.002039	NA	0.0006291	NA	0.002116	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Lentisphaerae>Lentisphaeria>Victivallales>unclassified&nbsp;Victivallales"
"Kiritimatiellaeota"	"P"	134625	7	1	NA	NA	NA	7	NA	NA	NA	NA	NA	1	NA	0.003702	0.0005097	NA	NA	NA	0.003702	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group"
"Kiritimatiellae"	"C"	1921781	7	1	NA	NA	NA	7	NA	NA	NA	NA	NA	1	NA	0.003702	0.0005097	NA	NA	NA	0.003702	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Kiritimatiellaeota"
"Kiritimatiellales"	"O"	1921782	7	1	NA	NA	NA	7	NA	NA	NA	NA	NA	1	NA	0.003702	0.0005097	NA	NA	NA	0.003702	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Kiritimatiellaeota>Kiritimatiellae"
"Kiritimatiellaceae"	"F"	1921783	7	1	NA	NA	NA	7	NA	NA	NA	NA	NA	1	NA	0.003702	0.0005097	NA	NA	NA	0.003702	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Kiritimatiellaeota>Kiritimatiellae>Kiritimatiellales"
"Kiritimatiella"	"G"	1921784	7	1	NA	NA	NA	7	NA	NA	NA	NA	NA	1	NA	0.003702	0.0005097	NA	NA	NA	0.003702	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Kiritimatiellaeota>Kiritimatiellae>Kiritimatiellales>Kiritimatiellaceae"
"Kiritimatiella glycovorans"	"S"	1307763	7	1	NA	NA	NA	7	NA	NA	NA	NA	NA	1	NA	0.003702	0.0005097	NA	NA	NA	0.003702	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Kiritimatiellaeota>Kiritimatiellae>Kiritimatiellales>Kiritimatiellaceae>Kiritimatiella"
"Aquificae"	"P"	200783	186	186	8	129	NA	121	NA	NA	NA	NA	NA	14	NA	0.1089	0.09481	0.1089	0.08115	NA	0.06399	NA	NA	NA	NA	NA	0.01579	NA	"cellular&nbsp;organisms>Bacteria"
"Aquificae"	"C"	187857	186	186	8	129	NA	121	NA	NA	NA	NA	NA	14	NA	0.1089	0.09481	0.1089	0.08115	NA	0.06399	NA	NA	NA	NA	NA	0.01579	NA	"cellular&nbsp;organisms>Bacteria>Aquificae"
"Aquificales"	"O"	32069	185	185	8	124	NA	118	NA	NA	NA	NA	NA	14	NA	0.1089	0.0943	0.1089	0.07801	NA	0.06241	NA	NA	NA	NA	NA	0.01579	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae"
"Hydrogenothermaceae"	"F"	224027	150	150	6	105	NA	107	NA	NA	NA	NA	NA	10	NA	0.08171	0.07646	0.08171	0.06606	NA	0.05659	NA	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales"
"Sulfurihydrogenibium"	"G"	212790	150	150	6	105	NA	107	NA	NA	NA	NA	NA	9	NA	0.08171	0.07646	0.08171	0.06606	NA	0.05659	NA	NA	NA	NA	NA	0.01015	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Hydrogenothermaceae"
"Sulfurihydrogenibium azorense"	"S"	309806	130	130	5	91	NA	92	NA	NA	NA	NA	NA	6	NA	0.06809	0.06627	0.06809	0.05725	NA	0.04866	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Hydrogenothermaceae>Sulfurihydrogenibium"
"Sulfurihydrogenibium azorense Az-Fu1"	"-"	204536	130	130	5	91	NA	92	NA	NA	NA	NA	NA	6	NA	0.06809	0.06627	0.06809	0.05725	NA	0.04866	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Hydrogenothermaceae>Sulfurihydrogenibium>Sulfurihydrogenibium&nbsp;azorense"
"Aquificaceae"	"F"	64898	29	29	1	9	NA	10	NA	NA	NA	NA	NA	2	NA	0.01478	0.01478	0.01362	0.005662	NA	0.005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales"
"Hydrogenobaculum"	"G"	168657	27	27	1	9	NA	10	NA	NA	NA	NA	NA	1	NA	0.01376	0.01376	0.01362	0.005662	NA	0.005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Aquificaceae"
"Hydrogenobaculum sp. HO"	"S"	547144	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Aquificaceae>Hydrogenobaculum"
"Thermocrinis"	"G"	75905	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Aquificaceae"
"Desulfurobacteriales"	"O"	1485951	5	1	NA	5	NA	3	NA	NA	NA	NA	NA	NA	NA	0.003146	0.0005097	NA	0.003146	NA	0.001587	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae"
"Desulfurobacteriaceae"	"F"	558314	5	1	NA	5	NA	3	NA	NA	NA	NA	NA	NA	NA	0.003146	0.0005097	NA	0.003146	NA	0.001587	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Desulfurobacteriales"
"Desulfurobacterium"	"G"	64159	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Desulfurobacteriales>Desulfurobacteriaceae"
"Desulfurobacterium thermolithotrophum"	"S"	64160	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Desulfurobacteriales>Desulfurobacteriaceae>Desulfurobacterium"
"Desulfurobacterium thermolithotrophum DSM 11699"	"-"	868864	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Desulfurobacteriales>Desulfurobacteriaceae>Desulfurobacterium>Desulfurobacterium&nbsp;thermolithotrophum"
"Nitrospirae"	"P"	40117	81	81	2	74	1	10	NA	NA	1	NA	NA	15	NA	0.6289	0.04129	0.02724	0.04655	0.6289	0.005289	NA	NA	0.0005618	NA	NA	0.01692	NA	"cellular&nbsp;organisms>Bacteria"
"Nitrospira"	"C"	203693	81	81	2	74	1	10	NA	NA	1	NA	NA	15	NA	0.6289	0.04129	0.02724	0.04655	0.6289	0.005289	NA	NA	0.0005618	NA	NA	0.01692	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae"
"Nitrospirales"	"O"	189778	81	81	2	74	1	10	NA	NA	1	NA	NA	15	NA	0.6289	0.04129	0.02724	0.04655	0.6289	0.005289	NA	NA	0.0005618	NA	NA	0.01692	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira"
"Nitrospiraceae"	"F"	189779	81	81	2	74	1	10	NA	NA	1	NA	NA	15	NA	0.6289	0.04129	0.02724	0.04655	0.6289	0.005289	NA	NA	0.0005618	NA	NA	0.01692	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales"
"Nitrospira"	"G"	1234	79	79	2	72	1	7	NA	NA	NA	NA	NA	14	NA	0.6289	0.04027	0.02724	0.0453	0.6289	0.003702	NA	NA	NA	NA	NA	0.01579	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Nitrospira defluvii"	"S"	330214	75	75	2	69	1	4	NA	NA	NA	NA	NA	3	NA	0.6289	0.03823	0.02724	0.04341	0.6289	0.002116	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"Nitrospira japonica"	"S"	1325564	9	3	NA	1	NA	3	NA	NA	NA	NA	NA	9	NA	0.01015	0.001529	NA	0.0006291	NA	0.001587	NA	NA	NA	NA	NA	0.01015	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"Thermodesulfovibrio"	"G"	28261	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Thermodesulfovibrio yellowstonii"	"S"	28262	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Thermodesulfovibrio"
"Thermodesulfovibrio yellowstonii DSM 11347"	"-"	289376	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Thermodesulfovibrio>Thermodesulfovibrio&nbsp;yellowstonii"
"Chrysiogenetes"	"P"	200938	65	65	1	48	NA	38	NA	NA	NA	NA	NA	3	NA	0.03313	0.03313	0.01362	0.0302	NA	0.0201	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria"
"Chrysiogenetes"	"C"	118001	65	65	1	48	NA	38	NA	NA	NA	NA	NA	3	NA	0.03313	0.03313	0.01362	0.0302	NA	0.0201	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes"
"Chrysiogenales"	"O"	189769	65	65	1	48	NA	38	NA	NA	NA	NA	NA	3	NA	0.03313	0.03313	0.01362	0.0302	NA	0.0201	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes"
"Chrysiogenaceae"	"F"	189770	65	65	1	48	NA	38	NA	NA	NA	NA	NA	3	NA	0.03313	0.03313	0.01362	0.0302	NA	0.0201	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales"
"Desulfurispirillum"	"G"	393029	65	65	1	48	NA	38	NA	NA	NA	NA	NA	3	NA	0.03313	0.03313	0.01362	0.0302	NA	0.0201	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales>Chrysiogenaceae"
"Desulfurispirillum indicum"	"S"	936456	65	65	1	48	NA	38	NA	NA	NA	NA	NA	3	NA	0.03313	0.03313	0.01362	0.0302	NA	0.0201	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales>Chrysiogenaceae>Desulfurispirillum"
"Desulfurispirillum indicum S5"	"-"	653733	65	65	1	48	NA	38	NA	NA	NA	NA	NA	3	NA	0.03313	0.03313	0.01362	0.0302	NA	0.0201	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales>Chrysiogenaceae>Desulfurispirillum>Desulfurispirillum&nbsp;indicum"
"Spirochaetes"	"P"	203691	53	53	2	41	NA	27	NA	NA	NA	NA	NA	48	NA	0.05413	0.02702	0.02724	0.02579	NA	0.01428	NA	NA	NA	NA	NA	0.05413	NA	"cellular&nbsp;organisms>Bacteria"
"Spirochaetia"	"C"	203692	53	53	2	41	NA	27	NA	NA	NA	NA	NA	48	NA	0.05413	0.02702	0.02724	0.02579	NA	0.01428	NA	NA	NA	NA	NA	0.05413	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes"
"Spirochaetales"	"O"	136	31	31	2	14	NA	16	NA	NA	NA	NA	NA	28	NA	0.03158	0.0158	0.02724	0.008807	NA	0.008462	NA	NA	NA	NA	NA	0.03158	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia"
"Spirochaetaceae"	"F"	137	14	14	2	7	NA	9	NA	NA	NA	NA	NA	12	NA	0.02724	0.007136	0.02724	0.004404	NA	0.00476	NA	NA	NA	NA	NA	0.01353	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales"
"Treponema"	"G"	157	11	11	1	7	NA	8	NA	NA	NA	NA	NA	10	NA	0.01362	0.005607	0.01362	0.004404	NA	0.004231	NA	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Treponema denticola"	"S"	158	4	1	NA	1	NA	2	NA	NA	NA	NA	NA	4	NA	0.004511	0.0005097	NA	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema pedis"	"S"	409322	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema pedis str. T A4"	"-"	1291379	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema>Treponema&nbsp;pedis"
"Spirochaeta"	"G"	146	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Spirochaeta africana"	"S"	46355	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Spirochaeta"
"Spirochaeta africana DSM 8902"	"-"	889378	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Spirochaeta>Spirochaeta&nbsp;africana"
"Borreliaceae"	"F"	1643685	3	3	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.001529	0.001529	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales"
"Borrelia"	"G"	138	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae"
"Borrelia hermsii"	"S"	140	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borrelia miyamotoi"	"S"	47466	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borreliella"	"G"	64895	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae"
"Borreliella garinii"	"S"	29519	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Borreliella garinii BgVir"	"-"	1081646	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella>Borreliella&nbsp;garinii"
"Leptospirales"	"-"	1643688	22	15	NA	22	NA	6	NA	NA	NA	NA	NA	10	NA	0.01384	0.007646	NA	0.01384	NA	0.003173	NA	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia"
"Leptospiraceae"	"F"	170	22	15	NA	22	NA	6	NA	NA	NA	NA	NA	10	NA	0.01384	0.007646	NA	0.01384	NA	0.003173	NA	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales"
"Leptospira"	"G"	171	20	10	NA	20	NA	2	NA	NA	NA	NA	NA	1	NA	0.01258	0.005097	NA	0.01258	NA	0.001058	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae"
"Leptospira interrogans"	"S"	173	7	3	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004404	0.001529	NA	0.004404	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Leptospira interrogans serovar Manilae"	"-"	214675	7	3	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004404	0.001529	NA	0.004404	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira>Leptospira&nbsp;interrogans"
"Leptospira biflexa"	"S"	172	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001258	0.001019	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Leptospira biflexa serovar Patoc"	"-"	145259	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001258	0.001019	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira>Leptospira&nbsp;biflexa"
"Turneriella"	"G"	338321	9	5	NA	2	NA	4	NA	NA	NA	NA	NA	9	NA	0.01015	0.002549	NA	0.001258	NA	0.002116	NA	NA	NA	NA	NA	0.01015	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae"
"Turneriella parva"	"S"	29510	9	5	NA	2	NA	4	NA	NA	NA	NA	NA	9	NA	0.01015	0.002549	NA	0.001258	NA	0.002116	NA	NA	NA	NA	NA	0.01015	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Turneriella"
"Turneriella parva DSM 21527"	"-"	869212	9	5	NA	2	NA	4	NA	NA	NA	NA	NA	9	NA	0.01015	0.002549	NA	0.001258	NA	0.002116	NA	NA	NA	NA	NA	0.01015	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Turneriella>Turneriella&nbsp;parva"
"Brachyspirales"	"O"	1643686	3	3	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.001587	0.001529	NA	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia"
"Brachyspiraceae"	"F"	143786	3	3	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.001587	0.001529	NA	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales"
"Brachyspira"	"G"	29521	3	3	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.001587	0.001529	NA	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae"
"Brachyspira murdochii"	"S"	84378	3	2	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.001587	0.001019	NA	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Brachyspira murdochii DSM 12563"	"-"	526224	3	2	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.001587	0.001019	NA	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira>Brachyspira&nbsp;murdochii"
"Brachyspira hyodysenteriae"	"S"	159	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Fusobacteria"	"P"	32066	33	33	NA	24	NA	28	NA	NA	1	NA	NA	11	NA	0.01682	0.01682	NA	0.0151	NA	0.01481	NA	NA	0.0005618	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria"
"Fusobacteriia"	"C"	203490	33	33	NA	24	NA	28	NA	NA	1	NA	NA	11	NA	0.01682	0.01682	NA	0.0151	NA	0.01481	NA	NA	0.0005618	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria"
"Fusobacteriales"	"O"	203491	33	33	NA	24	NA	28	NA	NA	1	NA	NA	11	NA	0.01682	0.01682	NA	0.0151	NA	0.01481	NA	NA	0.0005618	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia"
"Fusobacteriaceae"	"F"	203492	30	30	NA	21	NA	23	NA	NA	NA	NA	NA	10	NA	0.01529	0.01529	NA	0.01321	NA	0.01216	NA	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Fusobacterium"	"G"	848	29	29	NA	21	NA	23	NA	NA	NA	NA	NA	10	NA	0.01478	0.01478	NA	0.01321	NA	0.01216	NA	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Fusobacterium periodonticum"	"S"	860	11	11	NA	11	NA	8	NA	NA	NA	NA	NA	NA	NA	0.00692	0.005607	NA	0.00692	NA	0.004231	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
