"name"	"taxRank"	"taxID"	"Max"	"BC01.txt.cladeReads"	"BC02.txt.cladeReads"	"BC03.txt.cladeReads"	"BC04.txt.cladeReads"	"BC05.txt.cladeReads"	"BC06.txt.cladeReads"	"BC07.txt.cladeReads"	"BC08.txt.cladeReads"	"BC09.txt.cladeReads"	"BC10.txt.cladeReads"	"BC11.txt.cladeReads"	"BC12.txt.cladeReads"	"Max.1"	"BC01.txt.cladeReads.."	"BC02.txt.cladeReads.."	"BC03.txt.cladeReads.."	"BC04.txt.cladeReads.."	"BC05.txt.cladeReads.."	"BC06.txt.cladeReads.."	"BC07.txt.cladeReads.."	"BC08.txt.cladeReads.."	"BC09.txt.cladeReads.."	"BC10.txt.cladeReads.."	"BC11.txt.cladeReads.."	"BC12.txt.cladeReads.."	"lineage"
"Fusobacterium nucleatum"	"S"	851	3	2	1	2	1	3	NA	NA	NA	NA	NA	2	NA	1.389	0.001604	0.02025	0.002015	1.389	0.002254	NA	NA	NA	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium necrophorum"	"S"	859	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1.389	0.000802	NA	NA	1.389	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium hwasookii"	"S"	1583098	2	1	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	0.001144	0.000802	NA	NA	NA	0.0007514	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Dictyoglomus thermophilum"	"S"	14	3	2	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	0.003022	0.001604	NA	0.003022	NA	0.0007514	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales>Dictyoglomaceae>Dictyoglomus"
"Thermodesulfobacterium geofontis"	"S"	1295609	32	29	1	32	NA	18	NA	NA	NA	NA	NA	1	NA	0.03223	0.02326	0.02025	0.03223	NA	0.01353	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Thermodesulfobacterium"
"Caldimicrobium thiodismutans"	"S"	1653476	11	6	NA	1	NA	4	NA	NA	11	NA	NA	4	NA	0.00629	0.004812	NA	0.001007	NA	0.003006	NA	NA	0.00629	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Caldimicrobium"
"Thermodesulfatator indicus"	"S"	171695	3	3	NA	1	NA	1	NA	NA	2	NA	NA	2	NA	0.002823	0.002406	NA	0.001007	NA	0.0007514	NA	NA	0.001144	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Thermodesulfatator"
"Candidatus Saccharibacteria oral taxon TM7x"	"S"	1476577	18	18	1	11	NA	14	NA	NA	4	NA	NA	3	NA	0.02025	0.01444	0.02025	0.01108	NA	0.01052	NA	NA	0.002287	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Saccharibacteria"
"Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20"	"S"	2056494	8	8	NA	3	NA	6	NA	NA	1	NA	NA	6	NA	0.00847	0.006416	NA	0.003022	NA	0.004508	NA	NA	0.0005718	NA	NA	0.00847	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Saccharibacteria"
"Deferribacter desulfuricans"	"S"	197162	28	10	1	1	NA	28	NA	NA	3	NA	NA	16	NA	0.02259	0.00802	0.02025	0.001007	NA	0.02104	NA	NA	0.001715	NA	NA	0.02259	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Deferribacter"
"Calditerrivibrio nitroreducens"	"S"	477976	11	9	NA	11	NA	10	NA	NA	1	NA	NA	3	NA	0.01108	0.007218	NA	0.01108	NA	0.007514	NA	NA	0.0005718	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Calditerrivibrio"
"Flexistipes sinusarabici"	"S"	2352	4	4	NA	1	NA	4	NA	NA	3	NA	NA	NA	NA	0.003208	0.003208	NA	0.001007	NA	0.003006	NA	NA	0.001715	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Flexistipes"
"Denitrovibrio acetiphilus"	"S"	118000	2	1	1	NA	NA	1	NA	NA	2	NA	NA	1	NA	0.02025	0.000802	0.02025	NA	NA	0.0007514	NA	NA	0.001144	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Denitrovibrio"
"Cloacibacillus porcorum"	"S"	1197717	14	11	NA	14	NA	14	NA	NA	3	NA	NA	4	NA	0.0141	0.008822	NA	0.0141	NA	0.01052	NA	NA	0.001715	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Cloacibacillus"
"Thermovirga lienii"	"S"	336261	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001604	0.001604	NA	NA	NA	0.0007514	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Thermovirga"
"Thermanaerovibrio acidaminovorans"	"S"	81462	5	1	NA	5	NA	1	NA	NA	1	NA	NA	4	NA	0.005647	0.000802	NA	0.005036	NA	0.0007514	NA	NA	0.0005718	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Thermanaerovibrio"
"Caldisericum exile"	"S"	693075	6	6	NA	1	NA	3	NA	NA	1	NA	NA	NA	NA	0.004812	0.004812	NA	0.001007	NA	0.002254	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Caldiserica>Caldisericia>Caldisericales>Caldisericaceae>Caldisericum"
"Sulfolobus tokodaii"	"S"	111955	143	143	3	96	NA	84	NA	NA	NA	NA	NA	3	NA	0.1147	0.1147	0.06075	0.0967	NA	0.06312	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Sulfolobales>Sulfolobaceae>Sulfolobus"
"Pyrobaculum islandicum"	"S"	2277	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Thermoproteales>Thermoproteaceae>Pyrobaculum"
"Vulcanisaeta moutnovskia"	"S"	985052	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Thermoproteales>Thermoproteaceae>Vulcanisaeta"
"Candidatus Nitrosocaldus islandicus"	"S"	2045011	4	3	1	2	NA	4	NA	NA	NA	NA	NA	NA	NA	0.02025	0.002406	0.02025	0.002015	NA	0.003006	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrososphaeria>Candidatus&nbsp;Nitrosocaldales>Candidatus&nbsp;Nitrosocaldaceae>Candidatus&nbsp;Nitrosocaldus"
"Candidatus Nitrosopumilus sediminis"	"S"	1229909	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003022	0.000802	NA	0.003022	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrosopumilales>Nitrosopumilaceae>Nitrosopumilus"
"Methanococcus voltae"	"S"	2188	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001604	0.001604	NA	NA	NA	0.0007514	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanococci>Methanococcales>Methanococcaceae>Methanococcus"
"Methanomethylovorans hollandica"	"S"	101192	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001007	0.000802	NA	0.001007	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanosarcinales>Methanosarcinaceae>Methanomethylovorans"
"Methanobrevibacter sp. AbM4"	"S"	224719	2	1	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0405	0.000802	0.0405	0.001007	NA	0.001503	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobrevibacter"
"Acidovorax avenae"	"S"	80867	1	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	1.333	NA	0.02025	NA	NA	0.0007514	1.333	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Collimonas fungivorans"	"S"	158899	6	NA	1	NA	NA	6	NA	NA	NA	NA	NA	4	NA	0.02025	NA	0.02025	NA	NA	0.004508	NA	NA	NA	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Janthinobacterium sp. 1_2014MBL_MicDiv"	"S"	1644131	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Bordetella genomosp. 8"	"S"	1416806	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Burkholderia stagnalis"	"S"	1503054	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia sp. HB1"	"S"	1678678	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0405	NA	0.0405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia glumae"	"S"	337	3	NA	1	NA	NA	2	NA	NA	NA	NA	NA	3	1	1.176	NA	0.02025	NA	NA	0.001503	NA	NA	NA	NA	NA	0.004235	1.176	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Candidatus Kinetoplastibacterium desouzaii"	"S"	994692	28	NA	1	3	NA	13	NA	NA	1	NA	NA	28	NA	0.03953	NA	0.02025	0.003022	NA	0.009768	NA	NA	0.0005718	NA	NA	0.03953	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>Kinetoplastibacterium"
"Rhodobacteraceae bacterium"	"S"	1904441	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>unclassified&nbsp;Rhodobacteraceae"
"Sulfitobacter pseudonitzschiae"	"S"	1402135	2	NA	1	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.02025	NA	0.02025	NA	NA	0.001503	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Rhizobium leguminosarum"	"S"	384	2	NA	1	2	NA	2	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	0.002015	NA	0.001503	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium sp. 10195"	"S"	2028343	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Methylobacterium populi"	"S"	223967	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Brucella suis"	"S"	29461	2	NA	1	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.02025	NA	0.02025	0.001007	NA	NA	NA	NA	NA	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"Zymomonas mobilis"	"S"	542	15	NA	1	3	NA	15	NA	NA	NA	NA	NA	3	NA	0.02025	NA	0.02025	0.003022	NA	0.01127	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Zymomonas"
"Altererythrobacter mangrovi"	"S"	1982042	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.02025	NA	0.02025	NA	NA	0.0007514	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Roseomonas sp. FDAARGOS_362"	"S"	2018065	5	NA	1	NA	NA	5	NA	NA	NA	1	NA	2	NA	1.515	NA	0.02025	NA	NA	0.003757	NA	NA	NA	1.515	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Roseomonas"
"Erwinia billingiae"	"S"	182337	17	NA	1	NA	NA	NA	NA	NA	17	1	NA	10	NA	1.515	NA	0.02025	NA	NA	NA	NA	NA	0.00972	1.515	NA	0.01412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Enterobacteriaceae bacterium ENNIH3"	"S"	1920128	42	NA	1	1	NA	NA	NA	NA	42	NA	NA	NA	NA	0.02402	NA	0.02025	0.001007	NA	NA	NA	NA	0.02402	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae&nbsp;(miscellaneous)"
"Cedecea neteri"	"S"	158822	3	NA	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cedecea"
"Serratia sp. SCBI"	"S"	488142	2	NA	1	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	0.001144	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Pseudomonas fulva"	"S"	47880	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas poae"	"S"	200451	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas sp. ATCC 13867"	"S"	1294143	3	NA	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. M30-35"	"S"	1981174	7	NA	1	NA	NA	1	NA	NA	2	NA	NA	7	NA	0.02025	NA	0.02025	NA	NA	0.0007514	NA	NA	0.001144	NA	NA	0.009882	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Lysobacter gummosus"	"S"	262324	3	NA	1	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	0.002254	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Xanthomonas hortorum"	"S"	56454	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Halothiobacillus neapolitanus"	"S"	927	14	NA	1	NA	NA	11	NA	NA	3	NA	NA	14	NA	0.02025	NA	0.02025	NA	NA	0.008265	NA	NA	0.001715	NA	NA	0.01976	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Halothiobacillaceae>Halothiobacillus"
"Halotalea alkalilenta"	"S"	376489	4	NA	2	1	NA	2	NA	NA	NA	NA	NA	4	NA	0.0405	NA	0.0405	0.001007	NA	0.001503	NA	NA	NA	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halotalea"
"Halomonas chromatireducens"	"S"	507626	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Lacimicrobium alkaliphilum"	"S"	1526571	7	NA	2	NA	NA	4	NA	NA	7	NA	NA	NA	NA	0.0405	NA	0.0405	NA	NA	0.003006	NA	NA	0.004003	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Lacimicrobium"
"Glaciecola nitratireducens"	"S"	300231	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Glaciecola"
"Shewanella denitrificans"	"S"	192073	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Haemophilus parainfluenzae"	"S"	729	3	NA	1	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.02025	NA	0.02025	NA	NA	0.002254	NA	NA	NA	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Saccharophagus degradans"	"S"	86304	4	NA	1	NA	NA	1	NA	NA	4	NA	NA	1	NA	0.02025	NA	0.02025	NA	NA	0.0007514	NA	NA	0.002287	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Saccharophagus"
"Gilliamella apicola"	"S"	1196095	28	NA	1	1	NA	NA	NA	NA	28	NA	NA	2	NA	0.02025	NA	0.02025	0.001007	NA	NA	NA	NA	0.01601	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae>Gilliamella"
"Myxococcus hansupus"	"S"	1297742	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus"
"Anaeromyxobacter sp. Fw109-5"	"S"	404589	2	NA	1	NA	NA	2	NA	1	NA	NA	NA	NA	NA	2.273	NA	0.02025	NA	NA	0.001503	NA	2.273	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae>Anaeromyxobacter"
"Desulfomicrobium baculatum"	"S"	899	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.02025	NA	0.02025	NA	NA	0.0007514	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae>Desulfomicrobium"
"Pelobacter acetylenicus"	"S"	29542	2	NA	1	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	0.001007	NA	0.001503	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Lachnoclostridium phocaeense"	"S"	1871021	3	NA	1	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.02025	NA	0.02025	0.001007	NA	NA	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Lachnoclostridium"
"Moorella thermoacetica"	"S"	1525	5	NA	1	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Moorella&nbsp;group>Moorella"
"Aerococcus urinae"	"S"	1376	63	NA	1	1	NA	NA	NA	NA	63	NA	NA	NA	NA	0.03602	NA	0.02025	0.001007	NA	NA	NA	NA	0.03602	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Bacillus sp. FJAT-14266"	"S"	1837130	187	NA	1	1	NA	3	NA	NA	187	NA	NA	1	NA	0.1069	NA	0.02025	0.001007	NA	0.002254	NA	NA	0.1069	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Paenibacillus sp. BIHB4019"	"S"	1870819	7	NA	1	NA	NA	NA	NA	NA	7	NA	NA	1	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	0.004003	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Anaerococcus mediterraneensis"	"S"	1870984	25	NA	1	1	NA	2	NA	NA	25	NA	NA	1	NA	0.02025	NA	0.02025	0.001007	NA	0.001503	NA	NA	0.01429	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Tissierellia>Tissierellales>Peptoniphilaceae>Anaerococcus"
"Microbacterium sp. str. 'China'"	"S"	2103230	12	NA	2	1	NA	9	NA	NA	9	NA	NA	12	NA	0.0405	NA	0.0405	0.001007	NA	0.006763	NA	NA	0.005146	NA	NA	0.01694	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Pseudarthrobacter chlorophenolicus"	"S"	85085	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1.176	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	0.001412	1.176	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Pseudarthrobacter"
"Brachybacterium faecium"	"S"	43669	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermabacteraceae>Brachybacterium"
"Brachybacterium sp. VR2415"	"S"	2017485	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermabacteraceae>Brachybacterium"
"Dermacoccus nishinomiyaensis"	"S"	1274	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02025	NA	0.02025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermacoccaceae>Dermacoccus"
