"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_loman_loman.kreport.cladeReads"	"Max.1"	"centrifuge_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Mesorhizobium australicum WSM2073"	"-"	754035	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium>Mesorhizobium&nbsp;australicum"
"Mesorhizobium japonicum"	"S"	2066070	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium japonicum MAFF 303099"	"-"	266835	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium>Mesorhizobium&nbsp;japonicum"
"Mesorhizobium sp. Pch-S"	"S"	2082387	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium ciceri"	"S"	39645	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium ciceri biovar biserrulae"	"-"	278148	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium>Mesorhizobium&nbsp;ciceri"
"Mesorhizobium ciceri biovar biserrulae WSM1271"	"-"	765698	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium>Mesorhizobium&nbsp;ciceri>Mesorhizobium&nbsp;ciceri&nbsp;biovar&nbsp;biserrulae"
"Mesorhizobium opportunistum"	"S"	593909	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium opportunistum WSM2075"	"-"	536019	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium>Mesorhizobium&nbsp;opportunistum"
"Mesorhizobium oceanicum"	"S"	1670800	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2"	"S"	2493668	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1"	"S"	2493669	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1"	"S"	2493670	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1"	"S"	2493671	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1"	"S"	2493673	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1"	"S"	2493676	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Phyllobacterium"	"G"	28100	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Phyllobacterium zundukense"	"S"	1867719	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Phyllobacterium"
"Nitratireductor"	"G"	245876	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Nitratireductor basaltis"	"S"	472175	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Nitratireductor"
"Nitratireductor sp. OM-1"	"S"	1756988	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Nitratireductor"
"Aminobacter"	"G"	31988	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Aminobacter sp. MSH1"	"S"	374606	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Aminobacter"
"Hoeflea"	"G"	274591	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Hoeflea sp. IMCC20628"	"S"	1620421	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Hoeflea"
"Chelativorans"	"G"	449972	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Chelativorans sp. BNC1"	"S"	266779	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Chelativorans"
"Methylobacteriaceae"	"F"	119045	20	20	0.0158	0.0158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylobacterium"	"G"	407	15	15	0.01185	0.01185	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Methylobacterium nodulans"	"S"	114616	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium nodulans ORS 2060"	"-"	460265	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium>Methylobacterium&nbsp;nodulans"
"Methylobacterium sp. 17Sr1-1"	"S"	2202826	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium aquaticum"	"S"	270351	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium sp. 4-46"	"S"	426117	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium sp. XJLW"	"S"	739141	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium sp. 17Sr1-28"	"S"	2202827	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium sp. AMS5"	"S"	925818	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylorubrum"	"G"	2282523	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Methylorubrum populi"	"S"	223967	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylorubrum"
"Methylorubrum populi BJ001"	"-"	441620	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylorubrum>Methylorubrum&nbsp;populi"
"Methylorubrum extorquens"	"S"	408	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylorubrum"
"Methylorubrum extorquens PA1"	"-"	419610	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylorubrum>Methylorubrum&nbsp;extorquens"
"Hyphomicrobiaceae"	"F"	45401	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hyphomicrobium"	"G"	81	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Hyphomicrobium nitrativorans"	"S"	1427356	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Hyphomicrobium nitrativorans NL23"	"-"	1029756	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium>Hyphomicrobium&nbsp;nitrativorans"
"Maritalea"	"G"	623276	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Maritalea myrionectae"	"S"	454601	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Maritalea"
"Devosia"	"G"	46913	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Devosia sp. A16"	"S"	1736675	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Blastochloris"	"G"	59282	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Blastochloris viridis"	"S"	1079	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Blastochloris"
"Pelagibacterium"	"G"	1082930	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Pelagibacterium halotolerans"	"S"	531813	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Pelagibacterium"
"Pelagibacterium halotolerans B2"	"-"	1082931	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Pelagibacterium>Pelagibacterium&nbsp;halotolerans"
"Xanthobacteraceae"	"F"	335928	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Azorhizobium"	"G"	6	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Azorhizobium caulinodans"	"S"	7	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Azorhizobium"
"Azorhizobium caulinodans ORS 571"	"-"	438753	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Azorhizobium>Azorhizobium&nbsp;caulinodans"
"Starkeya"	"G"	152053	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Starkeya novella"	"S"	921	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Starkeya"
"Starkeya novella DSM 506"	"-"	639283	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Starkeya>Starkeya&nbsp;novella"
"Bartonellaceae"	"F"	772	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bartonella"	"G"	773	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae"
"Bartonella elizabethae"	"S"	807	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella grahamii"	"S"	33045	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella grahamii as4aup"	"-"	634504	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella>Bartonella&nbsp;grahamii"
"Bartonella australis"	"S"	388640	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella australis Aust/NH1"	"-"	1094489	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella>Bartonella&nbsp;australis"
"Brucellaceae"	"F"	118882	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Brucella"	"G"	234	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae"
"Brucella melitensis"	"S"	29459	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"Ochrobactrum"	"G"	528	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae"
"Ochrobactrum anthropi"	"S"	529	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Ochrobactrum"
"Ochrobactrum anthropi ATCC 49188"	"-"	439375	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Ochrobactrum>Ochrobactrum&nbsp;anthropi"
"Methylocystaceae"	"F"	31993	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylocystis"	"G"	133	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Methylocystis bryophila"	"S"	655015	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Pleomorphomonas"	"G"	261933	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Pleomorphomonas sp. SM30"	"S"	1885025	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Pleomorphomonas"
"Beijerinckiaceae"	"F"	45404	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylocella"	"G"	120652	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocella silvestris"	"S"	199596	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Methylocella"
"Methylocella silvestris BL2"	"-"	395965	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Methylocella>Methylocella&nbsp;silvestris"
"Methylovirgula"	"G"	1156568	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylovirgula ligni"	"S"	569860	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Methylovirgula"
"Rhodobiaceae"	"F"	119043	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Parvibaculum"	"G"	256616	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Parvibaculum lavamentivorans"	"S"	256618	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Parvibaculum"
"Parvibaculum lavamentivorans DS-1"	"-"	402881	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Parvibaculum>Parvibaculum&nbsp;lavamentivorans"
"Anderseniella"	"G"	444432	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Anderseniella sp. Alg231-50"	"S"	1922226	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Anderseniella"
"Aurantimonadaceae"	"F"	255475	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Martelella"	"G"	293088	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae"
"Martelella endophytica"	"S"	1486262	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Martelella"
"Aureimonas"	"G"	414371	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae"
"Aureimonas sp. AU20"	"S"	1349819	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Aureimonas"
"unclassified Rhizobiales"	"-"	119042	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"unclassified Rhizobiales (miscellaneous)"	"-"	41292	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Rhizobiales bacterium PAMC 29148"	"S"	2528642	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>unclassified&nbsp;Rhizobiales&nbsp;(miscellaneous)"
"Cohaesibacteraceae"	"F"	655351	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Breoghania"	"G"	1406135	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae"
"Breoghania sp. L-A4"	"S"	2304600	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae>Breoghania"
"Chelatococcaceae"	"F"	2036754	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Chelatococcus"	"G"	28209	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae"
"Chelatococcus daeguensis"	"S"	444444	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae>Chelatococcus"
"Rhodobacterales"	"O"	204455	68	68	0.05373	0.05373	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	31989	63	63	0.04978	0.04978	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Rhodobacter"	"G"	1060	10	10	0.007901	0.007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacter sphaeroides"	"S"	1063	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter sphaeroides ATCC 17025"	"-"	349102	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter>Rhodobacter&nbsp;sphaeroides"
"Rhodobacter sp. CZR27"	"S"	2033869	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter capsulatus"	"S"	1061	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter capsulatus SB 1003"	"-"	272942	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter>Rhodobacter&nbsp;capsulatus"
"Paracoccus"	"G"	265	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus yeei"	"S"	147645	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. SC2-6"	"S"	2259340	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus aminovorans"	"S"	34004	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus contaminans"	"S"	1945662	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. Arc7-R13"	"S"	2500532	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Phaeobacter"	"G"	302485	6	6	0.004741	0.004741	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Phaeobacter gallaeciensis"	"S"	60890	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Phaeobacter"
"Phaeobacter inhibens"	"S"	221822	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Phaeobacter"
"Phaeobacter porticola"	"S"	1844006	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Phaeobacter"
"Ruegeria"	"G"	97050	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ruegeria sp. TM1040"	"S"	292414	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ruegeria"
"Ruegeria pomeroyi"	"S"	89184	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ruegeria"
"Ruegeria pomeroyi DSS-3"	"-"	246200	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ruegeria>Ruegeria&nbsp;pomeroyi"
"Ruegeria sp. NKC1-1"	"S"	2099786	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ruegeria"
"unclassified Rhodobacteraceae"	"-"	58840	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacteraceae bacterium QY30"	"S"	2033435	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>unclassified&nbsp;Rhodobacteraceae"
"Rhodobacteraceae bacterium"	"S"	1904441	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>unclassified&nbsp;Rhodobacteraceae"
"Sulfitobacter"	"G"	60136	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
