"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_loman_loman.kreport.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Clostridiaceae 4"	"F"	1914	6	6	0.004741	0.004741	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Caminicella"	"G"	1915	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;4"
"Crassaminicella"	"G"	25636	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;4"
"Paramaledivibacter"	"G"	25637	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;4"
"Family XIV"	"F"	1962	4	4	0.00316	0.00316	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"uncultured"	"G"	11299	3	3	0.00237	0.00237	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIV"
"Proteinivorax"	"G"	11298	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIV"
"TSAC18"	"F"	2080	3	3	0.00237	0.00237	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Clostridiaceae 3"	"F"	1907	3	3	0.00237	0.00237	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Brassicibacter"	"G"	1908	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;3"
"Thermohalobacter"	"G"	1912	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;3"
"JTB215"	"F"	1985	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Clostridiales Incertae Sedis"	"F"	1920	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Dethiosulfatibacter"	"G"	1921	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;Incertae&nbsp;Sedis"
"Proteiniborus"	"G"	1922	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;Incertae&nbsp;Sedis"
"MAT-CR-H4-C10"	"F"	2022	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Thermoanaerobacterales"	"O"	2112	7	7	0.005531	0.005531	"Bacteria>Firmicutes>Clostridia"
"Family III"	"F"	2113	5	5	0.003951	0.003951	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales"
"Caldicellulosiruptor"	"G"	2115	4	4	0.00316	0.00316	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Family&nbsp;III"
"Tepidanaerobacter"	"G"	2117	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Family&nbsp;III"
"Thermoanaerobacteraceae"	"F"	2126	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales"
"Moorella"	"G"	2135	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Syntrophaceticus"	"G"	2136	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"DTU014"	"O"	25673	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Clostridia"
"Bacilli"	"C"	1673	14727	14727	11.64	11.64	"Bacteria>Firmicutes"
"Bacillales"	"O"	1674	11864	11864	9.374	9.374	"Bacteria>Firmicutes>Bacilli"
"Bacillaceae"	"F"	1680	9989	9989	7.892	7.892	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Bacillus"	"G"	1688	9826	9826	7.764	7.764	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Anoxybacillus"	"G"	1686	36	36	0.02844	0.02844	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Geobacillus"	"G"	1696	24	24	0.01896	0.01896	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Oceanobacillus"	"G"	1707	12	12	0.009481	0.009481	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Halobacillus"	"G"	1700	10	10	0.007901	0.007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Virgibacillus"	"G"	1727	9	9	0.007111	0.007111	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"uncultured"	"G"	1729	8	8	0.006321	0.006321	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Marinococcus"	"G"	1703	5	5	0.003951	0.003951	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Gracilibacillus"	"G"	1698	4	4	0.00316	0.00316	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aeribacillus"	"G"	1681	3	3	0.00237	0.00237	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Paraliobacillus"	"G"	1709	3	3	0.00237	0.00237	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salsuginibacillus"	"G"	1719	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Vulcanibacillus"	"G"	1728	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aquibacillus"	"G"	11265	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salimicrobium"	"G"	1714	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Pontibacillus"	"G"	1712	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Amphibacillus"	"G"	1684	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Pseudogracilibacillus"	"G"	14352	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Anaerobacillus"	"G"	1685	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Caldalkalibacillus"	"G"	1689	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salibacterium"	"G"	14353	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Staphylococcaceae"	"F"	1775	1042	1042	0.8233	0.8233	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Staphylococcus"	"G"	1780	1035	1035	0.8178	0.8178	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Salinicoccus"	"G"	1779	5	5	0.003951	0.003951	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Jeotgalicoccus"	"G"	1776	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Nosocomiicoccus"	"G"	1778	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Paenibacillaceae"	"F"	1740	347	347	0.2742	0.2742	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Paenibacillus"	"G"	1747	310	310	0.2449	0.2449	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Brevibacillus"	"G"	1743	17	17	0.01343	0.01343	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Cohnella"	"G"	1744	7	7	0.005531	0.005531	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Thermobacillus"	"G"	1749	4	4	0.00316	0.00316	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"uncultured"	"G"	1750	4	4	0.00316	0.00316	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Aneurinibacillus"	"G"	1742	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Planococcaceae"	"F"	1753	94	94	0.07427	0.07427	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Lysinibacillus"	"G"	1762	59	59	0.04662	0.04662	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Planococcus"	"G"	1764	10	10	0.007901	0.007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Solibacillus"	"G"	1767	5	5	0.003951	0.003951	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Sporosarcina"	"G"	1768	5	5	0.003951	0.003951	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Psychrobacillus"	"G"	11273	4	4	0.00316	0.00316	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Domibacillus"	"G"	11272	4	4	0.00316	0.00316	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Paenisporosarcina"	"G"	1763	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Jeotgalibacillus"	"G"	1760	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"uncultured"	"G"	1770	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Planomicrobium"	"G"	1765	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Rummeliibacillus"	"G"	1766	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Family XI"	"F"	1732	29	29	0.02291	0.02291	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Gemella"	"G"	1733	29	29	0.02291	0.02291	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;XI"
"Listeriaceae"	"F"	1737	18	18	0.01422	0.01422	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Listeria"	"G"	1739	16	16	0.01264	0.01264	"Bacteria>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Brochothrix"	"G"	1738	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Alicyclobacillaceae"	"F"	1675	17	17	0.01343	0.01343	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Alicyclobacillus"	"G"	1676	8	8	0.006321	0.006321	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Tumebacillus"	"G"	1678	5	5	0.003951	0.003951	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Effusibacillus"	"G"	11263	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Acidibacillus"	"G"	14349	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Family XII"	"F"	1734	13	13	0.01027	0.01027	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Exiguobacterium"	"G"	1735	13	13	0.01027	0.01027	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;XII"
"Thermoactinomycetaceae"	"F"	1782	8	8	0.006321	0.006321	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Shimazuella"	"G"	1793	3	3	0.00237	0.00237	"Bacteria>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae"
"uncultured"	"G"	1796	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae"
"Mechercharimyces"	"G"	1788	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae"
"Planifilum"	"G"	1790	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae"
"Sporolactobacillaceae"	"F"	1771	7	7	0.005531	0.005531	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Sporolactobacillus"	"G"	1773	4	4	0.00316	0.00316	"Bacteria>Firmicutes>Bacilli>Bacillales>Sporolactobacillaceae"
"Tuberibacillus"	"G"	1774	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Sporolactobacillaceae"
"Alkalicoccus"	"G"	25619	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Sporolactobacillaceae"
"Salisediminibacterium"	"G"	25621	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Bacillales>Sporolactobacillaceae"
"Family X"	"F"	1730	3	3	0.00237	0.00237	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Thermicanus"	"G"	1731	3	3	0.00237	0.00237	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;X"
"uncultured"	"F"	1797	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Lactobacillales"	"O"	1800	2612	2612	2.064	2.064	"Bacteria>Firmicutes>Bacilli"
"Streptococcaceae"	"F"	1850	1463	1463	1.156	1.156	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Streptococcus"	"G"	1853	1429	1429	1.129	1.129	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Lactococcus"	"G"	1851	29	29	0.02291	0.02291	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Lactovum"	"G"	1852	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Anthococcus"	"G"	25629	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Lactobacillaceae"	"F"	1836	959	959	0.7577	0.7577	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Lactobacillus"	"G"	1837	953	953	0.753	0.753	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Pediococcus"	"G"	1838	5	5	0.003951	0.003951	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Enterococcaceae"	"F"	1828	96	96	0.07585	0.07585	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Enterococcus"	"G"	1831	92	92	0.07269	0.07269	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Catellicoccus"	"G"	1830	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Tetragenococcus"	"G"	1834	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Carnobacteriaceae"	"F"	1811	27	27	0.02133	0.02133	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Dolosigranulum"	"G"	1820	10	10	0.007901	0.007901	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Granulicatella"	"G"	1821	9	9	0.007111	0.007111	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Jeotgalibaca"	"G"	11279	3	3	0.00237	0.00237	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Carnobacterium"	"G"	1818	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Alloiococcus"	"G"	1814	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Marinilactibacillus"	"G"	1824	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Pisciglobus"	"G"	1825	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Leuconostocaceae"	"F"	1839	15	15	0.01185	0.01185	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Weissella"	"G"	1843	8	8	0.006321	0.006321	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"Leuconostoc"	"G"	1841	6	6	0.004741	0.004741	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"Fructobacillus"	"G"	1840	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"Aerococcaceae"	"F"	1802	7	7	0.005531	0.005531	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Aerococcus"	"G"	1804	3	3	0.00237	0.00237	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"Ignavigranum"	"G"	1809	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"Dolosicoccus"	"G"	1805	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"uncultured"	"G"	1810	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"Negativicutes"	"C"	2164	71	71	0.0561	0.0561	"Bacteria>Firmicutes"
"Selenomonadales"	"O"	2165	71	71	0.0561	0.0561	"Bacteria>Firmicutes>Negativicutes"
"Veillonellaceae"	"F"	2172	67	67	0.05294	0.05294	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"Veillonella"	"G"	2198	18	18	0.01422	0.01422	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"uncultured"	"G"	2200	17	17	0.01343	0.01343	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Dialister"	"G"	2183	15	15	0.01185	0.01185	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Megasphaera"	"G"	2185	4	4	0.00316	0.00316	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Selenomonas 3"	"G"	11396	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Megamonas"	"G"	2184	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Pelosinus"	"G"	2189	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Sporomusa"	"G"	2196	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Propionispira"	"G"	2190	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Anaerovibrio"	"G"	2180	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Selenomonas 1"	"G"	11395	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Anaerosinus"	"G"	2178	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Selenomonas 4"	"G"	11397	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Quinella"	"G"	2192	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Acidaminococcaceae"	"F"	2166	3	3	0.00237	0.00237	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"Phascolarctobacterium"	"G"	2168	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"uncultured"	"G"	2171	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Erysipelotrichia"	"C"	2147	48	48	0.03792	0.03792	"Bacteria>Firmicutes"
"Erysipelotrichales"	"O"	2148	48	48	0.03792	0.03792	"Bacteria>Firmicutes>Erysipelotrichia"
"Erysipelotrichaceae"	"F"	2149	48	48	0.03792	0.03792	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales"
"Erysipelotrichaceae UCG-004"	"G"	11385	13	13	0.01027	0.01027	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Erysipelotrichaceae UCG-003"	"G"	11384	5	5	0.003951	0.003951	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"uncultured"	"G"	2163	5	5	0.003951	0.003951	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Faecalibaculum"	"G"	14396	4	4	0.00316	0.00316	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Catenibacterium"	"G"	2153	3	3	0.00237	0.00237	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Asteroleplasma"	"G"	2151	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"[Clostridium] innocuum group"	"G"	14397	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Holdemanella"	"G"	11393	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Erysipelatoclostridium"	"G"	11381	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Erysipelothrix"	"G"	2156	2	2	0.00158	0.00158	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"ZOR0006"	"G"	25678	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Candidatus Stoquefichus"	"G"	11379	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Dielma"	"G"	11380	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Breznakia"	"G"	14394	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Erysipelotrichaceae UCG-008"	"G"	11388	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"[Anaerorhabdus] furcosa group"	"G"	11394	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Faecalitalea"	"G"	11392	1	1	0.0007901	0.0007901	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Bacteroidetes"	"P"	905	10514	10514	8.307	8.307	"Bacteria"
"Bacteroidia"	"C"	912	10492	10492	8.29	8.29	"Bacteria>Bacteroidetes"
"Bacteroidales"	"O"	913	7887	7887	6.232	6.232	"Bacteria>Bacteroidetes>Bacteroidia"
"Bacteroidaceae"	"F"	917	1634	1634	1.291	1.291	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroides"	"G"	918	1634	1634	1.291	1.291	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae"
"Prevotellaceae"	"F"	960	1558	1558	1.231	1.231	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Prevotella 9"	"G"	11183	319	319	0.252	0.252	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella 1"	"G"	11179	282	282	0.2228	0.2228	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Alloprevotella"	"G"	961	184	184	0.1454	0.1454	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella 7"	"G"	11182	150	150	0.1185	0.1185	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotellaceae UCG-001"	"G"	11186	141	141	0.1114	0.1114	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella"	"G"	963	105	105	0.08296	0.08296	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella 2"	"G"	11180	58	58	0.04583	0.04583	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"uncultured"	"G"	964	43	43	0.03397	0.03397	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotellaceae UCG-003"	"G"	11187	43	43	0.03397	0.03397	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotellaceae NK3B31 group"	"G"	11185	35	35	0.02765	0.02765	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotellaceae UCG-004"	"G"	11188	22	22	0.01738	0.01738	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Paraprevotella"	"G"	962	17	17	0.01343	0.01343	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella 6"	"G"	11181	12	12	0.009481	0.009481	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotellaceae Ga6A1 group"	"G"	11184	5	5	0.003951	0.003951	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotellaceae YAB2003 group"	"G"	11189	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Muribaculaceae"	"F"	24634	1122	1122	0.8865	0.8865	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"CAG-873"	"G"	24635	6	6	0.004741	0.004741	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Muribaculaceae"
"Muribaculum"	"G"	24636	4	4	0.00316	0.00316	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Muribaculaceae"
"Rikenellaceae"	"F"	967	919	919	0.7261	0.7261	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Rikenellaceae RC9 gut group"	"G"	11191	534	534	0.4219	0.4219	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Alistipes"	"G"	968	195	195	0.1541	0.1541	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"uncultured"	"G"	980	44	44	0.03476	0.03476	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Rikenella"	"G"	973	23	23	0.01817	0.01817	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Rs-D38 termite group"	"G"	974	19	19	0.01501	0.01501	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"dgA-11 gut group"	"G"	978	14	14	0.01106	0.01106	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Blvii28 wastewater-sludge group"	"G"	970	11	11	0.008691	0.008691	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"BCf9-17 termite group"	"G"	969	9	9	0.007111	0.007111	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"U29-B03"	"G"	977	9	9	0.007111	0.007111	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
