"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"Francisella tularensis"	"S"	263	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Allofrancisella"	"G"	1869285	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae"
"Allofrancisella guangzhouensis"	"S"	594679	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Allofrancisella"
"Thiotrichaceae"	"F"	135617	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Thioploca"	"G"	40751	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"Thioploca ingrica"	"S"	40754	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae>Thioploca"
"Piscirickettsiaceae"	"F"	135616	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Methylophaga"	"G"	40222	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Methylophaga frappieri"	"S"	754477	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Methylophaga"
"Pasteurellales"	"O"	135625	6	6	0.004744	0.004744	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Pasteurellaceae"	"F"	712	6	6	0.004744	0.004744	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales"
"Haemophilus"	"G"	724	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"[Haemophilus] ducreyi"	"S"	730	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Haemophilus parainfluenzae"	"S"	729	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Haemophilus influenzae"	"S"	727	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Glaesserella"	"G"	2094023	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Glaesserella sp. 15-184"	"S"	2030797	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Glaesserella"
"Actinobacillus"	"G"	713	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Legionellales"	"O"	118969	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Legionellaceae"	"F"	444	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales"
"Legionella"	"G"	445	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"Legionella pneumophila"	"S"	446	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella endosymbiont of Polyplax serrata"	"S"	2005262	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella fallonii"	"S"	96230	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella waltersii"	"S"	66969	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Aeromonadales"	"O"	135624	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Aeromonadaceae"	"F"	84642	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Aeromonas"	"G"	642	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Aeromonas sp. CA23"	"S"	2033032	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas salmonicida"	"S"	645	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Oceanisphaera"	"G"	225143	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Oceanisphaera profunda"	"S"	1416627	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Oceanisphaera"
"Nevskiales"	"O"	1775403	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Sinobacteraceae"	"F"	568386	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Nevskiales"
"Steroidobacter"	"G"	469322	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Nevskiales>Sinobacteraceae"
"Steroidobacter denitrificans"	"S"	465721	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Nevskiales>Sinobacteraceae>Steroidobacter"
"unclassified Gammaproteobacteria"	"-"	118884	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"unclassified Gammaproteobacteria (miscellaneous)"	"-"	33811	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Gammaproteobacteria bacterium ESL0073"	"S"	2070539	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"gamma proteobacterium HdN1"	"S"	83406	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"Candidatus Baumannia"	"-"	198346	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Candidatus Baumannia cicadellinicola"	"S"	186490	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Candidatus&nbsp;Baumannia"
"Methylococcales"	"O"	135618	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Methylococcaceae"	"F"	403	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"Methylomonas"	"G"	416	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Methylomonas denitrificans"	"S"	1538553	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylomonas"
"Methylomonas methanica"	"S"	421	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylomonas"
"Methylococcus"	"G"	413	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Methylococcus capsulatus"	"S"	414	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylococcus"
"Cellvibrionales"	"O"	1706369	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Microbulbiferaceae"	"F"	1706373	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Microbulbifer"	"G"	48073	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Microbulbiferaceae"
"Microbulbifer aggregans"	"S"	1769779	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Microbulbiferaceae>Microbulbifer"
"Microbulbifer thermotolerans"	"S"	252514	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Microbulbiferaceae>Microbulbifer"
"Orbales"	"O"	1240482	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Orbaceae"	"F"	1240483	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales"
"Frischella"	"G"	1335631	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae"
"Frischella perrara"	"S"	1267021	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae>Frischella"
"Gilliamella"	"G"	1193503	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae"
"Gilliamella apicola"	"S"	1196095	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae>Gilliamella"
"Chromatiales"	"O"	135613	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Chromatiaceae"	"F"	1046	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Thioflavicoccus"	"G"	156885	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Thioflavicoccus mobilis"	"S"	80679	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Thioflavicoccus"
"Betaproteobacteria"	"C"	28216	135	135	0.1067	0.1067	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Burkholderiales"	"O"	80840	113	113	0.08935	0.08935	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria"
"Burkholderiaceae"	"F"	119060	59	59	0.04665	0.04665	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Burkholderia"	"G"	32008	33	33	0.02609	0.02609	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Burkholderia cepacia complex"	"-"	87882	14	14	0.01107	0.01107	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia cenocepacia"	"S"	95486	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia cepacia"	"S"	292	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia stabilis"	"S"	95485	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia multivorans"	"S"	87883	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia contaminans"	"S"	488447	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia sp. MSMB0856"	"S"	1637869	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia lata"	"S"	482957	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"pseudomallei group"	"-"	111527	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia pseudomallei"	"S"	28450	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia sp. MSMB617WGS"	"S"	1637831	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia gladioli"	"S"	28095	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. IDO3"	"S"	1705310	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia plantarii"	"S"	41899	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. CCGE1003"	"S"	640512	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia glumae"	"S"	337	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. YI23"	"S"	1097668	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Paraburkholderia"	"G"	1822464	8	8	0.006325	0.006325	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Paraburkholderia fungorum"	"S"	134537	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia caffeinilytica"	"S"	1761016	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia phytofirmans"	"S"	261302	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia phenoliruptrix"	"S"	252970	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia terricola"	"S"	169427	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia caribensis"	"S"	75105	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia xenovorans"	"S"	36873	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Cupriavidus"	"G"	106589	8	8	0.006325	0.006325	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Cupriavidus necator"	"S"	106590	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus nantongensis"	"S"	1796606	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus taiwanensis"	"S"	164546	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus metallidurans"	"S"	119219	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus gilardii"	"S"	82541	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Pandoraea"	"G"	93217	6	6	0.004744	0.004744	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Pandoraea pnomenusa"	"S"	93220	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea vervacti"	"S"	656178	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea pulmonicola"	"S"	93221	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea norimbergensis"	"S"	93219	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea apista"	"S"	93218	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Ralstonia"	"G"	48736	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Ralstonia solanacearum"	"S"	305	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Alcaligenaceae"	"F"	506	23	23	0.01819	0.01819	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Achromobacter"	"G"	222	8	8	0.006325	0.006325	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Achromobacter sp. B7"	"S"	2282475	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Achromobacter xylosoxidans"	"S"	85698	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Achromobacter sp. MFA1 R4"	"S"	1881016	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Achromobacter spanius"	"S"	217203	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Bordetella"	"G"	517	6	6	0.004744	0.004744	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Bordetella flabilis"	"S"	463014	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella trematum"	"S"	123899	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella bronchialis"	"S"	463025	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella genomosp. 13"	"S"	463040	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Castellaniella"	"G"	359336	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Castellaniella defragrans"	"S"	75697	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Castellaniella"
"Orrella"	"G"	1921582	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Orrella dioscoreae"	"S"	1851544	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Orrella"
"Basilea"	"G"	1472344	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Basilea psittacipulmonis"	"S"	1472345	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Basilea"
"Advenella"	"G"	290425	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Advenella kashmirensis"	"S"	310575	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Advenella"
"Taylorella"	"G"	29574	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Taylorella equigenitalis"	"S"	29575	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Taylorella"
"Comamonadaceae"	"F"	80864	16	16	0.01265	0.01265	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Acidovorax"	"G"	12916	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Acidovorax sp. 1608163"	"S"	2478662	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Acidovorax sp. RAC01"	"S"	1842533	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Acidovorax ebreus"	"S"	721785	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Acidovorax avenae"	"S"	80867	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Variovorax"	"G"	34072	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
