"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_june_BC01.cladeReads"	"centrifuge_classification_june_BC02.cladeReads"	"centrifuge_classification_june_BC03.cladeReads"	"centrifuge_classification_june_BC04.cladeReads"	"centrifuge_classification_june_BC05.cladeReads"	"centrifuge_classification_june_BC06.cladeReads"	"centrifuge_classification_june_BC07.cladeReads"	"centrifuge_classification_june_BC08.cladeReads"	"centrifuge_classification_june_BC09.cladeReads"	"centrifuge_classification_june_BC10.cladeReads"	"centrifuge_classification_june_BC11.cladeReads"	"centrifuge_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_classification_june_BC01.cladeReads.."	"centrifuge_classification_june_BC02.cladeReads.."	"centrifuge_classification_june_BC03.cladeReads.."	"centrifuge_classification_june_BC04.cladeReads.."	"centrifuge_classification_june_BC05.cladeReads.."	"centrifuge_classification_june_BC06.cladeReads.."	"centrifuge_classification_june_BC07.cladeReads.."	"centrifuge_classification_june_BC08.cladeReads.."	"centrifuge_classification_june_BC09.cladeReads.."	"centrifuge_classification_june_BC10.cladeReads.."	"centrifuge_classification_june_BC11.cladeReads.."	"centrifuge_classification_june_BC12.cladeReads.."	"lineage"
"Patescibacteria group"	"-"	1783273	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla"
"Candidatus Gracilibacteria"	"P"	363464	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Patescibacteria&nbsp;group"
"unclassified Candidatus Gracilibacteria"	"-"	1046947	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Patescibacteria&nbsp;group>Candidatus&nbsp;Gracilibacteria"
"Candidatus Gracilibacteria bacterium HOT-871"	"S"	1540872	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Patescibacteria&nbsp;group>Candidatus&nbsp;Gracilibacteria>unclassified&nbsp;Candidatus&nbsp;Gracilibacteria"
"Vampirococcus"	"G"	1930592	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	3	NA	0.003736	0.001162	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria"
"Vampirococcus sp. LiM"	"S"	1930593	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	3	NA	0.003736	0.001162	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Vampirococcus"
"Dictyoglomi"	"P"	68297	10	7	2	6	NA	10	NA	NA	1	NA	NA	NA	NA	0.03559	0.004067	0.03559	0.004268	NA	0.005915	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria"
"Dictyoglomia"	"C"	203486	10	7	2	6	NA	10	NA	NA	1	NA	NA	NA	NA	0.03559	0.004067	0.03559	0.004268	NA	0.005915	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi"
"Dictyoglomales"	"O"	203487	10	7	2	6	NA	10	NA	NA	1	NA	NA	NA	NA	0.03559	0.004067	0.03559	0.004268	NA	0.005915	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia"
"Dictyoglomaceae"	"F"	203488	10	7	2	6	NA	10	NA	NA	1	NA	NA	NA	NA	0.03559	0.004067	0.03559	0.004268	NA	0.005915	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales"
"Dictyoglomus"	"G"	13	10	7	2	6	NA	10	NA	NA	1	NA	NA	NA	NA	0.03559	0.004067	0.03559	0.004268	NA	0.005915	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales>Dictyoglomaceae"
"Dictyoglomus thermophilum"	"S"	14	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales>Dictyoglomaceae>Dictyoglomus"
"Dictyoglomus thermophilum H-6-12"	"-"	309799	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales>Dictyoglomaceae>Dictyoglomus>Dictyoglomus&nbsp;thermophilum"
"Dictyoglomus turgidum"	"S"	513050	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	0.000581	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales>Dictyoglomaceae>Dictyoglomus"
"Dictyoglomus turgidum DSM 6724"	"-"	515635	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	0.000581	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales>Dictyoglomaceae>Dictyoglomus>Dictyoglomus&nbsp;turgidum"
"Thermodesulfobacteria"	"P"	200940	4	4	NA	3	NA	2	NA	NA	NA	NA	NA	1	NA	0.002324	0.002324	NA	0.002134	NA	0.001183	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria"
"Thermodesulfobacteria"	"C"	67799	4	4	NA	3	NA	2	NA	NA	NA	NA	NA	1	NA	0.002324	0.002324	NA	0.002134	NA	0.001183	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria"
"Thermodesulfobacteriales"	"O"	188710	4	4	NA	3	NA	2	NA	NA	NA	NA	NA	1	NA	0.002324	0.002324	NA	0.002134	NA	0.001183	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria"
"Thermodesulfobacteriaceae"	"F"	188711	4	4	NA	3	NA	2	NA	NA	NA	NA	NA	1	NA	0.002324	0.002324	NA	0.002134	NA	0.001183	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales"
"Thermodesulfobacterium"	"G"	1740	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001423	0.001162	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae"
"Thermodesulfobacterium geofontis"	"S"	1295609	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001423	0.000581	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Thermodesulfobacterium"
"Thermodesulfobacterium geofontis OPF15"	"-"	795359	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001423	0.000581	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Thermodesulfobacterium>Thermodesulfobacterium&nbsp;geofontis"
"Thermodesulfatator"	"G"	241192	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae"
"Thermodesulfatator indicus"	"S"	171695	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Thermodesulfatator"
"Thermodesulfatator indicus DSM 15286"	"-"	667014	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Thermodesulfatator>Thermodesulfatator&nbsp;indicus"
"Caldimicrobium"	"G"	444090	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae"
"Caldimicrobium thiodismutans"	"S"	1653476	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Caldimicrobium"
"Synergistetes"	"P"	508458	4	2	NA	3	NA	4	NA	NA	1	NA	NA	4	NA	0.004981	0.001162	NA	0.002134	NA	0.002366	NA	NA	0.0005905	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria"
"Synergistia"	"C"	649775	4	2	NA	3	NA	4	NA	NA	1	NA	NA	4	NA	0.004981	0.001162	NA	0.002134	NA	0.002366	NA	NA	0.0005905	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes"
"Synergistales"	"O"	649776	4	2	NA	3	NA	4	NA	NA	1	NA	NA	4	NA	0.004981	0.001162	NA	0.002134	NA	0.002366	NA	NA	0.0005905	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia"
"Synergistaceae"	"F"	649777	4	2	NA	3	NA	4	NA	NA	1	NA	NA	4	NA	0.004981	0.001162	NA	0.002134	NA	0.002366	NA	NA	0.0005905	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales"
"Acetomicrobium"	"G"	49894	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Acetomicrobium mobile"	"S"	97477	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Acetomicrobium"
"Acetomicrobium mobile DSM 13181"	"-"	891968	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Acetomicrobium>Acetomicrobium&nbsp;mobile"
"Thermanaerovibrio"	"G"	81461	2	1	NA	1	NA	2	NA	NA	1	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.001183	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Thermanaerovibrio acidaminovorans"	"S"	81462	2	1	NA	1	NA	2	NA	NA	1	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.001183	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Thermanaerovibrio"
"Thermanaerovibrio acidaminovorans DSM 6589"	"-"	525903	2	1	NA	1	NA	2	NA	NA	1	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.001183	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Thermanaerovibrio>Thermanaerovibrio&nbsp;acidaminovorans"
"Coprothermobacterota"	"P"	2138240	3	1	NA	1	NA	3	NA	NA	1	NA	NA	3	NA	0.003736	0.000581	NA	0.0007114	NA	0.001774	NA	NA	0.0005905	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria"
"Coprothermobacteria"	"C"	2138243	3	1	NA	1	NA	3	NA	NA	1	NA	NA	3	NA	0.003736	0.000581	NA	0.0007114	NA	0.001774	NA	NA	0.0005905	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Coprothermobacterota"
"Coprothermobacterales"	"O"	2138246	3	1	NA	1	NA	3	NA	NA	1	NA	NA	3	NA	0.003736	0.000581	NA	0.0007114	NA	0.001774	NA	NA	0.0005905	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Coprothermobacterota>Coprothermobacteria"
"Coprothermobacteraceae"	"F"	2138247	3	1	NA	1	NA	3	NA	NA	1	NA	NA	3	NA	0.003736	0.000581	NA	0.0007114	NA	0.001774	NA	NA	0.0005905	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Coprothermobacterota>Coprothermobacteria>Coprothermobacterales"
"Coprothermobacter"	"G"	68335	3	1	NA	1	NA	3	NA	NA	1	NA	NA	3	NA	0.003736	0.000581	NA	0.0007114	NA	0.001774	NA	NA	0.0005905	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Coprothermobacterota>Coprothermobacteria>Coprothermobacterales>Coprothermobacteraceae"
"Coprothermobacter proteolyticus"	"S"	35786	3	1	NA	1	NA	3	NA	NA	1	NA	NA	3	NA	0.003736	0.000581	NA	0.0007114	NA	0.001774	NA	NA	0.0005905	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Coprothermobacterota>Coprothermobacteria>Coprothermobacterales>Coprothermobacteraceae>Coprothermobacter"
"Coprothermobacter proteolyticus DSM 5265"	"-"	309798	3	1	NA	1	NA	3	NA	NA	1	NA	NA	3	NA	0.003736	0.000581	NA	0.0007114	NA	0.001774	NA	NA	0.0005905	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Coprothermobacterota>Coprothermobacteria>Coprothermobacterales>Coprothermobacteraceae>Coprothermobacter>Coprothermobacter&nbsp;proteolyticus"
"Archaea"	"D"	2157	12	4	NA	12	NA	3	NA	NA	NA	NA	NA	1	NA	0.008537	0.002324	NA	0.008537	NA	0.001774	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms"
"TACK group"	"-"	1783275	9	3	NA	9	NA	3	NA	NA	NA	NA	NA	NA	NA	0.006403	0.001743	NA	0.006403	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea"
"Crenarchaeota"	"P"	28889	8	3	NA	8	NA	3	NA	NA	NA	NA	NA	NA	NA	0.005691	0.001743	NA	0.005691	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group"
"Thermoprotei"	"C"	183924	8	3	NA	8	NA	3	NA	NA	NA	NA	NA	NA	NA	0.005691	0.001743	NA	0.005691	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota"
"Sulfolobales"	"O"	2281	8	3	NA	8	NA	3	NA	NA	NA	NA	NA	NA	NA	0.005691	0.001743	NA	0.005691	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei"
"Sulfolobaceae"	"F"	118883	8	3	NA	8	NA	3	NA	NA	NA	NA	NA	NA	NA	0.005691	0.001743	NA	0.005691	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Sulfolobales"
"Sulfurisphaera"	"G"	69655	7	3	NA	7	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00498	0.001743	NA	0.00498	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Sulfolobales>Sulfolobaceae"
"Sulfurisphaera tokodaii"	"S"	111955	7	3	NA	7	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00498	0.001743	NA	0.00498	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Sulfolobales>Sulfolobaceae>Sulfurisphaera"
"Sulfurisphaera tokodaii str. 7"	"-"	273063	7	3	NA	7	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00498	0.001743	NA	0.00498	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Sulfolobales>Sulfolobaceae>Sulfurisphaera>Sulfurisphaera&nbsp;tokodaii"
"Euryarchaeota"	"P"	28890	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	0.002134	0.000581	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Archaea"
"Stenosarchaea group"	"-"	2290931	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota"
"Methanomicrobia"	"C"	224756	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group"
"Methanomicrobiales"	"O"	2191	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia"
"Methanocorpusculaceae"	"F"	88404	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales"
"Methanocorpusculum"	"G"	2192	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanocorpusculaceae"
"Methanocorpusculum labreanum"	"S"	83984	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanocorpusculaceae>Methanocorpusculum"
"Methanocorpusculum labreanum Z"	"-"	410358	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanocorpusculaceae>Methanocorpusculum>Methanocorpusculum&nbsp;labreanum"
"Carnobacterium maltaromaticum"	"S"	2751	28	NA	1	2	NA	2	NA	NA	28	NA	NA	2	NA	0.01779	NA	0.01779	0.001423	NA	0.001183	NA	NA	0.01653	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium"
"Carnobacterium maltaromaticum LMA28"	"-"	1234679	25	NA	1	2	NA	1	NA	NA	25	NA	NA	NA	NA	0.01779	NA	0.01779	0.001423	NA	0.0005915	NA	NA	0.01476	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium>Carnobacterium&nbsp;maltaromaticum"
"Mycolicibacterium"	"G"	1866885	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	NA	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"Mycolicibacterium vaccae"	"S"	1810	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	NA	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycolicibacterium"
"Mycolicibacterium vaccae 95051"	"-"	1354275	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	NA	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycolicibacterium>Mycolicibacterium&nbsp;vaccae"
"Streptomyces globosus"	"S"	68209	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	NA	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. CLI2509"	"S"	1984801	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	NA	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Bifidobacterium catenulatum"	"S"	1686	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	NA	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043"	"-"	566552	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	NA	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;catenulatum"
"Bifidobacterium thermophilum"	"S"	33905	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	NA	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium thermophilum RBL67"	"-"	1254439	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	NA	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;thermophilum"
"Serpentinomonas raichei"	"S"	1458425	12	NA	1	1	NA	12	NA	NA	NA	NA	NA	6	NA	0.01779	NA	0.01779	0.0007114	NA	0.007098	NA	NA	NA	NA	NA	0.007472	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Serpentinomonas"
"Burkholderia multivorans"	"S"	87883	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	NA	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Altererythrobacter ishigakiensis"	"S"	476157	2	NA	1	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.01779	NA	0.01779	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Agrobacterium rhizogenes"	"S"	359	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	NA	0.01779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Agrobacterium"
"Methylocella"	"G"	120652	4	NA	1	4	NA	2	NA	NA	NA	NA	NA	2	NA	0.01779	NA	0.01779	0.002846	NA	0.001183	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocella silvestris"	"S"	199596	4	NA	1	4	NA	2	NA	NA	NA	NA	NA	2	NA	0.01779	NA	0.01779	0.002846	NA	0.001183	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Methylocella"
"Methylocella silvestris BL2"	"-"	395965	4	NA	1	4	NA	2	NA	NA	NA	NA	NA	2	NA	0.01779	NA	0.01779	0.002846	NA	0.001183	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Methylocella>Methylocella&nbsp;silvestris"
