"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC07.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC07.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"Campylobacterales"	"O"	25567	521	173	8	186	NA	96	NA	NA	1	NA	NA	521	NA	0.6488	0.1005	0.1423	0.1323	NA	0.05678	NA	NA	0.0005905	NA	NA	0.6488	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria"
"Arcobacteraceae"	"F"	25568	308	126	7	149	NA	42	NA	NA	NA	NA	NA	308	NA	0.3836	0.0732	0.1246	0.106	NA	0.02484	NA	NA	NA	NA	NA	0.3836	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Arcobacter"	"G"	25569	308	126	7	149	NA	42	NA	NA	NA	NA	NA	308	NA	0.3836	0.0732	0.1246	0.106	NA	0.02484	NA	NA	NA	NA	NA	0.3836	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Arcobacteraceae"
"Thiovulaceae"	"F"	25590	136	30	1	26	NA	41	NA	NA	1	NA	NA	136	NA	0.1694	0.01743	0.01779	0.0185	NA	0.02425	NA	NA	0.0005905	NA	NA	0.1694	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Sulfurimonas"	"G"	25592	54	16	NA	8	NA	6	NA	NA	NA	NA	NA	54	NA	0.06725	0.009296	NA	0.005691	NA	0.003549	NA	NA	NA	NA	NA	0.06725	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Thiovulaceae"
"Sulfuricurvum"	"G"	25591	79	14	1	18	NA	35	NA	NA	1	NA	NA	79	NA	0.09838	0.008134	0.01779	0.01281	NA	0.0207	NA	NA	0.0005905	NA	NA	0.09838	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Thiovulaceae"
"Sulfurospirillaceae"	"F"	25585	62	13	NA	4	NA	7	NA	NA	NA	NA	NA	62	NA	0.07721	0.007553	NA	0.002846	NA	0.00414	NA	NA	NA	NA	NA	0.07721	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Sulfurospirillum"	"G"	25586	62	13	NA	4	NA	7	NA	NA	NA	NA	NA	62	NA	0.07721	0.007553	NA	0.002846	NA	0.00414	NA	NA	NA	NA	NA	0.07721	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Sulfurospirillaceae"
"Sulfurovaceae"	"F"	25587	7	2	NA	1	NA	2	NA	NA	NA	NA	NA	7	NA	0.008717	0.001162	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.008717	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Sulfurovum"	"G"	25589	6	2	NA	1	NA	2	NA	NA	NA	NA	NA	6	NA	0.007472	0.001162	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.007472	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Sulfurovaceae"
"uncultured"	"F"	25594	7	2	NA	5	NA	4	NA	NA	NA	NA	NA	7	NA	0.008717	0.001162	NA	0.003557	NA	0.002366	NA	NA	NA	NA	NA	0.008717	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Nitrospirae"	"P"	2273	63	63	NA	53	NA	9	NA	NA	NA	NA	NA	14	NA	0.0377	0.0366	NA	0.0377	NA	0.005323	NA	NA	NA	NA	NA	0.01743	NA	"Bacteria"
"Nitrospira"	"C"	2274	63	63	NA	53	NA	4	NA	NA	NA	NA	NA	12	NA	0.0377	0.0366	NA	0.0377	NA	0.002366	NA	NA	NA	NA	NA	0.01494	NA	"Bacteria>Nitrospirae"
"Nitrospirales"	"O"	2275	63	63	NA	53	NA	4	NA	NA	NA	NA	NA	12	NA	0.0377	0.0366	NA	0.0377	NA	0.002366	NA	NA	NA	NA	NA	0.01494	NA	"Bacteria>Nitrospirae>Nitrospira"
"Nitrospiraceae"	"F"	2281	63	63	NA	53	NA	4	NA	NA	NA	NA	NA	12	NA	0.0377	0.0366	NA	0.0377	NA	0.002366	NA	NA	NA	NA	NA	0.01494	NA	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales"
"Nitrospira"	"G"	2285	63	63	NA	53	NA	4	NA	NA	NA	NA	NA	12	NA	0.0377	0.0366	NA	0.0377	NA	0.002366	NA	NA	NA	NA	NA	0.01494	NA	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Gemmatimonadetes"	"P"	2224	47	21	NA	10	NA	47	NA	NA	NA	NA	NA	24	NA	0.02989	0.0122	NA	0.007114	NA	0.0278	NA	NA	NA	NA	NA	0.02989	NA	"Bacteria"
"Gemmatimonadetes"	"C"	2225	46	21	NA	10	NA	46	NA	NA	NA	NA	NA	19	NA	0.02721	0.0122	NA	0.007114	NA	0.02721	NA	NA	NA	NA	NA	0.02366	NA	"Bacteria>Gemmatimonadetes"
"Gemmatimonadales"	"O"	2228	46	21	NA	10	NA	46	NA	NA	NA	NA	NA	19	NA	0.02721	0.0122	NA	0.007114	NA	0.02721	NA	NA	NA	NA	NA	0.02366	NA	"Bacteria>Gemmatimonadetes>Gemmatimonadetes"
"Gemmatimonadaceae"	"F"	2229	46	21	NA	10	NA	46	NA	NA	NA	NA	NA	19	NA	0.02721	0.0122	NA	0.007114	NA	0.02721	NA	NA	NA	NA	NA	0.02366	NA	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales"
"uncultured"	"G"	2231	37	21	NA	7	NA	37	NA	NA	NA	NA	NA	15	NA	0.02188	0.0122	NA	0.00498	NA	0.02188	NA	NA	NA	NA	NA	0.01868	NA	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae"
"Patescibacteria"	"P"	25752	40	19	NA	11	NA	26	NA	NA	NA	NA	NA	40	NA	0.04981	0.01104	NA	0.007825	NA	0.01538	NA	NA	NA	NA	NA	0.04981	NA	"Bacteria"
"Microgenomatia"	"C"	25772	26	10	NA	6	NA	21	NA	NA	NA	NA	NA	26	NA	0.03238	0.00581	NA	0.004268	NA	0.01242	NA	NA	NA	NA	NA	0.03238	NA	"Bacteria>Patescibacteria"
"Candidatus Collierbacteria"	"O"	25776	4	4	NA	4	NA	1	NA	NA	NA	NA	NA	4	NA	0.004981	0.002324	NA	0.002846	NA	0.0005915	NA	NA	NA	NA	NA	0.004981	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Roizmanbacteria"	"O"	25782	18	4	NA	2	NA	18	NA	NA	NA	NA	NA	17	NA	0.02117	0.002324	NA	0.001423	NA	0.01065	NA	NA	NA	NA	NA	0.02117	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Levybacteria"	"O"	25780	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Pacebacteria"	"O"	25781	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004981	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004981	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Saccharimonadia"	"C"	25821	11	4	NA	3	NA	2	NA	NA	NA	NA	NA	11	NA	0.0137	0.002324	NA	0.002134	NA	0.001183	NA	NA	NA	NA	NA	0.0137	NA	"Bacteria>Patescibacteria"
"Saccharimonadales"	"O"	25822	11	4	NA	3	NA	2	NA	NA	NA	NA	NA	11	NA	0.0137	0.002324	NA	0.002134	NA	0.001183	NA	NA	NA	NA	NA	0.0137	NA	"Bacteria>Patescibacteria>Saccharimonadia"
"Saccharimonadaceae"	"F"	25823	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Patescibacteria>Saccharimonadia>Saccharimonadales"
"Gracilibacteria"	"C"	25764	3	2	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.003736	0.001162	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Patescibacteria"
"Candidatus Peregrinibacteria"	"O"	25767	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.001162	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Patescibacteria>Gracilibacteria"
"Parcubacteria"	"C"	25786	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria"
"Candidatus Moranbacteria"	"O"	25801	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"WWE3"	"C"	25826	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria"
"Chloroflexi"	"P"	1385	18	18	1	9	NA	8	NA	NA	NA	NA	NA	17	NA	0.02117	0.01046	0.01779	0.006403	NA	0.004732	NA	NA	NA	NA	NA	0.02117	NA	"Bacteria"
"Anaerolineae"	"C"	1386	15	15	NA	7	NA	4	NA	NA	NA	NA	NA	3	NA	0.008715	0.008715	NA	0.00498	NA	0.002366	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Chloroflexi"
"Caldilineales"	"O"	25133	8	8	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	0.004648	0.004648	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Caldilineaceae"	"F"	25134	8	8	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	0.004648	0.004648	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Chloroflexi>Anaerolineae>Caldilineales"
"uncultured"	"G"	25137	8	8	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	0.004648	0.004648	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Chloroflexi>Anaerolineae>Caldilineales>Caldilineaceae"
"1-20"	"O"	25120	3	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001743	0.001743	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Anaerolineales"	"O"	1387	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Anaerolineaceae"	"F"	1388	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales"
"uncultured"	"G"	1395	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"RBG-13-54-9"	"O"	25141	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae"
"SBR1031"	"O"	25142	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae"
"A4b"	"F"	25143	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>SBR1031"
"SJA-15"	"O"	25146	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Chloroflexia"	"C"	1411	3	2	1	2	NA	NA	NA	NA	NA	NA	NA	3	NA	0.01779	0.001162	0.01779	0.001423	NA	NA	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Chloroflexi"
"Chloroflexales"	"O"	1413	2	1	1	2	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01779	0.000581	0.01779	0.001423	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Chloroflexi>Chloroflexia"
"Roseiflexaceae"	"F"	1422	2	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	0.000581	0.01779	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales"
"Kouleothrix"	"G"	25157	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001423	0.000581	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexaceae"
"Thermomicrobiales"	"O"	25163	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Chloroflexi>Chloroflexia"
"JG30-KF-CM45"	"F"	25165	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Chloroflexi>Chloroflexia>Thermomicrobiales"
"KD4-96"	"C"	1448	9	1	NA	NA	NA	4	NA	NA	NA	NA	NA	9	NA	0.01121	0.000581	NA	NA	NA	0.002366	NA	NA	NA	NA	NA	0.01121	NA	"Bacteria>Chloroflexi"
"Omnitrophicaeota"	"P"	25747	33	15	NA	3	NA	33	NA	NA	NA	NA	NA	22	NA	0.0274	0.008715	NA	0.002134	NA	0.01952	NA	NA	NA	NA	NA	0.0274	NA	"Bacteria"
"Omnitrophia"	"C"	25748	23	4	NA	1	NA	23	NA	NA	NA	NA	NA	11	NA	0.0137	0.002324	NA	0.0007114	NA	0.0136	NA	NA	NA	NA	NA	0.0137	NA	"Bacteria>Omnitrophicaeota"
"Omnitrophales"	"O"	25749	22	4	NA	1	NA	22	NA	NA	NA	NA	NA	11	NA	0.0137	0.002324	NA	0.0007114	NA	0.01301	NA	NA	NA	NA	NA	0.0137	NA	"Bacteria>Omnitrophicaeota>Omnitrophia"
"Omnitrophaceae"	"F"	25750	22	4	NA	1	NA	22	NA	NA	NA	NA	NA	11	NA	0.0137	0.002324	NA	0.0007114	NA	0.01301	NA	NA	NA	NA	NA	0.0137	NA	"Bacteria>Omnitrophicaeota>Omnitrophia>Omnitrophales"
"Candidatus Omnitrophus"	"G"	25751	22	4	NA	1	NA	22	NA	NA	NA	NA	NA	11	NA	0.0137	0.002324	NA	0.0007114	NA	0.01301	NA	NA	NA	NA	NA	0.0137	NA	"Bacteria>Omnitrophicaeota>Omnitrophia>Omnitrophales>Omnitrophaceae"
"Planctomycetes"	"P"	2293	68	15	NA	8	NA	68	NA	NA	1	NA	NA	65	NA	0.08095	0.008715	NA	0.005691	NA	0.04022	NA	NA	0.0005905	NA	NA	0.08095	NA	"Bacteria"
"Planctomycetacia"	"C"	2337	53	11	NA	8	NA	53	NA	NA	NA	NA	NA	42	NA	0.0523	0.006391	NA	0.005691	NA	0.03135	NA	NA	NA	NA	NA	0.0523	NA	"Bacteria>Planctomycetes"
"Gemmatales"	"O"	25851	36	7	NA	6	NA	36	NA	NA	NA	NA	NA	21	NA	0.02615	0.004067	NA	0.004268	NA	0.02129	NA	NA	NA	NA	NA	0.02615	NA	"Bacteria>Planctomycetes>Planctomycetacia"
"Gemmataceae"	"F"	25852	36	7	NA	6	NA	36	NA	NA	NA	NA	NA	21	NA	0.02615	0.004067	NA	0.004268	NA	0.02129	NA	NA	NA	NA	NA	0.02615	NA	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales"
"uncultured"	"G"	25857	21	3	NA	3	NA	21	NA	NA	NA	NA	NA	12	NA	0.01494	0.001743	NA	0.002134	NA	0.01242	NA	NA	NA	NA	NA	0.01494	NA	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"Fimbriiglobus"	"G"	25853	3	2	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	0.003736	0.001162	NA	NA	NA	0.001774	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"Gemmata"	"G"	25854	12	2	NA	3	NA	12	NA	NA	NA	NA	NA	5	NA	0.007098	0.001162	NA	0.002134	NA	0.007098	NA	NA	NA	NA	NA	0.006227	NA	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"Planctomycetales"	"O"	2349	11	2	NA	2	NA	11	NA	NA	NA	NA	NA	6	NA	0.007472	0.001162	NA	0.001423	NA	0.006506	NA	NA	NA	NA	NA	0.007472	NA	"Bacteria>Planctomycetes>Planctomycetacia"
"Rubinisphaeraceae"	"F"	25888	7	1	NA	2	NA	7	NA	NA	NA	NA	NA	5	NA	0.006227	0.000581	NA	0.001423	NA	0.00414	NA	NA	NA	NA	NA	0.006227	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"uncultured"	"G"	25893	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Rubinisphaeraceae"
"uncultured"	"F"	25897	4	1	NA	NA	NA	4	NA	NA	NA	NA	NA	1	NA	0.002366	0.000581	NA	NA	NA	0.002366	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"Isosphaerales"	"O"	25858	4	2	NA	NA	NA	4	NA	NA	NA	NA	NA	3	NA	0.003736	0.001162	NA	NA	NA	0.002366	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Planctomycetes>Planctomycetacia"
"Isosphaeraceae"	"F"	25859	4	2	NA	NA	NA	4	NA	NA	NA	NA	NA	3	NA	0.003736	0.001162	NA	NA	NA	0.002366	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales"
"Singulisphaera"	"G"	25864	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"uncultured"	"G"	25865	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"Phycisphaerae"	"C"	2300	13	3	NA	NA	NA	13	NA	NA	1	NA	NA	6	NA	0.007689	0.001743	NA	NA	NA	0.007689	NA	NA	0.0005905	NA	NA	0.007472	NA	"Bacteria>Planctomycetes"
"Phycisphaerales"	"O"	2312	9	2	NA	NA	NA	9	NA	NA	1	NA	NA	2	NA	0.005323	0.001162	NA	NA	NA	0.005323	NA	NA	0.0005905	NA	NA	0.002491	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"Phycisphaeraceae"	"F"	2316	9	2	NA	NA	NA	9	NA	NA	1	NA	NA	2	NA	0.005323	0.001162	NA	NA	NA	0.005323	NA	NA	0.0005905	NA	NA	0.002491	NA	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales"
"SM1A02"	"G"	2323	3	2	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.001774	0.001162	NA	NA	NA	0.001774	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"Tepidisphaerales"	"O"	14496	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"WD2101 soil group"	"F"	25850	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Planctomycetes>Phycisphaerae>Tepidisphaerales"
"vadinHA49"	"C"	2374	14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	0.01743	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01743	NA	"Bacteria>Planctomycetes"
"Acidobacteria"	"P"	321	38	15	NA	5	NA	38	NA	NA	NA	NA	NA	18	NA	0.02248	0.008715	NA	0.003557	NA	0.02248	NA	NA	NA	NA	NA	0.02242	NA	"Bacteria"
"Acidobacteriia"	"C"	24413	9	9	NA	3	NA	6	NA	NA	NA	NA	NA	3	NA	0.005229	0.005229	NA	0.002134	NA	0.003549	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Acidobacteria"
"Solibacterales"	"O"	24430	9	9	NA	3	NA	5	NA	NA	NA	NA	NA	3	NA	0.005229	0.005229	NA	0.002134	NA	0.002957	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Acidobacteria>Acidobacteriia"
"Solibacteraceae (Subgroup 3)"	"F"	24431	9	9	NA	3	NA	5	NA	NA	NA	NA	NA	3	NA	0.005229	0.005229	NA	0.002134	NA	0.002957	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales"
"Paludibaculum"	"G"	24439	5	5	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002905	0.002905	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales>Solibacteraceae&nbsp;(Subgroup&nbsp;3)"
"Bryobacter"	"G"	24434	4	4	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	0.003736	0.002324	NA	NA	NA	0.001774	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales>Solibacteraceae&nbsp;(Subgroup&nbsp;3)"
"Blastocatellia (Subgroup 4)"	"C"	24446	3	3	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001743	0.001743	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Acidobacteria"
"Blastocatellales"	"O"	24448	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"Blastocatellaceae"	"F"	24449	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales"
"Stenotrophobacter"	"G"	24454	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales>Blastocatellaceae"
"uncultured"	"G"	24456	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales>Blastocatellaceae"
"11-24"	"O"	24447	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"Subgroup 22"	"C"	398	8	1	NA	1	NA	8	NA	NA	NA	NA	NA	2	NA	0.004732	0.000581	NA	0.0007114	NA	0.004732	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Acidobacteria"
"Holophagae"	"C"	372	8	1	NA	NA	NA	8	NA	NA	NA	NA	NA	3	NA	0.004732	0.000581	NA	NA	NA	0.004732	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Acidobacteria"
"Holophagales"	"O"	383	6	1	NA	NA	NA	6	NA	NA	NA	NA	NA	1	NA	0.003549	0.000581	NA	NA	NA	0.003549	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Acidobacteria>Holophagae"
"Holophagaceae"	"F"	384	6	1	NA	NA	NA	6	NA	NA	NA	NA	NA	1	NA	0.003549	0.000581	NA	NA	NA	0.003549	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Acidobacteria>Holophagae>Holophagales"
"Subgroup 17"	"C"	14188	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Acidobacteria"
"Dependentiae"	"P"	25541	12	12	NA	9	NA	11	NA	NA	NA	NA	NA	1	NA	0.006972	0.006972	NA	0.006403	NA	0.006506	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria"
"Babeliae"	"C"	25542	12	12	NA	9	NA	11	NA	NA	NA	NA	NA	1	NA	0.006972	0.006972	NA	0.006403	NA	0.006506	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Dependentiae"
"Babeliales"	"O"	25543	12	12	NA	9	NA	11	NA	NA	NA	NA	NA	1	NA	0.006972	0.006972	NA	0.006403	NA	0.006506	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Dependentiae>Babeliae"
