"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"lineage"
"Bifidobacterium kashiwanohense PV20-2"	"-"	1447716	188	188	28	NA	NA	103	74	102	2	NA	45	94	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;kashiwanohense"
"Bifidobacterium longum"	"S"	216816	152	152	24	1	NA	103	119	120	9	NA	40	95	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium longum subsp. longum"	"-"	1679	48	11	NA	NA	NA	18	48	34	3	NA	4	15	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;longum"
"Bifidobacterium longum DJO10A"	"-"	205913	8	3	1	NA	NA	8	1	6	NA	NA	1	3	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;longum"
"Bifidobacterium animalis"	"S"	28025	225	151	33	1	1	209	225	169	22	NA	40	149	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium animalis subsp. lactis"	"-"	302911	225	151	33	1	1	209	225	169	22	NA	40	149	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;animalis"
"Bifidobacterium animalis subsp. lactis KLDS2.0603"	"-"	1316911	174	125	28	1	1	146	174	138	21	NA	38	137	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;animalis>Bifidobacterium&nbsp;animalis&nbsp;subsp.&nbsp;lactis"
"Bifidobacterium animalis subsp. lactis AD011"	"-"	442563	63	26	5	NA	NA	63	51	31	1	NA	2	12	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;animalis>Bifidobacterium&nbsp;animalis&nbsp;subsp.&nbsp;lactis"
"Bifidobacterium adolescentis"	"S"	1680	30	16	5	NA	NA	30	19	10	3	NA	2	10	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium adolescentis ATCC 15703"	"-"	367928	30	16	5	NA	NA	30	18	9	3	NA	2	10	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;adolescentis"
"Bifidobacterium actinocoloniiforme"	"S"	638619	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium actinocoloniiforme DSM 22766"	"-"	1437605	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;actinocoloniiforme"
"Bifidobacterium thermophilum"	"S"	33905	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium thermophilum RBL67"	"-"	1254439	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;thermophilum"
"Propionibacteriales"	"O"	85009	435	381	60	1	NA	322	355	435	12	3	85	264	12	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Nocardioidaceae"	"F"	85015	252	242	38	1	NA	176	168	252	6	3	53	133	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales"
"Micropruina"	"G"	116071	89	89	8	NA	NA	42	30	57	2	1	17	42	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Micropruina glycogenica"	"S"	75385	89	89	8	NA	NA	42	30	57	2	1	17	42	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Micropruina"
"Kribbella"	"G"	182639	80	52	11	NA	NA	64	73	80	2	NA	2	10	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Kribbella flavida"	"S"	182640	80	52	11	NA	NA	64	73	80	2	NA	2	10	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Kribbella"
"Kribbella flavida DSM 17836"	"-"	479435	80	52	11	NA	NA	64	73	80	2	NA	2	10	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Kribbella>Kribbella&nbsp;flavida"
"Aeromicrobium"	"G"	2040	33	33	5	NA	NA	15	20	14	NA	2	8	22	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Aeromicrobium marinum"	"S"	219314	17	17	3	NA	NA	5	6	5	NA	NA	4	9	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Aeromicrobium"
"Aeromicrobium marinum DSM 15272"	"-"	585531	17	17	3	NA	NA	5	6	5	NA	NA	4	9	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Aeromicrobium>Aeromicrobium&nbsp;marinum"
"Aeromicrobium choanae"	"S"	1736691	7	1	1	NA	NA	NA	1	NA	NA	1	1	7	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Aeromicrobium"
"Aeromicrobium sp. 592"	"S"	2079793	2	1	NA	NA	NA	NA	1	NA	NA	NA	1	2	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Aeromicrobium"
"Aeromicrobium sp. A1-2"	"S"	2107713	3	1	NA	NA	NA	3	3	2	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Aeromicrobium"
"Actinopolymorpha"	"G"	117156	42	17	3	NA	NA	20	10	42	NA	NA	6	9	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Actinopolymorpha singaporensis"	"S"	117157	42	17	3	NA	NA	20	10	42	NA	NA	6	9	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Actinopolymorpha"
"Marmoricola"	"G"	86795	20	9	1	NA	NA	7	8	20	2	NA	8	4	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Marmoricola scoriae"	"S"	642780	20	9	1	NA	NA	7	8	20	2	NA	8	4	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Marmoricola"
"Nocardioides"	"G"	1839	22	8	2	1	NA	6	8	9	NA	NA	10	22	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Nocardioides sp. CF8"	"S"	110319	7	4	NA	NA	NA	2	4	3	NA	NA	4	7	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides"
"Nocardioides sp. 603"	"S"	2483798	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides"
"Nocardioides dokdonensis"	"S"	450734	2	1	1	NA	NA	NA	NA	NA	NA	NA	1	2	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides"
"Nocardioides dokdonensis FR1436"	"-"	1300347	2	1	1	NA	NA	NA	NA	NA	NA	NA	1	2	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides>Nocardioides&nbsp;dokdonensis"
"Friedmanniella"	"G"	53387	9	3	4	NA	NA	1	9	8	NA	NA	1	3	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Friedmanniella luteola"	"S"	546871	7	2	2	NA	NA	NA	7	2	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Friedmanniella"
"Propionibacteriaceae"	"F"	31957	174	127	20	NA	NA	140	174	147	5	NA	29	111	9	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales"
"Tessaracoccus"	"G"	72763	39	22	3	NA	NA	27	36	39	2	NA	10	32	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Tessaracoccus sp. T2.5-30"	"S"	1909732	12	12	2	NA	NA	4	6	7	1	NA	4	7	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Tessaracoccus flavescens"	"S"	399497	3	2	NA	NA	NA	1	3	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Tessaracoccus sp. Marseille-P5995"	"S"	2161816	7	2	NA	NA	NA	1	6	7	NA	NA	2	4	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Tessaracoccus aquimaris"	"S"	1332264	10	1	NA	NA	NA	5	1	10	NA	NA	2	2	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Acidipropionibacterium"	"G"	1912215	50	21	3	NA	NA	26	50	29	2	NA	1	2	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Acidipropionibacterium virtanenii"	"S"	2057246	45	17	3	NA	NA	23	45	26	1	NA	1	2	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Acidipropionibacterium"
"Microlunatus"	"G"	29404	19	16	4	NA	NA	9	7	12	NA	NA	2	19	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Microlunatus phosphovorus"	"S"	29405	17	10	3	NA	NA	4	4	7	NA	NA	2	17	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Microlunatus"
"Microlunatus phosphovorus NM-1"	"-"	1032480	17	10	3	NA	NA	4	4	7	NA	NA	2	17	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Microlunatus>Microlunatus&nbsp;phosphovorus"
"Microlunatus soli"	"S"	630515	6	6	1	NA	NA	4	3	5	NA	NA	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Microlunatus"
"Cutibacterium"	"G"	1912216	13	13	1	NA	NA	6	6	5	NA	NA	NA	6	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Cutibacterium acnes"	"S"	1747	12	12	1	NA	NA	4	5	2	NA	NA	NA	3	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Cutibacterium"
"Cutibacterium avidum"	"S"	33010	2	1	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Cutibacterium"
"Propionibacterium"	"G"	1743	11	11	1	NA	NA	3	3	6	NA	NA	3	7	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Propionibacterium freudenreichii"	"S"	1744	10	10	NA	NA	NA	3	3	5	NA	NA	3	7	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Propionibacterium"
"Propionibacterium sp. oral taxon 193"	"S"	671223	1	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Propionibacterium"
"Pseudopropionibacterium"	"G"	1912217	10	10	2	NA	NA	6	3	3	NA	NA	2	4	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Pseudopropionibacterium propionicum"	"S"	1750	10	10	2	NA	NA	6	3	3	NA	NA	2	4	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Pseudopropionibacterium"
"Pseudopropionibacterium propionicum F0230a"	"-"	767029	10	10	2	NA	NA	6	3	3	NA	NA	2	4	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Pseudopropionibacterium>Pseudopropionibacterium&nbsp;propionicum"
"Propionimicrobium"	"G"	203133	23	9	2	NA	NA	15	12	23	NA	NA	2	12	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Propionimicrobium sp. Marseille-P3275"	"S"	1871034	23	9	2	NA	NA	15	12	23	NA	NA	2	12	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Propionimicrobium"
"Auraticoccus"	"G"	1278221	4	4	NA	NA	NA	2	3	4	NA	NA	1	4	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Auraticoccus monumenti"	"S"	675864	4	4	NA	NA	NA	2	3	4	NA	NA	1	4	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Auraticoccus"
"Actinomycetales"	"O"	2037	280	280	40	1	1	158	116	170	2	1	58	147	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Actinomycetaceae"	"F"	2049	280	280	40	1	1	158	116	170	2	1	58	147	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales"
"Actinotignum"	"G"	1653174	139	139	24	NA	1	70	58	84	1	1	27	58	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinotignum sp. 313"	"S"	2171980	130	130	23	NA	NA	66	55	77	1	NA	24	48	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinotignum"
"Actinotignum schaalii"	"S"	59505	10	9	1	NA	1	4	3	7	NA	1	3	10	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinotignum"
"Actinomyces"	"G"	1654	56	56	8	NA	NA	20	19	31	NA	NA	9	29	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinomyces oris"	"S"	544580	15	15	NA	NA	NA	2	2	3	NA	NA	NA	3	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinomyces sp. 2129"	"S"	2321394	11	11	NA	NA	NA	7	1	9	NA	NA	2	10	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinomyces sp. VUL4_3"	"S"	1912795	3	1	1	NA	NA	1	1	2	NA	NA	NA	3	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinomyces sp. oral taxon 897"	"S"	2081702	1	1	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Mobiluncus"	"G"	2050	45	45	6	NA	NA	40	21	18	1	NA	12	33	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Mobiluncus curtisii"	"S"	2051	45	45	6	NA	NA	40	21	18	1	NA	12	33	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Mobiluncus"
"Mobiluncus curtisii ATCC 43063"	"-"	548479	45	45	6	NA	NA	40	21	18	1	NA	12	33	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Mobiluncus>Mobiluncus&nbsp;curtisii"
"Arcanobacterium"	"G"	28263	18	18	NA	1	NA	12	8	18	NA	NA	3	16	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Arcanobacterium haemolyticum"	"S"	28264	13	12	NA	1	NA	11	6	12	NA	NA	2	13	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Arcanobacterium"
"Arcanobacterium haemolyticum DSM 20595"	"-"	644284	12	12	NA	1	NA	10	6	12	NA	NA	2	12	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Arcanobacterium>Arcanobacterium&nbsp;haemolyticum"
"Arcanobacterium phocae"	"S"	131112	5	5	NA	NA	NA	1	2	5	NA	NA	1	3	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Arcanobacterium"
"Trueperella"	"G"	1069494	14	14	1	NA	NA	8	6	10	NA	NA	4	8	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Trueperella pyogenes"	"S"	1661	14	14	1	NA	NA	8	6	10	NA	NA	4	8	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Trueperella"
"Streptosporangiales"	"O"	85012	259	176	31	NA	NA	242	259	245	11	NA	33	106	11	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Nocardiopsaceae"	"F"	83676	255	127	28	NA	NA	227	255	239	10	NA	31	101	10	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nocardiopsis"	"G"	2013	252	125	27	NA	NA	225	252	228	10	NA	30	100	10	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Nocardiopsis gilva"	"S"	280236	72	71	15	NA	NA	47	43	72	2	NA	24	65	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis"
"Nocardiopsis gilva YIM 90087"	"-"	1235441	72	71	15	NA	NA	47	43	72	2	NA	24	65	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis>Nocardiopsis&nbsp;gilva"
"Nocardiopsis dassonvillei"	"S"	2014	207	50	11	NA	NA	178	207	154	8	NA	6	34	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis"
"Nocardiopsis dassonvillei subsp. dassonvillei"	"-"	568208	207	49	11	NA	NA	178	207	154	8	NA	6	34	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis>Nocardiopsis&nbsp;dassonvillei"
"Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111"	"-"	446468	207	49	11	NA	NA	178	207	154	8	NA	6	34	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis>Nocardiopsis&nbsp;dassonvillei>Nocardiopsis&nbsp;dassonvillei&nbsp;subsp.&nbsp;dassonvillei"
"Nocardiopsis alba"	"S"	53437	1	1	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis"
"Nocardiopsis alba ATCC BAA-2165"	"-"	1205910	1	1	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis>Nocardiopsis&nbsp;alba"
"Thermobifida"	"G"	83677	11	2	1	NA	NA	2	3	11	NA	NA	1	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Thermobifida fusca"	"S"	2021	11	2	1	NA	NA	2	3	11	NA	NA	1	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Thermobifida"
"Thermobifida fusca YX"	"-"	269800	11	2	1	NA	NA	2	3	11	NA	NA	1	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Thermobifida>Thermobifida&nbsp;fusca"
"Thermomonosporaceae"	"F"	2012	41	41	3	NA	NA	10	3	2	NA	NA	1	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Thermomonospora"	"G"	2019	39	39	3	NA	NA	10	2	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae"
"Thermomonospora curvata"	"S"	2020	39	39	3	NA	NA	10	2	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae>Thermomonospora"
"Thermomonospora curvata DSM 43183"	"-"	471852	39	39	3	NA	NA	10	2	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae>Thermomonospora>Thermomonospora&nbsp;curvata"
"Actinomadura"	"G"	1988	2	2	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae"
"Actinomadura amylolytica"	"S"	1411117	2	2	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae>Actinomadura"
