"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Leptospira biflexa serovar Patoc"	"-"	145259	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.001226	0.0009973	NA	0.001226	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira>Leptospira&nbsp;biflexa"
"Turneriella"	"G"	338321	8	4	NA	1	NA	3	NA	NA	NA	NA	8	NA	0.008791	0.001995	NA	0.000613	NA	0.001543	NA	NA	NA	NA	0.008791	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae"
"Turneriella parva"	"S"	29510	8	4	NA	1	NA	3	NA	NA	NA	NA	8	NA	0.008791	0.001995	NA	0.000613	NA	0.001543	NA	NA	NA	NA	0.008791	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Turneriella"
"Turneriella parva DSM 21527"	"-"	869212	8	4	NA	1	NA	3	NA	NA	NA	NA	8	NA	0.008791	0.001995	NA	0.000613	NA	0.001543	NA	NA	NA	NA	0.008791	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Turneriella>Turneriella&nbsp;parva"
"Brachyspirales"	"O"	1643686	4	4	NA	2	NA	4	NA	NA	NA	NA	2	NA	0.002198	0.001995	NA	0.001226	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia"
"Brachyspiraceae"	"F"	143786	4	4	NA	2	NA	4	NA	NA	NA	NA	2	NA	0.002198	0.001995	NA	0.001226	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales"
"Brachyspira"	"G"	29521	4	4	NA	2	NA	4	NA	NA	NA	NA	2	NA	0.002198	0.001995	NA	0.001226	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae"
"Brachyspira murdochii"	"S"	84378	4	3	NA	2	NA	4	NA	NA	NA	NA	2	NA	0.002198	0.001496	NA	0.001226	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Brachyspira murdochii DSM 12563"	"-"	526224	4	3	NA	2	NA	4	NA	NA	NA	NA	2	NA	0.002198	0.001496	NA	0.001226	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira>Brachyspira&nbsp;murdochii"
"Fusobacteria"	"P"	32066	47	47	NA	38	NA	44	NA	5	NA	NA	13	NA	0.02344	0.02344	NA	0.02329	NA	0.02262	NA	0.002748	NA	NA	0.01429	NA	"cellular&nbsp;organisms>Bacteria"
"Fusobacteriia"	"C"	203490	47	47	NA	38	NA	44	NA	5	NA	NA	13	NA	0.02344	0.02344	NA	0.02329	NA	0.02262	NA	0.002748	NA	NA	0.01429	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria"
"Fusobacteriales"	"O"	203491	47	47	NA	38	NA	44	NA	5	NA	NA	13	NA	0.02344	0.02344	NA	0.02329	NA	0.02262	NA	0.002748	NA	NA	0.01429	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia"
"Fusobacteriaceae"	"F"	203492	43	43	NA	35	NA	37	NA	4	NA	NA	11	NA	0.02145	0.02144	NA	0.02145	NA	0.01902	NA	0.002199	NA	NA	0.01209	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Fusobacterium"	"G"	848	42	42	NA	35	NA	37	NA	4	NA	NA	11	NA	0.02145	0.02094	NA	0.02145	NA	0.01902	NA	0.002199	NA	NA	0.01209	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Fusobacterium periodonticum"	"S"	860	22	22	NA	22	NA	18	NA	2	NA	NA	NA	NA	0.01348	0.01097	NA	0.01348	NA	0.009255	NA	0.001099	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium nucleatum"	"S"	851	7	5	NA	7	NA	6	NA	NA	NA	NA	1	NA	0.004291	0.002493	NA	0.004291	NA	0.003085	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium nucleatum subsp. animalis"	"-"	76859	7	5	NA	7	NA	6	NA	NA	NA	NA	NA	NA	0.004291	0.002493	NA	0.004291	NA	0.003085	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium>Fusobacterium&nbsp;nucleatum"
"Fusobacterium hwasookii"	"S"	1583098	6	4	NA	1	NA	6	NA	NA	NA	NA	1	NA	0.003085	0.001995	NA	0.000613	NA	0.003085	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium hwasookii ChDC F174"	"-"	1307442	4	2	NA	1	NA	4	NA	NA	NA	NA	NA	NA	0.002057	0.0009973	NA	0.000613	NA	0.002057	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium>Fusobacterium&nbsp;hwasookii"
"Fusobacterium hwasookii ChDC F206"	"-"	1307443	2	2	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001099	0.0009973	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium>Fusobacterium&nbsp;hwasookii"
"Fusobacterium ulcerans"	"S"	861	2	2	NA	2	NA	2	NA	1	NA	NA	NA	NA	0.001226	0.0009973	NA	0.001226	NA	0.001028	NA	0.0005497	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium varium"	"S"	856	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium varium ATCC 27725"	"-"	469618	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium>Fusobacterium&nbsp;varium"
"Fusobacterium sp. oral taxon 203"	"S"	671211	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Ilyobacter"	"G"	167639	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Ilyobacter polytropus"	"S"	167642	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Ilyobacter"
"Ilyobacter polytropus DSM 2926"	"-"	572544	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Ilyobacter>Ilyobacter&nbsp;polytropus"
"Leptotrichiaceae"	"F"	1129771	5	4	NA	3	NA	5	NA	1	NA	NA	2	NA	0.002571	0.001995	NA	0.001839	NA	0.002571	NA	0.0005497	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Streptobacillus"	"G"	34104	3	3	NA	2	NA	1	NA	1	NA	NA	2	NA	0.002198	0.001496	NA	0.001226	NA	0.0005142	NA	0.0005497	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Streptobacillus moniliformis"	"S"	34105	3	3	NA	2	NA	1	NA	1	NA	NA	2	NA	0.002198	0.001496	NA	0.001226	NA	0.0005142	NA	0.0005497	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Streptobacillus"
"Leptotrichia"	"G"	32067	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Elusimicrobia"	"P"	74152	39	39	NA	34	NA	25	NA	NA	NA	NA	8	NA	0.02084	0.01945	NA	0.02084	NA	0.01285	NA	NA	NA	NA	0.008791	NA	"cellular&nbsp;organisms>Bacteria"
"Elusimicrobia"	"C"	641853	4	3	NA	NA	NA	3	NA	NA	NA	NA	4	NA	0.004396	0.001496	NA	NA	NA	0.001543	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia"
"Elusimicrobiales"	"O"	641854	4	3	NA	NA	NA	3	NA	NA	NA	NA	4	NA	0.004396	0.001496	NA	NA	NA	0.001543	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia>Elusimicrobia"
"Elusimicrobiaceae"	"F"	641876	4	3	NA	NA	NA	3	NA	NA	NA	NA	4	NA	0.004396	0.001496	NA	NA	NA	0.001543	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia>Elusimicrobia>Elusimicrobiales"
"Elusimicrobium"	"G"	423604	4	3	NA	NA	NA	3	NA	NA	NA	NA	4	NA	0.004396	0.001496	NA	NA	NA	0.001543	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia>Elusimicrobia>Elusimicrobiales>Elusimicrobiaceae"
"Elusimicrobium minutum"	"S"	423605	4	3	NA	NA	NA	3	NA	NA	NA	NA	4	NA	0.004396	0.001496	NA	NA	NA	0.001543	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia>Elusimicrobia>Elusimicrobiales>Elusimicrobiaceae>Elusimicrobium"
"Elusimicrobium minutum Pei191"	"-"	445932	4	3	NA	NA	NA	3	NA	NA	NA	NA	4	NA	0.004396	0.001496	NA	NA	NA	0.001543	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia>Elusimicrobia>Elusimicrobiales>Elusimicrobiaceae>Elusimicrobium>Elusimicrobium&nbsp;minutum"
"Thermotogae"	"P"	200918	21	21	NA	7	NA	14	NA	NA	NA	NA	5	NA	0.01047	0.01047	NA	0.004291	NA	0.007198	NA	NA	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria"
"Thermotogae"	"C"	188708	21	21	NA	7	NA	14	NA	NA	NA	NA	5	NA	0.01047	0.01047	NA	0.004291	NA	0.007198	NA	NA	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae"
"Thermotogales"	"O"	2419	19	19	NA	4	NA	10	NA	NA	NA	NA	1	NA	0.009474	0.009474	NA	0.002452	NA	0.005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae"
"Fervidobacteriaceae"	"F"	1643950	16	16	NA	2	NA	6	NA	NA	NA	NA	1	NA	0.007978	0.007978	NA	0.001226	NA	0.003085	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales"
"Thermosipho"	"G"	2420	12	12	NA	2	NA	4	NA	NA	NA	NA	NA	NA	0.005984	0.005984	NA	0.001226	NA	0.002057	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae"
"Fervidobacterium"	"G"	2422	4	4	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001995	0.001995	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae"
"Fervidobacterium pennivorans"	"S"	93466	2	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0009973	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Fervidobacterium"
"Fervidobacterium pennivorans DSM 9078"	"-"	771875	2	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0009973	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Fervidobacterium>Fervidobacterium&nbsp;pennivorans"
"Thermotogaceae"	"F"	188709	4	3	NA	2	NA	4	NA	NA	NA	NA	NA	NA	0.002057	0.001496	NA	0.001226	NA	0.002057	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales"
"Acidobacteria"	"P"	57723	15	15	1	6	NA	9	NA	NA	NA	NA	5	NA	0.01356	0.00748	0.01356	0.003678	NA	0.004628	NA	NA	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria"
"Acidobacteriia"	"C"	204432	8	8	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0.003989	0.003989	NA	0.001839	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria"
"Acidobacteriales"	"O"	204433	8	8	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0.003989	0.003989	NA	0.001839	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia"
"Acidobacteriaceae"	"F"	204434	8	8	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0.003989	0.003989	NA	0.001839	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales"
"Candidatus Koribacter"	"G"	658061	5	5	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0.002493	0.002493	NA	0.001839	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae"
"Candidatus Koribacter versatilis"	"S"	658062	5	5	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0.002493	0.002493	NA	0.001839	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Candidatus&nbsp;Koribacter"
"Candidatus Koribacter versatilis Ellin345"	"-"	204669	5	5	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0.002493	0.002493	NA	0.001839	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Candidatus&nbsp;Koribacter>Candidatus&nbsp;Koribacter&nbsp;versatilis"
"Terriglobus"	"G"	392733	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001496	0.001496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae"
"Terriglobus saanensis"	"S"	870903	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Terriglobus"
"Terriglobus saanensis SP1PR4"	"-"	401053	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Terriglobus>Terriglobus&nbsp;saanensis"
"Solibacteres"	"C"	332159	6	6	NA	2	NA	4	NA	NA	NA	NA	2	NA	0.002992	0.002992	NA	0.001226	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria"
"Solibacterales"	"O"	332160	6	6	NA	2	NA	4	NA	NA	NA	NA	2	NA	0.002992	0.002992	NA	0.001226	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Solibacteres"
"Solibacteraceae"	"F"	332161	6	6	NA	2	NA	4	NA	NA	NA	NA	2	NA	0.002992	0.002992	NA	0.001226	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Solibacteres>Solibacterales"
"Candidatus Solibacter"	"G"	332162	6	6	NA	2	NA	4	NA	NA	NA	NA	2	NA	0.002992	0.002992	NA	0.001226	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Solibacteres>Solibacterales>Solibacteraceae"
"Candidatus Solibacter usitatus"	"S"	332163	6	6	NA	2	NA	4	NA	NA	NA	NA	2	NA	0.002992	0.002992	NA	0.001226	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Solibacteres>Solibacterales>Solibacteraceae>Candidatus&nbsp;Solibacter"
"Candidatus Solibacter usitatus Ellin6076"	"-"	234267	6	6	NA	2	NA	4	NA	NA	NA	NA	2	NA	0.002992	0.002992	NA	0.001226	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Solibacteres>Solibacterales>Solibacteraceae>Candidatus&nbsp;Solibacter>Candidatus&nbsp;Solibacter&nbsp;usitatus"
"unclassified Acidobacteria"	"-"	458031	5	1	NA	1	NA	5	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	0.000613	NA	0.002571	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria"
"Acidobacteria subdivision 6"	"C"	1813735	5	1	NA	1	NA	5	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	0.000613	NA	0.002571	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>unclassified&nbsp;Acidobacteria"
"Vicinamibacteraceae"	"F"	2211325	5	1	NA	1	NA	5	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	0.000613	NA	0.002571	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>unclassified&nbsp;Acidobacteria>Acidobacteria&nbsp;subdivision&nbsp;6"
"Luteitalea"	"G"	2004797	5	1	NA	1	NA	5	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	0.000613	NA	0.002571	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>unclassified&nbsp;Acidobacteria>Acidobacteria&nbsp;subdivision&nbsp;6>Vicinamibacteraceae"
"Luteitalea pratensis"	"S"	1855912	5	1	NA	1	NA	5	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	0.000613	NA	0.002571	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>unclassified&nbsp;Acidobacteria>Acidobacteria&nbsp;subdivision&nbsp;6>Vicinamibacteraceae>Luteitalea"
"Synergistetes"	"P"	508458	9	7	NA	9	NA	7	NA	1	NA	NA	6	NA	0.006593	0.00349	NA	0.005517	NA	0.003599	NA	0.0005497	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria"
"Synergistia"	"C"	649775	9	7	NA	9	NA	7	NA	1	NA	NA	6	NA	0.006593	0.00349	NA	0.005517	NA	0.003599	NA	0.0005497	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes"
"Synergistales"	"O"	649776	9	7	NA	9	NA	7	NA	1	NA	NA	6	NA	0.006593	0.00349	NA	0.005517	NA	0.003599	NA	0.0005497	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia"
"Synergistaceae"	"F"	649777	9	7	NA	9	NA	7	NA	1	NA	NA	6	NA	0.006593	0.00349	NA	0.005517	NA	0.003599	NA	0.0005497	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales"
"Aminobacterium"	"G"	81466	3	3	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.001496	0.001496	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Aminobacterium colombiense"	"S"	81468	3	3	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.001496	0.001496	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Aminobacterium"
"Aminobacterium colombiense DSM 12261"	"-"	572547	3	3	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.001496	0.001496	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Aminobacterium>Aminobacterium&nbsp;colombiense"
"Jonquetella"	"G"	428711	7	3	NA	7	NA	6	NA	NA	NA	NA	1	NA	0.004291	0.001496	NA	0.004291	NA	0.003085	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Jonquetella anthropi"	"S"	428712	7	3	NA	7	NA	6	NA	NA	NA	NA	1	NA	0.004291	0.001496	NA	0.004291	NA	0.003085	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Jonquetella"
"Jonquetella anthropi DSM 22815"	"-"	885272	7	3	NA	7	NA	6	NA	NA	NA	NA	1	NA	0.004291	0.001496	NA	0.004291	NA	0.003085	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Jonquetella>Jonquetella&nbsp;anthropi"
"Cloacibacillus"	"G"	508459	2	1	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.002198	0.0004986	NA	NA	NA	NA	NA	0.0005497	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Cloacibacillus porcorum"	"S"	1197717	2	1	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.002198	0.0004986	NA	NA	NA	NA	NA	0.0005497	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Cloacibacillus"
"Calditrichaeota"	"P"	1930617	5	5	NA	2	NA	3	NA	NA	NA	NA	NA	NA	0.002493	0.002493	NA	0.001226	NA	0.001543	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria"
"Calditrichae"	"C"	1962850	5	5	NA	2	NA	3	NA	NA	NA	NA	NA	NA	0.002493	0.002493	NA	0.001226	NA	0.001543	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Calditrichaeota"
"Calditrichales"	"O"	1962852	5	5	NA	2	NA	3	NA	NA	NA	NA	NA	NA	0.002493	0.002493	NA	0.001226	NA	0.001543	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Calditrichaeota>Calditrichae"
"Calditrichaceae"	"F"	1962854	5	5	NA	2	NA	3	NA	NA	NA	NA	NA	NA	0.002493	0.002493	NA	0.001226	NA	0.001543	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Calditrichaeota>Calditrichae>Calditrichales"
"Caldithrix"	"G"	187144	5	5	NA	2	NA	3	NA	NA	NA	NA	NA	NA	0.002493	0.002493	NA	0.001226	NA	0.001543	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Calditrichaeota>Calditrichae>Calditrichales>Calditrichaceae"
"Caldithrix abyssi"	"S"	187145	5	5	NA	2	NA	3	NA	NA	NA	NA	NA	NA	0.002493	0.002493	NA	0.001226	NA	0.001543	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Calditrichaeota>Calditrichae>Calditrichales>Calditrichaceae>Caldithrix"
"Caldithrix abyssi DSM 13497"	"-"	880073	5	5	NA	2	NA	3	NA	NA	NA	NA	NA	NA	0.002493	0.002493	NA	0.001226	NA	0.001543	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Calditrichaeota>Calditrichae>Calditrichales>Calditrichaceae>Caldithrix>Caldithrix&nbsp;abyssi"
"Dictyoglomi"	"P"	68297	3	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	0.001496	0.001496	NA	0.001226	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria"
