"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Haliangium ochraceum"	"S"	80816	85	43	1	85	NA	40	NA	1	NA	NA	37	NA	0.05741	0.02358	0.01506	0.05741	NA	0.02217	NA	0.0005503	NA	NA	0.04427	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Nannocystineae>Kofleriaceae>Haliangium"
"Cystobacterineae"	"-"	80811	16	14	2	13	NA	16	NA	1	NA	NA	7	1	0.6024	0.007678	0.03011	0.00878	NA	0.008867	NA	0.0005503	NA	NA	0.008375	0.6024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales"
"Myxococcaceae"	"F"	31	8	6	1	8	NA	3	NA	1	NA	NA	3	NA	0.01506	0.003291	0.01506	0.005403	NA	0.001663	NA	0.0005503	NA	NA	0.003589	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Corallococcus"	"G"	83461	8	5	1	8	NA	2	NA	1	NA	NA	1	NA	0.01506	0.002742	0.01506	0.005403	NA	0.001108	NA	0.0005503	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae"
"Corallococcus coralloides"	"S"	184914	8	5	1	8	NA	2	NA	1	NA	NA	1	NA	0.01506	0.002742	0.01506	0.005403	NA	0.001108	NA	0.0005503	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Corallococcus"
"Myxococcus"	"G"	32	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001196	0.0005485	NA	NA	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae"
"Myxococcus stipitatus"	"S"	83455	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005485	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus"
"Anaeromyxobacteraceae"	"F"	1524215	5	5	1	3	NA	5	NA	NA	NA	NA	1	1	0.6024	0.002742	0.01506	0.002026	NA	0.002771	NA	NA	NA	NA	0.001196	0.6024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Anaeromyxobacter"	"G"	161492	5	5	1	3	NA	5	NA	NA	NA	NA	1	1	0.6024	0.002742	0.01506	0.002026	NA	0.002771	NA	NA	NA	NA	0.001196	0.6024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae"
"Anaeromyxobacter sp. Fw109-5"	"S"	404589	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.01506	0.0005485	0.01506	NA	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae>Anaeromyxobacter"
"Archangiaceae"	"F"	39	4	3	NA	NA	NA	4	NA	NA	NA	NA	1	NA	0.002217	0.001645	NA	NA	NA	0.002217	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Stigmatella"	"G"	40	3	3	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001645	0.001645	NA	NA	NA	0.001108	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae"
"Stigmatella aurantiaca"	"S"	41	3	3	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001645	0.001645	NA	NA	NA	0.001108	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae>Stigmatella"
"Desulfovibrionales"	"O"	213115	33	31	2	26	NA	33	NA	1	NA	NA	13	1	0.6024	0.017	0.03011	0.01756	NA	0.01829	NA	0.0005503	NA	NA	0.01555	0.6024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	194924	31	29	1	23	NA	31	NA	NA	NA	NA	3	1	0.6024	0.01591	0.01506	0.01553	NA	0.01718	NA	NA	NA	NA	0.003589	0.6024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Pseudodesulfovibrio"	"G"	2035811	24	24	1	20	NA	19	NA	NA	NA	NA	1	1	0.6024	0.01316	0.01506	0.01351	NA	0.01053	NA	NA	NA	NA	0.001196	0.6024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Pseudodesulfovibrio profundus"	"S"	57320	23	23	1	20	NA	18	NA	NA	NA	NA	1	NA	0.01506	0.01261	0.01506	0.01351	NA	0.009975	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"Desulfovibrio"	"G"	872	11	3	NA	3	NA	11	NA	NA	NA	NA	1	NA	0.006096	0.001645	NA	0.002026	NA	0.006096	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfovibrio vulgaris"	"S"	881	2	1	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001196	0.0005485	NA	NA	NA	0.001108	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio salexigens"	"S"	880	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005485	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio gigas"	"S"	879	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001108	0.0005485	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Lawsonia"	"G"	41707	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.001097	0.001097	NA	NA	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Lawsonia intracellularis"	"S"	29546	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.001097	0.001097	NA	NA	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Lawsonia"
"Desulfohalobiaceae"	"F"	213117	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001108	0.0005485	NA	NA	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfohalobium"	"G"	45662	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001108	0.0005485	NA	NA	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae"
"Desulfohalobium retbaense"	"S"	45663	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001108	0.0005485	NA	NA	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae>Desulfohalobium"
"Syntrophobacterales"	"O"	213462	38	11	NA	10	NA	38	NA	1	NA	NA	6	NA	0.02106	0.006033	NA	0.006754	NA	0.02106	NA	0.0005503	NA	NA	0.007178	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Syntrophaceae"	"F"	213468	24	8	NA	5	NA	24	NA	1	NA	NA	6	NA	0.0133	0.004388	NA	0.003377	NA	0.0133	NA	0.0005503	NA	NA	0.007178	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales"
"Syntrophus"	"G"	43773	15	5	NA	4	NA	15	NA	NA	NA	NA	4	NA	0.008313	0.002742	NA	0.002701	NA	0.008313	NA	NA	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Syntrophus aciditrophicus"	"S"	316277	15	5	NA	4	NA	15	NA	NA	NA	NA	4	NA	0.008313	0.002742	NA	0.002701	NA	0.008313	NA	NA	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae>Syntrophus"
"Desulfomonile"	"G"	2357	3	3	NA	1	NA	2	NA	NA	NA	NA	2	NA	0.002393	0.001645	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Desulfomonile tiedjei"	"S"	2358	3	3	NA	1	NA	2	NA	NA	NA	NA	2	NA	0.002393	0.001645	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae>Desulfomonile"
"Syntrophobacteraceae"	"F"	213465	13	3	NA	5	NA	13	NA	NA	NA	NA	NA	NA	0.007204	0.001645	NA	0.003377	NA	0.007204	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales"
"Syntrophobacter"	"G"	29526	13	3	NA	5	NA	13	NA	NA	NA	NA	NA	NA	0.007204	0.001645	NA	0.003377	NA	0.007204	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"Syntrophobacter fumaroxidans"	"S"	119484	13	3	NA	5	NA	13	NA	NA	NA	NA	NA	NA	0.007204	0.001645	NA	0.003377	NA	0.007204	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae>Syntrophobacter"
"Desulfobacterales"	"O"	213118	15	11	NA	10	NA	15	NA	1	NA	NA	8	NA	0.009571	0.006033	NA	0.006754	NA	0.008313	NA	0.0005503	NA	NA	0.009571	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfobacteraceae"	"F"	213119	11	6	NA	7	NA	11	NA	NA	NA	NA	5	NA	0.006096	0.003291	NA	0.004727	NA	0.006096	NA	NA	NA	NA	0.005982	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales"
"Desulfobacterium"	"G"	2295	3	3	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001645	0.001645	NA	NA	NA	0.001108	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacterium autotrophicum"	"S"	2296	3	3	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001645	0.001645	NA	NA	NA	0.001108	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacterium"
"Desulfatibacillum"	"G"	218207	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001108	0.0005485	NA	NA	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfatibacillum alkenivorans"	"S"	259354	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001108	0.0005485	NA	NA	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfatibacillum"
"Desulfococcus"	"G"	896	2	1	NA	2	NA	2	NA	NA	NA	NA	1	NA	0.001351	0.0005485	NA	0.001351	NA	0.001108	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfococcus multivorans"	"S"	897	2	1	NA	1	NA	2	NA	NA	NA	NA	1	NA	0.001196	0.0005485	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfococcus"
"Desulfobulbaceae"	"F"	213121	5	5	NA	3	NA	4	NA	1	NA	NA	3	NA	0.003589	0.002742	NA	0.002026	NA	0.002217	NA	0.0005503	NA	NA	0.003589	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales"
"Desulfurivibrio"	"G"	427922	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001097	0.001097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfurivibrio alkaliphilus"	"S"	427923	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001097	0.001097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfurivibrio"
"Desulfotalea"	"G"	109168	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005542	0.0005485	NA	NA	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfotalea psychrophila"	"S"	84980	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005542	0.0005485	NA	NA	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfotalea"
"Desulfocapsa"	"G"	53318	2	1	NA	1	NA	1	NA	NA	NA	NA	2	NA	0.002393	0.0005485	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfocapsa sulfexigens"	"S"	65555	2	1	NA	1	NA	1	NA	NA	NA	NA	2	NA	0.002393	0.0005485	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfocapsa"
"Desulfobulbus"	"G"	893	1	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0006754	0.0005485	NA	0.0006754	NA	NA	NA	0.0005503	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfobulbus sp. ORNL"	"S"	1986146	1	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0006754	0.0005485	NA	0.0006754	NA	NA	NA	0.0005503	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfobulbus"
"Desulfuromonadales"	"O"	69541	46	11	NA	14	NA	46	NA	3	NA	NA	20	NA	0.02549	0.006033	NA	0.009455	NA	0.02549	NA	0.001651	NA	NA	0.02393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfuromonadaceae"	"F"	213421	23	11	NA	13	NA	23	NA	1	NA	NA	7	NA	0.01275	0.006033	NA	0.00878	NA	0.01275	NA	0.0005503	NA	NA	0.008375	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales"
"Pelobacter"	"G"	18	15	11	NA	13	NA	15	NA	1	NA	NA	5	NA	0.00878	0.006033	NA	0.00878	NA	0.008313	NA	0.0005503	NA	NA	0.005982	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Pelobacter sp. SFB93"	"S"	1842532	14	11	NA	12	NA	14	NA	1	NA	NA	5	NA	0.008104	0.006033	NA	0.008104	NA	0.007758	NA	0.0005503	NA	NA	0.005982	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Bradymonadales"	"O"	1779134	9	6	NA	NA	NA	2	NA	NA	NA	NA	9	NA	0.01077	0.003291	NA	NA	NA	0.001108	NA	NA	NA	NA	0.01077	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Bradymonadaceae"	"F"	1779135	9	6	NA	NA	NA	2	NA	NA	NA	NA	9	NA	0.01077	0.003291	NA	NA	NA	0.001108	NA	NA	NA	NA	0.01077	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Bradymonadales"
"Bradymonas"	"G"	1779136	9	6	NA	NA	NA	2	NA	NA	NA	NA	9	NA	0.01077	0.003291	NA	NA	NA	0.001108	NA	NA	NA	NA	0.01077	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Bradymonadales>Bradymonadaceae"
"Bradymonas sediminis"	"S"	1548548	9	6	NA	NA	NA	2	NA	NA	NA	NA	9	NA	0.01077	0.003291	NA	NA	NA	0.001108	NA	NA	NA	NA	0.01077	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Bradymonadales>Bradymonadaceae>Bradymonas"
"Desulfurellales"	"O"	213113	6	6	NA	2	NA	4	NA	NA	NA	NA	4	NA	0.004786	0.003291	NA	0.001351	NA	0.002217	NA	NA	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfurellaceae"	"F"	117942	6	6	NA	2	NA	4	NA	NA	NA	NA	4	NA	0.004786	0.003291	NA	0.001351	NA	0.002217	NA	NA	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfurellales"
"Hippea"	"G"	84404	3	3	NA	1	NA	2	NA	NA	NA	NA	2	NA	0.002393	0.001645	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfurellales>Desulfurellaceae"
"Hippea maritima"	"S"	84405	3	3	NA	1	NA	2	NA	NA	NA	NA	2	NA	0.002393	0.001645	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfurellales>Desulfurellaceae>Hippea"
"Desulfurella"	"G"	33001	3	3	NA	1	NA	2	NA	NA	NA	NA	2	NA	0.002393	0.001645	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfurellales>Desulfurellaceae"
"Desulfurella acetivorans"	"S"	33002	3	3	NA	1	NA	2	NA	NA	NA	NA	2	NA	0.002393	0.001645	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfurellales>Desulfurellaceae>Desulfurella"
"unclassified Deltaproteobacteria"	"-"	45456	3	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	0.001645	0.001645	NA	0.001351	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Candidatus Babela"	"G"	1551504	3	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	0.001645	0.001645	NA	0.001351	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>unclassified&nbsp;Deltaproteobacteria"
"Candidatus Babela massiliensis"	"S"	673862	3	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	0.001645	0.001645	NA	0.001351	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>unclassified&nbsp;Deltaproteobacteria>Candidatus&nbsp;Babela"
"Candidatus Desulfofervidaceae"	"F"	1902584	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005485	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Candidatus Desulfofervidus"	"G"	1902583	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005485	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Candidatus&nbsp;Desulfofervidaceae"
"Candidatus Desulfofervidus auxilii"	"S"	1621989	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005485	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Candidatus&nbsp;Desulfofervidaceae>Candidatus&nbsp;Desulfofervidus"
"Desulfarculales"	"O"	453227	1	1	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001196	0.0005485	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfarculaceae"	"F"	453228	1	1	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001196	0.0005485	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfarculales"
"Desulfarculus"	"G"	453229	1	1	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001196	0.0005485	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"Desulfarculus baarsii"	"S"	453230	1	1	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001196	0.0005485	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfarculales>Desulfarculaceae>Desulfarculus"
