"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Clostridium taeniosporum"	"S"	394958	11	NA	1	11	4	NA	3	5	3	4	3	2	NA	0.007052	NA	0.007052	0.005614	0.001468	NA	0.001801	0.002505	0.0008077	0.002121	0.001139	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"[Eubacterium] sulci"	"S"	143393	15	NA	1	15	12	NA	6	4	12	5	8	7	1	0.2625	NA	0.007052	0.007655	0.004404	NA	0.003602	0.002004	0.003231	0.002651	0.003036	0.003994	0.2625	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis"
"Symbiobacterium thermophilum"	"S"	2734	34	NA	1	19	28	NA	6	6	34	2	15	5	NA	0.01028	NA	0.007052	0.009696	0.01028	NA	0.003602	0.003006	0.009154	0.00106	0.005693	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Symbiobacteriaceae>Symbiobacterium"
"Christensenella massiliensis"	"S"	1805714	23	NA	1	23	10	NA	6	11	3	4	21	6	NA	0.01174	NA	0.007052	0.01174	0.00367	NA	0.003602	0.005511	0.0008077	0.002121	0.00797	0.003424	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Christensenellaceae>Christensenella"
"Thermosediminibacter oceani"	"S"	291990	57	NA	2	32	57	NA	6	19	8	9	46	12	NA	0.02092	NA	0.0141	0.01633	0.02092	NA	0.003602	0.009519	0.002154	0.004772	0.01746	0.006848	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Thermosediminibacter"
"Mahella australiensis"	"S"	252966	49	NA	3	27	49	NA	44	24	42	27	36	31	NA	0.02641	NA	0.02116	0.01378	0.01799	NA	0.02641	0.01202	0.01131	0.01432	0.01366	0.01769	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;IV.&nbsp;Incertae&nbsp;Sedis>Mahella"
"Anaerococcus prevotii"	"S"	33034	19	NA	1	16	7	NA	2	7	9	3	19	3	NA	0.008165	NA	0.007052	0.008165	0.002569	NA	0.001201	0.003507	0.002423	0.001591	0.007211	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Tissierellia>Tissierellales>Peptoniphilaceae>Anaerococcus"
"Murdochiella vaginalis"	"S"	1852373	18	NA	1	9	18	NA	7	17	NA	9	11	3	NA	0.008517	NA	0.007052	0.004593	0.006607	NA	0.004202	0.008517	NA	0.004772	0.004175	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Tissierellia>Tissierellales>Peptoniphilaceae>Murdochiella"
"Microbacterium hominis"	"S"	162426	77	NA	6	60	77	NA	22	34	26	24	73	28	NA	0.04231	NA	0.04231	0.03062	0.02826	NA	0.01321	0.01703	0.007	0.01273	0.02771	0.01598	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Serinicoccus sp. JLT9"	"S"	1758689	16	NA	1	16	NA	NA	3	1	NA	2	2	NA	NA	0.008165	NA	0.007052	0.008165	NA	NA	0.001801	0.000501	NA	0.00106	0.0007591	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae>Serinicoccus"
"Bifidobacterium coryneforme"	"S"	1687	4	NA	1	3	2	NA	1	4	3	2	2	2	NA	0.007052	NA	0.007052	0.001531	0.0007341	NA	0.0006003	0.002004	0.0008077	0.00106	0.0007591	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium pseudolongum"	"S"	1694	3	NA	1	NA	3	NA	NA	NA	NA	1	NA	NA	NA	0.007052	NA	0.007052	NA	0.001101	NA	NA	NA	NA	0.0005302	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Parascardovia denticolens"	"S"	78258	10	NA	2	6	4	1	2	9	1	7	10	8	NA	0.05886	NA	0.0141	0.003062	0.001468	0.05886	0.001201	0.004509	0.0002692	0.003712	0.003795	0.004565	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Parascardovia"
"Scardovia inopinata"	"S"	78259	8	NA	1	4	6	NA	2	1	1	7	8	5	NA	0.007052	NA	0.007052	0.002041	0.002202	NA	0.001201	0.000501	0.0002692	0.003712	0.003036	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Scardovia"
"Corynebacterium stationis"	"S"	1705	129	NA	1	14	6	NA	129	23	2	52	9	28	NA	0.07743	NA	0.007052	0.007145	0.002202	NA	0.07743	0.01152	0.0005384	0.02757	0.003416	0.01598	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium aquilae"	"S"	203263	1	NA	1	1	NA	NA	NA	1	NA	NA	1	1	NA	0.007052	NA	0.007052	0.0005103	NA	NA	NA	0.000501	NA	NA	0.0003795	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Rhodococcus aetherivorans"	"S"	191292	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007052	NA	0.007052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Micropruina glycogenica"	"S"	75385	237	NA	2	237	10	NA	3	6	4	3	16	NA	1	0.2625	NA	0.0141	0.121	0.00367	NA	0.001801	0.003006	0.001077	0.001591	0.006073	NA	0.2625	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Micropruina"
"Candidatus Nanopelagicus limnes"	"S"	1884634	17	NA	2	12	9	NA	6	11	3	7	17	7	NA	0.0141	NA	0.0141	0.006124	0.003303	NA	0.003602	0.005511	0.0008077	0.003712	0.006452	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicus"
"Streptomyces leeuwenhoekii"	"S"	1437453	22	NA	3	9	9	NA	3	4	11	5	22	7	NA	0.02116	NA	0.02116	0.004593	0.003303	NA	0.001801	0.002004	0.002961	0.002651	0.00835	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces glaucescens"	"S"	1907	1	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.007052	NA	0.007052	0.0005103	NA	NA	0.0006003	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces scabiei"	"S"	1930	47	NA	1	18	46	NA	40	32	1	27	47	9	NA	0.02401	NA	0.007052	0.009186	0.01688	NA	0.02401	0.01603	0.0002692	0.01432	0.01784	0.005136	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. XZHG99"	"S"	2049881	3	NA	1	NA	3	NA	NA	1	NA	NA	NA	NA	NA	0.007052	NA	0.007052	NA	0.001101	NA	NA	0.000501	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Actinomyces sp. oral taxon 414"	"S"	712122	3	NA	1	1	1	2	NA	NA	1	NA	3	NA	NA	0.1177	NA	0.007052	0.0005103	0.000367	0.1177	NA	NA	0.0002692	NA	0.001139	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinopolyspora erythraea"	"S"	414996	31	NA	1	22	31	NA	24	24	1	28	15	31	NA	0.01769	NA	0.007052	0.01123	0.01138	NA	0.01441	0.01202	0.0002692	0.01485	0.005693	0.01769	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinopolysporales>Actinopolysporaceae>Actinopolyspora"
"Adlercreutzia equolifaciens"	"S"	446660	17	NA	3	14	13	NA	2	2	NA	2	17	1	NA	0.02116	NA	0.02116	0.007145	0.004772	NA	0.001201	0.001002	NA	0.00106	0.006452	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Adlercreutzia"
"Ilumatobacter coccineus"	"S"	467094	158	NA	1	158	73	NA	134	84	3	115	122	80	NA	0.08063	NA	0.007052	0.08063	0.02679	NA	0.08044	0.04209	0.0008077	0.06097	0.0463	0.04565	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae>Ilumatobacter"
"Synechococcus sp. WH 8102"	"S"	84588	40	NA	1	11	29	NA	40	25	5	24	26	24	NA	0.02401	NA	0.007052	0.005614	0.01064	NA	0.02401	0.01253	0.001346	0.01273	0.009868	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. RCC307"	"S"	316278	9	NA	1	1	4	NA	9	6	2	9	1	3	NA	0.007052	NA	0.007052	0.0005103	0.001468	NA	0.005402	0.003006	0.0005384	0.004772	0.0003795	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Cyanobium sp. NIES-981"	"S"	1851505	5	NA	1	5	3	NA	NA	1	NA	NA	2	1	NA	0.007052	NA	0.007052	0.002552	0.001101	NA	NA	0.000501	NA	NA	0.0007591	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Cyanobium"
"Leptolyngbya sp. O-77"	"S"	1080068	58	NA	2	42	58	NA	18	33	5	18	52	27	NA	0.02143	NA	0.0141	0.02143	0.02129	NA	0.0108	0.01653	0.001346	0.009544	0.01974	0.01541	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Leptolyngbya boryana"	"S"	1184	22	NA	1	2	2	NA	22	10	NA	5	1	5	NA	0.01321	NA	0.007052	0.001021	0.0007341	NA	0.01321	0.00501	NA	0.002651	0.0003795	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Prochlorococcus sp. MIT 0604"	"S"	1501268	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.007052	NA	0.007052	NA	NA	NA	NA	NA	NA	0.0005302	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae>Prochlorococcus"
"Cyanobacterium aponinum"	"S"	379064	53	NA	2	18	33	1	53	27	10	24	17	24	NA	0.05886	NA	0.0141	0.009186	0.01211	0.05886	0.03181	0.01353	0.002692	0.01273	0.006452	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae>Cyanobacterium"
"Calothrix sp. NIES-4071"	"S"	2005469	15	NA	2	8	14	NA	15	11	NA	15	10	11	NA	0.0141	NA	0.0141	0.004083	0.005139	NA	0.009004	0.005511	NA	0.007953	0.003795	0.006277	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Nostoc flagelliforme"	"S"	1306274	22	NA	1	18	18	NA	21	22	6	11	21	21	NA	0.01261	NA	0.007052	0.009186	0.006607	NA	0.01261	0.01102	0.001615	0.005832	0.00797	0.01198	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Mycoplasma arginini"	"S"	2094	7	NA	1	5	6	NA	5	7	1	1	4	2	NA	0.007052	NA	0.007052	0.002552	0.002202	NA	0.003001	0.003507	0.0002692	0.0005302	0.001518	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma bovirhinis"	"S"	29553	8	NA	1	5	4	NA	8	1	2	3	3	4	NA	0.007052	NA	0.007052	0.002552	0.001468	NA	0.004802	0.000501	0.0005384	0.001591	0.001139	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma yeatsii"	"S"	51365	2	NA	1	2	NA	NA	NA	NA	NA	NA	1	1	NA	0.007052	NA	0.007052	0.001021	NA	NA	NA	NA	NA	NA	0.0003795	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma wenyonii"	"S"	65123	7	NA	1	7	7	NA	5	5	7	6	3	4	NA	0.007052	NA	0.007052	0.003572	0.002569	NA	0.003001	0.002505	0.001885	0.003181	0.001139	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma mycoides group"	"S"	656088	36	NA	1	10	15	NA	11	13	10	10	36	14	NA	0.01366	NA	0.007052	0.005103	0.005506	NA	0.006603	0.006513	0.002692	0.005302	0.01366	0.007989	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma capricolum"	"S"	2095	11	NA	1	3	11	NA	3	7	1	5	6	8	NA	0.007052	NA	0.007052	0.001531	0.004037	NA	0.001801	0.003507	0.0002692	0.002651	0.002277	0.004565	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>Mycoplasma&nbsp;mycoides&nbsp;group"
"Spiroplasma citri"	"S"	2133	2	NA	1	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.007052	NA	0.007052	NA	0.0007341	NA	NA	NA	NA	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"16SrXII (Stolbur group)"	"S"	85632	3	NA	1	NA	NA	NA	2	NA	3	1	NA	1	NA	0.007052	NA	0.007052	NA	NA	NA	0.001201	NA	0.0008077	0.0005302	NA	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma"
"Candidatus Phytoplasma australiense"	"S"	59748	3	NA	1	NA	NA	NA	2	NA	3	1	NA	1	NA	0.007052	NA	0.007052	NA	NA	NA	0.001201	NA	0.0008077	0.0005302	NA	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>16SrXII&nbsp;(Stolbur&nbsp;group)"
"Marinithermus hydrothermalis"	"S"	186192	31	NA	2	20	31	NA	7	10	15	11	5	10	NA	0.0141	NA	0.0141	0.01021	0.01138	NA	0.004202	0.00501	0.004038	0.005832	0.001898	0.005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Thermales>Thermaceae>Marinithermus"
"Oceanithermus profundus"	"S"	187137	22	NA	1	21	22	NA	6	4	1	2	12	2	NA	0.01072	NA	0.007052	0.01072	0.008075	NA	0.003602	0.002004	0.0002692	0.00106	0.004554	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Thermales>Thermaceae>Oceanithermus"
"Candidatus Protochlamydia naegleriophila"	"S"	389348	17	NA	1	7	13	NA	11	2	17	1	3	6	NA	0.007052	NA	0.007052	0.003572	0.004772	NA	0.006603	0.001002	0.004577	0.0005302	0.001139	0.003424	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Parachlamydiales>Parachlamydiaceae>Candidatus&nbsp;Protochlamydia"
"Treponema brennaborense"	"S"	81028	10	NA	2	3	10	NA	2	3	3	2	2	1	NA	0.0141	NA	0.0141	0.001531	0.00367	NA	0.001201	0.001503	0.0008077	0.00106	0.0007591	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Borreliella afzelii"	"S"	29518	11	NA	1	8	11	NA	7	8	1	8	1	7	NA	0.007052	NA	0.007052	0.004083	0.004037	NA	0.004202	0.004008	0.0002692	0.004242	0.0003795	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Brachyspira pilosicoli"	"S"	52584	10	NA	1	2	8	NA	5	5	NA	3	10	3	NA	0.007052	NA	0.007052	0.001021	0.002936	NA	0.003001	0.002505	NA	0.001591	0.003795	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Persephonella marina"	"S"	309805	16	NA	1	2	9	NA	16	10	6	12	4	8	NA	0.009604	NA	0.007052	0.001021	0.003303	NA	0.009604	0.00501	0.001615	0.006363	0.001518	0.004565	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Hydrogenothermaceae>Persephonella"
"Fusobacterium gonidiaformans"	"S"	849	9	NA	1	2	1	NA	3	2	NA	7	NA	9	NA	0.007052	NA	0.007052	0.001021	0.000367	NA	0.001801	0.001002	NA	0.003712	NA	0.005136	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Denitrovibrio acetiphilus"	"S"	118000	9	NA	1	2	7	NA	9	7	1	5	NA	1	NA	0.007052	NA	0.007052	0.001021	0.002569	NA	0.005402	0.003507	0.0002692	0.002651	NA	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Denitrovibrio"
"Aminobacterium colombiense"	"S"	81468	58	NA	1	9	16	NA	3	3	58	2	14	4	NA	0.01561	NA	0.007052	0.004593	0.005873	NA	0.001801	0.001503	0.01561	0.00106	0.005314	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Aminobacterium"
"Caldisericum exile"	"S"	693075	32	NA	4	21	25	1	19	13	6	7	32	10	NA	0.05886	NA	0.02821	0.01072	0.009176	0.05886	0.01141	0.006513	0.001615	0.003712	0.01215	0.005706	NA	"cellular&nbsp;organisms>Bacteria>Caldiserica>Caldisericia>Caldisericales>Caldisericaceae>Caldisericum"
"Methanobacterium paludis"	"S"	868131	6	NA	1	1	1	NA	NA	3	NA	4	6	NA	NA	0.007052	NA	0.007052	0.0005103	0.000367	NA	NA	0.001503	NA	0.002121	0.002277	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobacterium"
"Acidovorax citrulli"	"S"	80869	12	NA	NA	7	2	NA	5	6	NA	2	12	5	NA	0.004554	NA	NA	0.003572	0.0007341	NA	0.003001	0.003006	NA	0.00106	0.004554	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Acidovorax sp. P3"	"S"	1662457	1	NA	NA	1	NA	NA	1	NA	NA	NA	1	1	NA	0.0006003	NA	NA	0.0005103	NA	NA	0.0006003	NA	NA	NA	0.0003795	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Burkholderia ambifaria"	"S"	152480	12	NA	NA	3	12	NA	1	2	5	2	11	2	NA	0.004404	NA	NA	0.001531	0.004404	NA	0.0006003	0.001002	0.001346	0.00106	0.004175	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia stabilis"	"S"	95485	9	NA	NA	2	3	NA	NA	NA	9	1	2	NA	NA	0.002423	NA	NA	0.001021	0.001101	NA	NA	NA	0.002423	0.0005302	0.0007591	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia dolosa"	"S"	152500	9	NA	NA	1	9	NA	NA	5	NA	2	6	3	NA	0.003303	NA	NA	0.0005103	0.003303	NA	NA	0.002505	NA	0.00106	0.002277	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia territorii"	"S"	1503055	1	NA	NA	1	1	1	NA	NA	NA	NA	NA	1	NA	0.05886	NA	NA	0.0005103	0.000367	0.05886	NA	NA	NA	NA	NA	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia sp. OLGA172"	"S"	1804984	4	NA	NA	3	NA	NA	1	1	NA	4	4	3	NA	0.002121	NA	NA	0.001531	NA	NA	0.0006003	0.000501	NA	0.002121	0.001518	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Pandoraea sputorum"	"S"	93222	3	NA	NA	1	3	NA	NA	NA	NA	NA	1	NA	NA	0.001101	NA	NA	0.0005103	0.001101	NA	NA	NA	NA	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea oxalativorans"	"S"	573737	3	NA	NA	1	3	NA	2	1	NA	1	3	3	NA	0.001712	NA	NA	0.0005103	0.001101	NA	0.001201	0.000501	NA	0.0005302	0.001139	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Ralstonia mannitolilytica"	"S"	105219	12	NA	NA	12	NA	NA	1	NA	NA	NA	NA	NA	NA	0.006124	NA	NA	0.006124	NA	NA	0.0006003	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Cupriavidus gilardii"	"S"	82541	20	NA	NA	11	18	NA	8	6	NA	5	20	7	NA	0.007591	NA	NA	0.005614	0.006607	NA	0.004802	0.003006	NA	0.002651	0.007591	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus sp. NH9"	"S"	2036817	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005302	NA	NA	0.0005103	NA	NA	NA	NA	NA	0.0005302	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Paraburkholderia rhizoxinica"	"S"	412963	7	NA	NA	7	7	NA	2	3	1	NA	6	1	NA	0.003572	NA	NA	0.003572	0.002569	NA	0.001201	0.001503	0.0002692	NA	0.002277	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia terrae"	"S"	311230	11	NA	NA	6	7	NA	8	6	NA	3	11	6	NA	0.004802	NA	NA	0.003062	0.002569	NA	0.004802	0.003006	NA	0.001591	0.004175	0.003424	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia aromaticivorans"	"S"	2026199	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005302	NA	NA	0.0005103	NA	NA	NA	NA	NA	0.0005302	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
