"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_april_BC01.cladeReads"	"centrifuge_16s_classification_april_BC02.cladeReads"	"centrifuge_16s_classification_april_BC03.cladeReads"	"centrifuge_16s_classification_april_BC04.cladeReads"	"centrifuge_16s_classification_april_BC05.cladeReads"	"centrifuge_16s_classification_april_BC06.cladeReads"	"centrifuge_16s_classification_april_BC07.cladeReads"	"centrifuge_16s_classification_april_BC08.cladeReads"	"centrifuge_16s_classification_april_BC09.cladeReads"	"centrifuge_16s_classification_april_BC10.cladeReads"	"centrifuge_16s_classification_april_BC11.cladeReads"	"centrifuge_16s_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_april_BC01.cladeReads.."	"centrifuge_16s_classification_april_BC02.cladeReads.."	"centrifuge_16s_classification_april_BC03.cladeReads.."	"centrifuge_16s_classification_april_BC04.cladeReads.."	"centrifuge_16s_classification_april_BC05.cladeReads.."	"centrifuge_16s_classification_april_BC06.cladeReads.."	"centrifuge_16s_classification_april_BC07.cladeReads.."	"centrifuge_16s_classification_april_BC08.cladeReads.."	"centrifuge_16s_classification_april_BC09.cladeReads.."	"centrifuge_16s_classification_april_BC10.cladeReads.."	"centrifuge_16s_classification_april_BC11.cladeReads.."	"centrifuge_16s_classification_april_BC12.cladeReads.."	"lineage"
"Acidothermaceae"	"F"	476	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Acidothermus"	"G"	477	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Acidothermaceae"
"Cryptosporangiaceae"	"F"	478	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Fodinicola"	"G"	480	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Cryptosporangiaceae"
"Streptosporangiales"	"O"	770	19	NA	NA	12	7	NA	12	6	19	7	12	10	NA	0.00502	NA	NA	0.004669	0.001865	NA	0.00502	0.002236	0.004868	0.002707	0.003417	0.004167	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Thermomonosporaceae"	"F"	800	17	NA	NA	11	6	NA	12	5	17	7	12	8	NA	0.00502	NA	NA	0.00428	0.001599	NA	0.00502	0.001864	0.004356	0.002707	0.003417	0.003333	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales"
"Actinomadura"	"G"	803	17	NA	NA	11	6	NA	12	5	17	7	12	8	NA	0.00502	NA	NA	0.00428	0.001599	NA	0.00502	0.001864	0.004356	0.002707	0.003417	0.003333	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae"
"Streptosporangiaceae"	"F"	783	2	NA	NA	1	NA	NA	NA	NA	2	NA	NA	2	NA	0.0008334	NA	NA	0.0003891	NA	NA	NA	NA	0.0005124	NA	NA	0.0008334	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nonomuraea"	"G"	788	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae"
"Pseudonocardia"	"G"	755	4	NA	NA	4	1	NA	NA	NA	NA	1	3	1	NA	0.001556	NA	NA	0.001556	0.0002664	NA	NA	NA	NA	0.0003867	0.0008542	0.0004167	NA	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Amycolatopsis"	"G"	744	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007782	NA	NA	0.0007782	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Micromonosporales"	"O"	672	7	NA	NA	2	3	NA	NA	2	2	1	7	1	NA	0.001993	NA	NA	0.0007782	0.0007993	NA	NA	0.0007454	0.0005124	0.0003867	0.001993	0.0004167	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Micromonosporaceae"	"F"	673	7	NA	NA	2	3	NA	NA	2	2	1	7	1	NA	0.001993	NA	NA	0.0007782	0.0007993	NA	NA	0.0007454	0.0005124	0.0003867	0.001993	0.0004167	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales"
"Actinoplanes"	"G"	675	1	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	0.0002664	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Micromonospora"	"G"	688	5	NA	NA	1	1	NA	NA	2	1	1	5	1	NA	0.001424	NA	NA	0.0003891	0.0002664	NA	NA	0.0007454	0.0002562	0.0003867	0.001424	0.0004167	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Bifidobacteriales"	"O"	432	2	NA	NA	1	2	NA	NA	1	NA	1	2	1	NA	0.0005695	NA	NA	0.0003891	0.0005329	NA	NA	0.0003727	NA	0.0003867	0.0005695	0.0004167	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Bifidobacteriaceae"	"F"	433	2	NA	NA	1	2	NA	NA	1	NA	1	2	1	NA	0.0005695	NA	NA	0.0003891	0.0005329	NA	NA	0.0003727	NA	0.0003867	0.0005695	0.0004167	NA	"Bacteria>Actinobacteria>Actinobacteria>Bifidobacteriales"
"Bifidobacterium"	"G"	436	2	NA	NA	1	2	NA	NA	1	NA	1	2	1	NA	0.0005695	NA	NA	0.0003891	0.0005329	NA	NA	0.0003727	NA	0.0003867	0.0005695	0.0004167	NA	"Bacteria>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae"
"Kineosporiales"	"O"	502	3	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	0.0007993	NA	NA	0.0003891	0.0007993	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Kineosporiaceae"	"F"	503	3	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	0.0007993	NA	NA	0.0003891	0.0007993	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Kineosporiales"
"Quadrisphaera"	"G"	508	3	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	0.0007993	NA	NA	0.0003891	0.0007993	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Kineosporiales>Kineosporiaceae"
"Candidatus Microthrix"	"G"	24491	9	NA	NA	9	1	NA	NA	1	NA	NA	2	NA	NA	0.003502	NA	NA	0.003502	0.0002664	NA	NA	0.0003727	NA	NA	0.0005695	NA	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"IMCC26207"	"G"	24492	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007782	NA	NA	0.0007782	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"Ilumatobacter"	"G"	24488	11	NA	NA	4	10	NA	3	4	5	4	11	2	NA	0.003132	NA	NA	0.001556	0.002664	NA	0.001255	0.001491	0.001281	0.001547	0.003132	0.0008334	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"CL500-29 marine group"	"G"	24487	2	NA	NA	1	NA	NA	NA	1	2	NA	1	2	NA	0.0008334	NA	NA	0.0003891	NA	NA	NA	0.0003727	0.0005124	NA	0.0002847	0.0008334	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"Acidimicrobiales"	"O"	402	25	NA	NA	8	25	NA	4	3	1	11	21	1	NA	0.006661	NA	NA	0.003113	0.006661	NA	0.001673	0.001118	0.0002562	0.004254	0.00598	0.0004167	NA	"Bacteria>Actinobacteria>Acidimicrobiia"
"Acidimicrobiaceae"	"F"	403	25	NA	NA	8	25	NA	4	3	1	11	21	1	NA	0.006661	NA	NA	0.003113	0.006661	NA	0.001673	0.001118	0.0002562	0.004254	0.00598	0.0004167	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Acidimicrobiales"
"uncultured"	"G"	409	5	NA	NA	5	5	NA	NA	NA	1	2	5	NA	NA	0.001946	NA	NA	0.001946	0.001332	NA	NA	NA	0.0002562	0.0007734	0.001424	NA	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae"
"Ferrimicrobium"	"G"	406	14	NA	NA	2	14	NA	3	3	NA	8	14	NA	NA	0.003986	NA	NA	0.0007782	0.00373	NA	0.001255	0.001118	NA	0.003094	0.003986	NA	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae"
"Acidimicrobium"	"G"	404	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae"
"uncultured"	"O"	24496	7	NA	NA	7	3	NA	1	1	6	NA	4	1	NA	0.002724	NA	NA	0.002724	0.0007993	NA	0.0004183	0.0003727	0.001537	NA	0.001139	0.0004167	NA	"Bacteria>Actinobacteria>Acidimicrobiia"
"IMCC26256"	"O"	24482	7	NA	NA	1	4	NA	NA	2	NA	1	7	NA	NA	0.001993	NA	NA	0.0003891	0.001066	NA	NA	0.0007454	NA	0.0003867	0.001993	NA	NA	"Bacteria>Actinobacteria>Acidimicrobiia"
"Thermoleophilia"	"C"	844	37	NA	NA	17	37	NA	8	5	8	7	25	6	NA	0.009858	NA	NA	0.006615	0.009858	NA	0.003347	0.001864	0.00205	0.002707	0.007119	0.0025	NA	"Bacteria>Actinobacteria"
"Solirubrobacterales"	"O"	849	24	NA	NA	13	24	NA	5	5	2	4	17	4	NA	0.006394	NA	NA	0.005058	0.006394	NA	0.002092	0.001864	0.0005124	0.001547	0.004841	0.001667	NA	"Bacteria>Actinobacteria>Thermoleophilia"
"67-14"	"F"	24563	11	NA	NA	11	5	NA	1	2	2	1	8	2	NA	0.00428	NA	NA	0.00428	0.001332	NA	0.0004183	0.0007454	0.0005124	0.0003867	0.002278	0.0008334	NA	"Bacteria>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Solirubrobacteraceae"	"F"	863	17	NA	NA	2	17	NA	4	2	NA	3	6	2	NA	0.004529	NA	NA	0.0007782	0.004529	NA	0.001673	0.0007454	NA	0.00116	0.001708	0.0008334	NA	"Bacteria>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Solirubrobacter"	"G"	864	9	NA	NA	2	9	NA	3	1	NA	3	5	1	NA	0.002398	NA	NA	0.0007782	0.002398	NA	0.001255	0.0003727	NA	0.00116	0.001424	0.0004167	NA	"Bacteria>Actinobacteria>Thermoleophilia>Solirubrobacterales>Solirubrobacteraceae"
"Gaiellales"	"O"	845	12	NA	NA	4	12	NA	3	NA	6	2	8	2	NA	0.003197	NA	NA	0.001556	0.003197	NA	0.001255	NA	0.001537	0.0007734	0.002278	0.0008334	NA	"Bacteria>Actinobacteria>Thermoleophilia"
"uncultured"	"F"	848	9	NA	NA	3	9	NA	2	NA	5	2	7	1	NA	0.002398	NA	NA	0.001167	0.002398	NA	0.0008367	NA	0.001281	0.0007734	0.001993	0.0004167	NA	"Bacteria>Actinobacteria>Thermoleophilia>Gaiellales"
"Coriobacteriia"	"C"	809	19	NA	NA	8	10	NA	6	10	19	1	8	3	NA	0.004868	NA	NA	0.003113	0.002664	NA	0.00251	0.003727	0.004868	0.0003867	0.002278	0.00125	NA	"Bacteria>Actinobacteria"
"Coriobacteriales"	"O"	810	19	NA	NA	8	10	NA	6	10	19	1	8	3	NA	0.004868	NA	NA	0.003113	0.002664	NA	0.00251	0.003727	0.004868	0.0003867	0.002278	0.00125	NA	"Bacteria>Actinobacteria>Coriobacteriia"
"Eggerthellaceae"	"F"	24544	8	NA	NA	8	6	NA	3	6	1	NA	6	3	NA	0.003113	NA	NA	0.003113	0.001599	NA	0.001255	0.002236	0.0002562	NA	0.001708	0.00125	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Slackia"	"G"	24557	3	NA	NA	3	3	NA	NA	1	NA	NA	2	2	NA	0.001167	NA	NA	0.001167	0.0007993	NA	NA	0.0003727	NA	NA	0.0005695	0.0008334	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Eggerthellaceae"
"Enterorhabdus"	"G"	24552	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007782	NA	NA	0.0007782	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Eggerthellaceae"
"Senegalimassilia"	"G"	24556	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003891	NA	NA	0.0003891	0.0002664	NA	NA	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Eggerthellaceae"
"uncultured"	"G"	24558	4	NA	NA	1	1	NA	3	4	NA	NA	3	NA	NA	0.001491	NA	NA	0.0003891	0.0002664	NA	0.001255	0.001491	NA	NA	0.0008542	NA	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Eggerthellaceae"
"Rubrobacteria"	"C"	839	5	NA	NA	5	3	NA	NA	3	1	NA	4	3	NA	0.001946	NA	NA	0.001946	0.0007993	NA	NA	0.001118	0.0002562	NA	0.001139	0.00125	NA	"Bacteria>Actinobacteria"
"Rubrobacterales"	"O"	840	5	NA	NA	5	3	NA	NA	3	1	NA	4	3	NA	0.001946	NA	NA	0.001946	0.0007993	NA	NA	0.001118	0.0002562	NA	0.001139	0.00125	NA	"Bacteria>Actinobacteria>Rubrobacteria"
"Rubrobacteriaceae"	"F"	841	5	NA	NA	5	3	NA	NA	3	1	NA	4	3	NA	0.001946	NA	NA	0.001946	0.0007993	NA	NA	0.001118	0.0002562	NA	0.001139	0.00125	NA	"Bacteria>Actinobacteria>Rubrobacteria>Rubrobacterales"
"Rubrobacter"	"G"	842	5	NA	NA	5	3	NA	NA	3	1	NA	4	3	NA	0.001946	NA	NA	0.001946	0.0007993	NA	NA	0.001118	0.0002562	NA	0.001139	0.00125	NA	"Bacteria>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteriaceae"
"Nitriliruptoria"	"C"	830	5	NA	NA	4	5	NA	4	4	NA	3	5	2	NA	0.001673	NA	NA	0.001556	0.001332	NA	0.001673	0.001491	NA	0.00116	0.001424	0.0008334	NA	"Bacteria>Actinobacteria"
"Nitriliruptorales"	"O"	834	4	NA	NA	3	4	NA	3	2	NA	3	4	2	NA	0.001255	NA	NA	0.001167	0.001066	NA	0.001255	0.0007454	NA	0.00116	0.001139	0.0008334	NA	"Bacteria>Actinobacteria>Nitriliruptoria"
"Nitriliruptoraceae"	"F"	835	4	NA	NA	3	4	NA	3	2	NA	3	4	2	NA	0.001255	NA	NA	0.001167	0.001066	NA	0.001255	0.0007454	NA	0.00116	0.001139	0.0008334	NA	"Bacteria>Actinobacteria>Nitriliruptoria>Nitriliruptorales"
"Euzebyales"	"O"	831	2	NA	NA	1	1	NA	1	2	NA	NA	1	NA	NA	0.0007454	NA	NA	0.0003891	0.0002664	NA	0.0004183	0.0007454	NA	NA	0.0002847	NA	NA	"Bacteria>Actinobacteria>Nitriliruptoria"
"Euzebyaceae"	"F"	832	2	NA	NA	1	1	NA	1	2	NA	NA	1	NA	NA	0.0007454	NA	NA	0.0003891	0.0002664	NA	0.0004183	0.0007454	NA	NA	0.0002847	NA	NA	"Bacteria>Actinobacteria>Nitriliruptoria>Euzebyales"
"uncultured"	"G"	14229	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003891	NA	NA	0.0003891	0.0002664	NA	NA	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Actinobacteria>Nitriliruptoria>Euzebyales>Euzebyaceae"
"MB-A2-108"	"C"	829	2	NA	NA	2	1	NA	NA	2	NA	NA	1	NA	NA	0.0007782	NA	NA	0.0007782	0.0002664	NA	NA	0.0007454	NA	NA	0.0002847	NA	NA	"Bacteria>Actinobacteria"
"Tychonema CCAP 1459-11B"	"G"	25443	27	NA	NA	4	NA	NA	NA	27	NA	1	1	NA	NA	0.01006	NA	NA	0.001556	NA	NA	NA	0.01006	NA	0.0003867	0.0002847	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Planktothrix NIVA-CYA 15"	"G"	25440	4	NA	NA	1	NA	NA	NA	1	NA	2	NA	4	NA	0.001667	NA	NA	0.0003891	NA	NA	NA	0.0003727	NA	0.0007734	NA	0.001667	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Chroococcidiopsaceae"	"F"	25276	7	NA	NA	5	6	NA	4	6	6	3	7	4	NA	0.002236	NA	NA	0.001946	0.001599	NA	0.001673	0.002236	0.001537	0.00116	0.001993	0.001667	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Chroococcidiopsis PCC 7203"	"G"	25280	7	NA	NA	5	6	NA	4	5	6	3	7	4	NA	0.001993	NA	NA	0.001946	0.001599	NA	0.001673	0.001864	0.001537	0.00116	0.001993	0.001667	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Chroococcidiopsaceae"
"Coleofasciculaceae"	"F"	25287	45	NA	NA	2	4	NA	3	45	NA	NA	3	2	NA	0.01677	NA	NA	0.0007782	0.001066	NA	0.001255	0.01677	NA	NA	0.0008542	0.0008334	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Coleofasciculus PCC-7420"	"G"	25289	45	NA	NA	1	3	NA	3	45	NA	NA	3	2	NA	0.01677	NA	NA	0.0003891	0.0007993	NA	0.001255	0.01677	NA	NA	0.0008542	0.0008334	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Coleofasciculaceae"
"Moorea 3L"	"G"	25294	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Coleofasciculaceae"
"Geitlerinemaceae"	"F"	25312	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0007782	NA	NA	0.0007782	NA	NA	NA	NA	NA	NA	NA	0.0004167	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Geitlerinema PCC-7105"	"G"	25313	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007782	NA	NA	0.0007782	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Geitlerinemaceae"
"Paraspirulinaceae"	"F"	25422	4	NA	NA	1	NA	NA	NA	NA	4	NA	NA	NA	NA	0.001025	NA	NA	0.0003891	NA	NA	NA	NA	0.001025	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"ESFC-1"	"G"	25423	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Paraspirulinaceae"
"Rubidibacteraceae"	"F"	25447	10	NA	NA	1	2	NA	8	4	1	10	1	1	NA	0.003867	NA	NA	0.0003891	0.0005329	NA	0.003347	0.001491	0.0002562	0.003867	0.0002847	0.0004167	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"uncultured"	"G"	25450	9	NA	NA	1	2	NA	8	4	1	9	1	1	NA	0.00348	NA	NA	0.0003891	0.0005329	NA	0.003347	0.001491	0.0002562	0.00348	0.0002847	0.0004167	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Rubidibacteraceae"
"Leptolyngbya ANT.L52.2"	"G"	25470	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Oxyphotobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"RD017"	"O"	25508	4	NA	NA	2	2	NA	1	NA	1	1	4	1	NA	0.001139	NA	NA	0.0007782	0.0005329	NA	0.0004183	NA	0.0002562	0.0003867	0.001139	0.0004167	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Eurycoccales"	"O"	25229	6	NA	NA	1	6	NA	NA	1	NA	1	2	1	NA	0.001599	NA	NA	0.0003891	0.001599	NA	NA	0.0003727	NA	0.0003867	0.0005695	0.0004167	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"uncultured"	"F"	25235	4	NA	NA	1	4	NA	NA	NA	NA	NA	2	1	NA	0.001066	NA	NA	0.0003891	0.001066	NA	NA	NA	NA	NA	0.0005695	0.0004167	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Eurycoccales"
"Leptolyngbyales"	"O"	25243	3	NA	NA	1	1	NA	NA	NA	1	1	3	1	NA	0.0008542	NA	NA	0.0003891	0.0002664	NA	NA	NA	0.0002562	0.0003867	0.0008542	0.0004167	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Leptolyngbyaceae"	"F"	25244	3	NA	NA	1	1	NA	NA	NA	1	1	3	1	NA	0.0008542	NA	NA	0.0003891	0.0002664	NA	NA	NA	0.0002562	0.0003867	0.0008542	0.0004167	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales"
"Pantanalinema CENA516"	"G"	25260	1	NA	NA	1	NA	NA	NA	NA	NA	1	1	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	0.0003867	0.0002847	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales>Leptolyngbyaceae"
"Pseudanabaenales"	"O"	25499	1	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	0.0003891	0.0002664	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Pseudanabaenaceae"	"F"	25500	1	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	0.0003891	0.0002664	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Pseudanabaenales"
"uncultured"	"G"	25506	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	0.0003891	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Pseudanabaenales>Pseudanabaenaceae"
"Synechococcales"	"O"	25510	48	NA	NA	1	1	NA	5	7	48	3	2	1	NA	0.0123	NA	NA	0.0003891	0.0002664	NA	0.002092	0.002609	0.0123	0.00116	0.0005695	0.0004167	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Synechococcales Incertae Sedis"	"F"	25523	32	NA	NA	1	NA	NA	2	NA	32	NA	NA	NA	NA	0.008199	NA	NA	0.0003891	NA	NA	0.0008367	NA	0.008199	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales"
"Schizothrix LEGE 07164"	"G"	25524	32	NA	NA	1	NA	NA	2	NA	32	NA	NA	NA	NA	0.008199	NA	NA	0.0003891	NA	NA	0.0008367	NA	0.008199	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Synechococcales&nbsp;Incertae&nbsp;Sedis"
"Sericytochromatia"	"C"	25536	9	NA	NA	7	6	NA	4	NA	9	2	3	6	NA	0.002724	NA	NA	0.002724	0.001599	NA	0.001673	NA	0.002306	0.0007734	0.0008542	0.0025	NA	"Bacteria>Cyanobacteria"
"Obscuribacterales"	"O"	1592	2	NA	NA	2	1	NA	1	1	NA	1	NA	NA	NA	0.0007782	NA	NA	0.0007782	0.0002664	NA	0.0004183	0.0003727	NA	0.0003867	NA	NA	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Vampirovibrionales"	"O"	1593	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"CPla-4 termite group"	"G"	25870	10	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003891	NA	NA	0.003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Pir4 lineage"	"G"	25875	17	NA	NA	4	17	NA	NA	1	NA	NA	9	NA	NA	0.004529	NA	NA	0.001556	0.004529	NA	NA	0.0003727	NA	NA	0.002563	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Blastopirellula"	"G"	25868	4	NA	NA	1	4	NA	2	NA	2	1	3	2	NA	0.001066	NA	NA	0.0003891	0.001066	NA	0.0008367	NA	0.0005124	0.0003867	0.0008542	0.0008334	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Rhodopirellula"	"G"	25877	3	NA	NA	1	3	NA	NA	NA	NA	1	NA	NA	NA	0.0007993	NA	NA	0.0003891	0.0007993	NA	NA	NA	NA	0.0003867	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Fimbriiglobus"	"G"	25853	6	NA	NA	6	NA	NA	NA	NA	NA	NA	6	NA	NA	0.002335	NA	NA	0.002335	NA	NA	NA	NA	NA	NA	0.001708	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"Gemmata"	"G"	25854	13	NA	NA	1	1	NA	1	2	NA	NA	13	2	NA	0.003702	NA	NA	0.0003891	0.0002664	NA	0.0004183	0.0007454	NA	NA	0.003702	0.0008334	NA	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"uncultured"	"F"	25897	17	NA	NA	3	13	NA	4	1	3	4	17	3	NA	0.004841	NA	NA	0.001167	0.003464	NA	0.001673	0.0003727	0.0007687	0.001547	0.004841	0.00125	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"Isosphaerales"	"O"	25858	21	NA	NA	7	6	NA	2	4	NA	NA	21	3	NA	0.00598	NA	NA	0.002724	0.001599	NA	0.0008367	0.001491	NA	NA	0.00598	0.00125	NA	"Bacteria>Planctomycetes>Planctomycetacia"
