"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC04.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC10.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC04.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC10.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Burkholderia ambifaria"	"S"	152480	6	NA	NA	1	NA	4	NA	NA	NA	NA	6	NA	0.006593	NA	NA	0.000613	NA	0.002057	NA	NA	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia sp. N1MM10"	"S"	314670	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. TSH27"	"S"	652755	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. YXA2-32"	"S"	1031363	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. PE-MO06"	"S"	1086530	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. b55"	"S"	1178659	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. PR5"	"S"	1208890	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. 2332"	"S"	1219690	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. UFLA01-733"	"S"	1825155	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Ralstonia solanacearum FQY_4"	"-"	1262456	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia>Ralstonia&nbsp;solanacearum"
"Ralstonia pseudosolanacearum"	"S"	1310165	4	NA	NA	1	NA	1	NA	NA	NA	NA	4	NA	0.004396	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Cupriavidus taiwanensis"	"S"	164546	2	NA	NA	1	NA	1	NA	NA	NA	NA	2	NA	0.002198	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus yeoncheonensis"	"S"	1462994	2	NA	NA	1	NA	1	NA	NA	NA	NA	2	NA	0.002198	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Achromobacter xylosoxidans NH44784-1996"	"-"	1167634	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter>Achromobacter&nbsp;xylosoxidans"
"Achromobacter sp. GGAR 35G"	"S"	1738501	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Alcaligenes sp. 77b"	"S"	290416	3	NA	NA	1	NA	1	NA	NA	NA	NA	3	NA	0.003297	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Alcaligenes sp. HT19"	"S"	466045	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Alcaligenes sp. b16"	"S"	503930	3	NA	NA	1	NA	3	NA	NA	NA	NA	2	NA	0.002198	NA	NA	0.000613	NA	0.001543	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Bordetella holmesii"	"S"	35814	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella holmesii 30539"	"-"	1247644	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella>Bordetella&nbsp;holmesii"
"environmental samples"	"-"	259267	2	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001028	NA	NA	0.000613	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"uncultured Bordetella sp."	"S"	296836	2	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001028	NA	NA	0.000613	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella>environmental&nbsp;samples"
"Bordetella sp. M-PS-GR1"	"S"	1659470	2	NA	NA	1	NA	2	NA	1	NA	NA	NA	NA	0.001028	NA	NA	0.000613	NA	0.001028	NA	0.0005497	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Advenella"	"G"	290425	3	NA	NA	1	NA	3	NA	NA	NA	NA	3	NA	0.003297	NA	NA	0.000613	NA	0.001543	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Tetrathiobacter sp. PG-2010-6"	"S"	935810	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Advenella"
"Pusillimonas"	"G"	305976	8	NA	NA	1	NA	7	NA	NA	NA	NA	8	NA	0.008791	NA	NA	0.000613	NA	0.003599	NA	NA	NA	NA	0.008791	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Pusillimonas sp. I-Bh37-12"	"S"	682707	7	NA	NA	1	NA	5	NA	NA	NA	NA	7	NA	0.007692	NA	NA	0.000613	NA	0.002571	NA	NA	NA	NA	0.007692	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Pusillimonas"
"Massilia sp. LCB71"	"S"	1095601	3	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	0.003297	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Telluria"	"G"	34069	6	NA	NA	1	NA	6	NA	NA	NA	NA	1	NA	0.003085	NA	NA	0.000613	NA	0.003085	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Telluria chitinolytica"	"S"	34070	6	NA	NA	1	NA	6	NA	NA	NA	NA	1	NA	0.003085	NA	NA	0.000613	NA	0.003085	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Telluria"
"Herminiimonas"	"G"	303379	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"environmental samples"	"-"	398329	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herminiimonas"
"uncultured Herminiimonas sp."	"S"	398330	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herminiimonas>environmental&nbsp;samples"
"Sphaerotilus"	"G"	34102	23	NA	NA	1	NA	10	NA	NA	NA	NA	23	NA	0.02527	NA	NA	0.000613	NA	0.005142	NA	NA	NA	NA	0.02527	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"environmental samples"	"-"	474983	2	NA	NA	1	NA	2	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	0.001028	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Sphaerotilus"
"uncultured Sphaerotilus sp."	"S"	474984	2	NA	NA	1	NA	2	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	0.001028	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Sphaerotilus>environmental&nbsp;samples"
"Aquincola amnicola"	"S"	1604025	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Aquincola"
"humic substances enrichment clone A13"	"S"	118420	10	NA	NA	3	NA	10	NA	NA	NA	NA	9	NA	0.00989	NA	NA	0.001839	NA	0.005142	NA	NA	NA	NA	0.00989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>environmental&nbsp;samples"
"uncultured bacterium mle1-19"	"S"	137398	2	NA	NA	2	NA	2	NA	1	NA	NA	2	NA	0.002198	NA	NA	0.001226	NA	0.001028	NA	0.0005497	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>environmental&nbsp;samples"
"uncultured bacterium SJA-109"	"S"	78964	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>environmental&nbsp;samples"
"beta proteobacterium enrichment culture clone DT-1993"	"S"	405505	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>environmental&nbsp;samples"
"Azoarcus toluvorans"	"S"	92002	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Zoogloeaceae>Azoarcus"
"Thauera chlorobenzoica"	"S"	96773	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Zoogloeaceae>Thauera"
"Quatrionicoccus"	"G"	138117	2	NA	NA	1	NA	1	NA	NA	NA	NA	2	NA	0.002198	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Azonexaceae"
"Quatrionicoccus australiensis"	"S"	138118	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Azonexaceae>Quatrionicoccus"
"Azonexus sp. RV5"	"S"	399345	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Azonexaceae>Azonexus"
"perchlorate-reducing bacterium PMC"	"S"	226928	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Rhodocyclaceae>unclassified&nbsp;Rhodocyclaceae"
"Rhodocyclus"	"G"	1064	2	NA	NA	1	NA	2	NA	NA	NA	NA	2	NA	0.002198	NA	NA	0.000613	NA	0.001028	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Rhodocyclaceae"
"Rhodocyclus purpureus"	"S"	1067	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Rhodocyclaceae>Rhodocyclus"
"Azovibrio sp. RV1"	"S"	399348	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Rhodocyclaceae>Azovibrio"
"Methylophilus leisingeri"	"S"	45393	6	NA	NA	1	NA	1	NA	NA	NA	NA	6	NA	0.006593	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>Methylophilus"
"Nitrosospira"	"G"	35798	5	NA	NA	1	NA	5	NA	NA	NA	NA	1	NA	0.002571	NA	NA	0.000613	NA	0.002571	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae"
"Nitrosospira sp. KAN8"	"S"	289541	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosospira"
"Thiobacillus thioparus"	"S"	931	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Thiobacillaceae>Thiobacillus"
"Thiobacillus sp. Q"	"S"	131078	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Thiobacillaceae>Thiobacillus"
"unclassified Nitrosomonadales"	"-"	1660158	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales"
"OM43 clade"	"-"	1233498	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>unclassified&nbsp;Nitrosomonadales"
"environmental samples"	"-"	1233499	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>unclassified&nbsp;Nitrosomonadales>OM43&nbsp;clade"
"uncultured OM43 clade bacterium"	"S"	1233500	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>unclassified&nbsp;Nitrosomonadales>OM43&nbsp;clade>environmental&nbsp;samples"
"beta proteobacterium PI_GH3.1.E2"	"S"	214729	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium HTCC304"	"S"	260338	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium 69"	"S"	697479	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23"	"S"	1797499	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"Aquaspirillum sp. R-22832"	"S"	288997	10	NA	NA	1	NA	10	NA	NA	NA	NA	5	NA	0.005494	NA	NA	0.000613	NA	0.005142	NA	NA	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Aquaspirillum"
"Vogesella fluminis"	"S"	1069161	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Vogesella"
"Leeia"	"G"	650341	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae"
"Paracoccus denitrificans"	"S"	266	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus denitrificans JCM 21484"	"-"	1302247	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus>Paracoccus&nbsp;denitrificans"
"Paracoccus sp. AS-37"	"S"	113028	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. GWS-BW-H72M"	"S"	261557	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. zf-IRht7"	"S"	354163	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. RA8"	"S"	559741	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus fistulariae"	"S"	658446	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus siganidrum"	"S"	1276757	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Rhodobacter blasticus"	"S"	1075	2	NA	NA	1	NA	1	NA	1	NA	NA	2	NA	0.002198	NA	NA	0.000613	NA	0.0005142	NA	0.0005497	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter sp. R7K3Z5"	"S"	520766	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter sp. AB300d"	"S"	983818	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter azollae"	"S"	1608946	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	NA	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacteraceae bacterium HE6"	"S"	679245	3	NA	NA	1	NA	3	NA	NA	NA	NA	NA	NA	0.001543	NA	NA	0.000613	NA	0.001543	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>unclassified&nbsp;Rhodobacteraceae"
