"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"Bacillus"	"G"	1386	10580	158	31	9	3	329	346	297	10580	1	90	221	30	1.029	0.045	0.0581	1.029	0.2187	0.03365	0.03566	0.03677	0.5992	0.1199	0.05821	0.02317	0.06033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Bacillus subtilis group"	"S"	653685	4047	50	7	5	1	31	21	23	4047	NA	19	23	3	0.5714	0.01424	0.01312	0.5714	0.07289	0.003171	0.002164	0.002847	0.2292	NA	0.01229	0.002412	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus subtilis"	"S"	1423	795	29	4	2	NA	12	7	11	795	NA	12	3	NA	0.2286	0.00826	0.007497	0.2286	NA	0.001227	0.0007214	0.001362	0.04502	NA	0.007761	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus subtilis subsp. subtilis"	"-"	135461	5	1	NA	NA	NA	NA	1	NA	5	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0001031	NA	0.0002832	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;subtilis"
"Bacillus licheniformis"	"S"	1402	722	8	1	1	NA	11	6	2	722	NA	2	6	1	0.1143	0.002279	0.001874	0.1143	NA	0.001125	0.0006184	0.0002476	0.04089	NA	0.001293	0.0006292	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus amyloliquefaciens group"	"S"	1938374	456	5	1	1	NA	2	1	4	456	NA	3	7	1	0.1143	0.001424	0.001874	0.1143	NA	0.0002046	0.0001031	0.0004952	0.02582	NA	0.00194	0.000734	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus amyloliquefaciens"	"S"	1390	314	4	NA	1	NA	NA	1	4	314	NA	3	5	1	0.1143	0.001139	NA	0.1143	NA	NA	0.0001031	0.0004952	0.01778	NA	0.00194	0.0005243	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group"
"Bacillus velezensis"	"S"	492670	142	1	1	NA	NA	2	NA	NA	142	NA	NA	2	NA	0.008042	0.0002848	0.001874	NA	NA	0.0002046	NA	NA	0.008042	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group"
"Bacillus tequilensis"	"S"	227866	30	2	NA	NA	NA	NA	NA	2	30	NA	2	1	NA	0.001699	0.0005696	NA	NA	NA	NA	NA	0.0002476	0.001699	NA	0.001293	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus vallismortis"	"S"	72361	412	1	NA	NA	NA	1	NA	NA	412	NA	NA	NA	NA	0.02333	0.0002848	NA	NA	NA	0.0001023	NA	NA	0.02333	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus sonorensis"	"S"	119858	14	1	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	0.0007928	0.0002848	NA	NA	NA	NA	NA	NA	0.0007928	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus sp. M110(2010)"	"S"	794955	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus cereus group"	"S"	86661	95	15	4	NA	NA	57	95	68	53	NA	8	7	NA	0.009791	0.004272	0.007497	NA	NA	0.00583	0.009791	0.008418	0.003001	NA	0.005174	0.000734	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus cereus"	"S"	1396	34	8	4	NA	NA	3	3	2	34	NA	3	4	NA	0.007497	0.002279	0.007497	NA	NA	0.0003069	0.0003092	0.0002476	0.001925	NA	0.00194	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus cereus VD115"	"-"	1053230	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group>Bacillus&nbsp;cereus"
"Bacillus anthracis"	"S"	1392	11	3	NA	NA	NA	2	1	4	11	NA	2	2	NA	0.001293	0.0008544	NA	NA	NA	0.0002046	0.0001031	0.0004952	0.0006229	NA	0.001293	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus thuringiensis"	"S"	1428	91	3	NA	NA	NA	52	91	62	2	NA	3	1	NA	0.009379	0.0008544	NA	NA	NA	0.005319	0.009379	0.007675	0.0001133	NA	0.00194	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus pumilus"	"S"	1408	380	7	1	NA	NA	19	11	32	380	NA	1	31	4	0.02152	0.001994	0.001874	NA	NA	0.001943	0.001134	0.003961	0.02152	NA	0.0006467	0.003251	0.008044	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus flexus"	"S"	86664	7	7	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	1	0.002011	0.001994	NA	NA	NA	NA	NA	NA	0.0002265	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"environmental samples"	"-"	65119	847	6	NA	NA	NA	21	15	19	847	NA	6	16	1	0.04797	0.001709	NA	NA	NA	0.002148	0.001546	0.002352	0.04797	NA	0.00388	0.001678	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"uncultured Bacillus sp."	"S"	83428	844	5	NA	NA	NA	21	15	19	844	NA	6	16	1	0.0478	0.001424	NA	NA	NA	0.002148	0.001546	0.002352	0.0478	NA	0.00388	0.001678	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>environmental&nbsp;samples"
"Bacillus sp. mixed culture X1-15F"	"S"	1717954	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>environmental&nbsp;samples"
"Bacillus firmus"	"S"	1399	4	4	NA	1	NA	NA	NA	2	NA	NA	1	1	2	0.1143	0.001139	NA	0.1143	NA	NA	NA	0.0002476	NA	NA	0.0006467	0.0001049	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus megaterium"	"S"	1404	5	4	NA	NA	NA	NA	4	4	5	NA	2	NA	2	0.004022	0.001139	NA	NA	NA	NA	0.0004123	0.0004952	0.0002832	NA	0.001293	NA	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus endophyticus"	"S"	135735	4	4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.001139	0.001139	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. SK3-4"	"S"	1386481	3	3	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0008544	0.0008544	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. (in: Bacteria)"	"S"	1409	102	2	2	NA	1	12	19	9	102	NA	1	4	NA	0.07289	0.0005696	0.003749	NA	0.07289	0.001227	0.001958	0.001114	0.005776	NA	0.0006467	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus clausii"	"S"	79880	2	2	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	0.0006467	0.0005696	NA	NA	NA	NA	NA	NA	0.0001133	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus nealsonii"	"S"	115979	48	2	NA	NA	NA	12	14	16	33	NA	NA	48	NA	0.005033	0.0005696	NA	NA	NA	0.001227	0.001443	0.001981	0.001869	NA	NA	0.005033	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus circulans"	"S"	1397	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus halodurans"	"S"	86665	2	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0002061	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus marisflavi"	"S"	189381	2	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	0.0001133	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus senegalensis"	"S"	209463	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus drentensis"	"S"	220684	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	0.0001238	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus bogoriensis"	"S"	246272	6	1	NA	NA	NA	3	5	1	6	NA	NA	1	NA	0.0005153	0.0002848	NA	NA	NA	0.0003069	0.0005153	0.0001238	0.0003398	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus indicus"	"S"	246786	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus foraminis"	"S"	279826	2	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	0.0001133	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus herbersteinensis"	"S"	283816	61	1	NA	NA	NA	2	1	6	61	NA	NA	2	1	0.003455	0.0002848	NA	NA	NA	0.0002046	0.0001031	0.0007427	0.003455	NA	NA	0.0002097	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. NHTS-19"	"S"	309157	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001874	0.0002848	0.001874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. GTB-35"	"S"	311324	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. Am 13"	"S"	330278	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. LL2"	"S"	451510	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. S165"	"S"	471172	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. D2(2007b)"	"S"	484490	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. R-31126"	"S"	484591	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. 1.046"	"S"	493414	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. ZZ-2008"	"S"	541094	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. IGCAR-21/08"	"S"	552372	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. LAMI 012"	"S"	573865	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. SGb105"	"S"	934346	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. SD14-2"	"S"	1206562	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus thermocopriae"	"S"	1215031	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. QRT-23"	"S"	1243156	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.002011	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. 3MA3"	"S"	1267379	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. EWB-2"	"S"	1268779	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. CS8(2013)"	"S"	1324933	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. TA_AJ1"	"S"	1472788	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. KT125"	"S"	1491637	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. BAB-2598"	"S"	1497260	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. CT-3"	"S"	1634996	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. RKAG-04"	"S"	1653747	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. A16ZZ"	"S"	1655060	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. BAB-5136"	"S"	1663580	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. MYb78"	"S"	1827288	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. sp. D-65-1"	"S"	1855425	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	0.0001023	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Geobacillus"	"G"	129337	53	8	1	NA	NA	2	NA	1	53	NA	1	3	1	0.003001	0.002279	0.001874	NA	NA	0.0002046	NA	0.0001238	0.003001	NA	0.0006467	0.0003146	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Geobacillus stearothermophilus"	"S"	1422	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus thermodenitrificans"	"S"	33940	1	1	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	0.001874	0.0002848	0.001874	NA	NA	0.0001023	NA	NA	5.663e-05	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"environmental samples"	"-"	228951	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	5.663e-05	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"uncultured Geobacillus sp."	"S"	228952	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus>environmental&nbsp;samples"
"Geobacillus sp. TC-W1"	"S"	539239	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus sp. V2W70BlkII"	"S"	683742	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus sp. HBB283"	"S"	1291121	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
