"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"LD1-PA32"	"C"	14326	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chlamydiae"
"Kiritimatiellaeota"	"P"	25707	14	2	NA	4	NA	14	NA	NA	NA	NA	1	NA	0.007198	0.0009973	NA	0.002452	NA	0.007198	NA	NA	NA	NA	0.001099	NA	"Bacteria"
"Kiritimatiellae"	"C"	25708	14	2	NA	4	NA	14	NA	NA	NA	NA	1	NA	0.007198	0.0009973	NA	0.002452	NA	0.007198	NA	NA	NA	NA	0.001099	NA	"Bacteria>Kiritimatiellaeota"
"WCHB1-41"	"O"	25715	10	2	NA	4	NA	10	NA	NA	NA	NA	1	NA	0.005142	0.0009973	NA	0.002452	NA	0.005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Kiritimatiellaeota>Kiritimatiellae"
"Rokubacteria"	"P"	26887	2	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	0.0009973	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"Bacteria"
"NC10"	"C"	26888	2	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	0.0009973	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"Bacteria>Rokubacteria"
"Methylomirabilales"	"O"	26889	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"Bacteria>Rokubacteria>NC10"
"Methylomirabilaceae"	"F"	26890	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales"
"Candidatus Methylomirabilis"	"G"	26891	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales>Methylomirabilaceae"
"Rokubacteriales"	"O"	26897	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Rokubacteria>NC10"
"WPS-2"	"P"	27010	3	2	NA	3	NA	NA	NA	NA	NA	NA	1	NA	0.001839	0.0009973	NA	0.001839	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria"
"Acetothermia"	"P"	11130	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.001226	0.0009973	NA	0.001226	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Acetothermiia"	"C"	24412	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.001226	0.0009973	NA	0.001226	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acetothermia"
"Aquificae"	"P"	871	2	2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0009973	NA	0.000613	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria"
"Aquificae"	"C"	872	2	2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0009973	NA	0.000613	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria>Aquificae"
"Aquificales"	"O"	873	2	2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0009973	NA	0.000613	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria>Aquificae>Aquificae"
"Aquificaceae"	"F"	874	2	2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0009973	NA	0.000613	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria>Aquificae>Aquificae>Aquificales"
"Hydrogenobacter"	"G"	877	2	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0009973	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria>Aquificae>Aquificae>Aquificales>Aquificaceae"
"Lentisphaerae"	"P"	2238	11	2	NA	1	NA	11	NA	1	NA	NA	10	NA	0.01099	0.0009973	NA	0.000613	NA	0.005656	NA	0.0005497	NA	NA	0.01099	NA	"Bacteria"
"Lentisphaeria"	"C"	2250	8	2	NA	NA	NA	6	NA	1	NA	NA	8	NA	0.008791	0.0009973	NA	NA	NA	0.003085	NA	0.0005497	NA	NA	0.008791	NA	"Bacteria>Lentisphaerae"
"Victivallales"	"O"	2254	3	2	NA	NA	NA	3	NA	1	NA	NA	3	NA	0.003297	0.0009973	NA	NA	NA	0.001543	NA	0.0005497	NA	NA	0.003297	NA	"Bacteria>Lentisphaerae>Lentisphaeria"
"Victivallaceae"	"F"	2255	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"Victivallis"	"G"	2256	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales>Victivallaceae"
"Modulibacteria"	"P"	25727	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria"
"Moduliflexia"	"C"	25728	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Modulibacteria"
"Moduliflexales"	"O"	25729	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Modulibacteria>Moduliflexia"
"Moduliflexaceae"	"F"	25730	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Modulibacteria>Moduliflexia>Moduliflexales"
"FBP"	"P"	14342	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria"
"Calditrichaeota"	"P"	25102	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria"
"Calditrichia"	"C"	25103	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Calditrichaeota"
"Calditrichales"	"O"	25104	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Calditrichaeota>Calditrichia"
"Calditrichaceae"	"F"	25105	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales"
"Aegiribacteria"	"P"	24571	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"WS2"	"P"	14742	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria"
"WS1"	"P"	14741	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria"
"LCP-89"	"P"	11402	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Hydrogenedentes"	"P"	11400	5	1	NA	2	NA	3	NA	NA	NA	NA	5	NA	0.005494	0.0004986	NA	0.001226	NA	0.001543	NA	NA	NA	NA	0.005494	NA	"Bacteria"
"Hydrogenedentia"	"C"	25702	5	1	NA	2	NA	3	NA	NA	NA	NA	5	NA	0.005494	0.0004986	NA	0.001226	NA	0.001543	NA	NA	NA	NA	0.005494	NA	"Bacteria>Hydrogenedentes"
"Hydrogenedentiales"	"O"	25703	5	1	NA	2	NA	3	NA	NA	NA	NA	5	NA	0.005494	0.0004986	NA	0.001226	NA	0.001543	NA	NA	NA	NA	0.005494	NA	"Bacteria>Hydrogenedentes>Hydrogenedentia"
"Hydrogenedensaceae"	"F"	25704	5	1	NA	2	NA	3	NA	NA	NA	NA	5	NA	0.005494	0.0004986	NA	0.001226	NA	0.001543	NA	NA	NA	NA	0.005494	NA	"Bacteria>Hydrogenedentes>Hydrogenedentia>Hydrogenedentiales"
"Synergistetes"	"P"	3898	3	1	NA	2	NA	1	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	0.001226	NA	0.0005142	NA	NA	NA	NA	0.003297	NA	"Bacteria"
"Synergistia"	"C"	3899	3	1	NA	2	NA	1	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	0.001226	NA	0.0005142	NA	NA	NA	NA	0.003297	NA	"Bacteria>Synergistetes"
"Synergistales"	"O"	3900	3	1	NA	2	NA	1	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	0.001226	NA	0.0005142	NA	NA	NA	NA	0.003297	NA	"Bacteria>Synergistetes>Synergistia"
"Synergistaceae"	"F"	3901	3	1	NA	2	NA	1	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	0.001226	NA	0.0005142	NA	NA	NA	NA	0.003297	NA	"Bacteria>Synergistetes>Synergistia>Synergistales"
"Aminobacterium"	"G"	3904	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Calescamantes"	"P"	11225	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Calescibacteriia"	"C"	25110	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Calescamantes"
"Calescibacteriales"	"O"	25111	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Calescamantes>Calescibacteriia"
"Calescibacteriaceae"	"F"	25112	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Calescamantes>Calescibacteriia>Calescibacteriales"
"Eukaryota"	"D"	4	7	5	5	7	3	5	1	6	NA	1	2	5	2.717	0.002493	0.06781	0.004291	1.875	0.002571	0.6757	0.003298	NA	1.754	0.002198	2.717	"root"
"Opisthokonta"	"-"	6428	4	3	3	4	2	2	NA	NA	NA	1	1	3	1.754	0.001496	0.04068	0.002452	1.25	0.001028	NA	NA	NA	1.754	0.001099	1.63	"Eukaryota"
"Holozoa"	"D"	6430	4	3	3	4	1	2	NA	NA	NA	1	1	3	1.754	0.001496	0.04068	0.002452	0.625	0.001028	NA	NA	NA	1.754	0.001099	1.63	"Eukaryota>Opisthokonta"
"Metazoa (Animalia)"	"K"	12882	4	3	3	4	1	2	NA	NA	NA	1	1	3	1.754	0.001496	0.04068	0.002452	0.625	0.001028	NA	NA	NA	1.754	0.001099	1.63	"Eukaryota>Opisthokonta>Holozoa"
"Eumetazoa"	"-"	12883	4	3	3	4	1	2	NA	NA	NA	1	1	3	1.754	0.001496	0.04068	0.002452	0.625	0.001028	NA	NA	NA	1.754	0.001099	1.63	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)"
"Bilateria"	"-"	12884	4	3	3	4	1	2	NA	NA	NA	1	1	3	1.754	0.001496	0.04068	0.002452	0.625	0.001028	NA	NA	NA	1.754	0.001099	1.63	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa"
"Chordata"	"-"	13104	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Vertebrata"	"P"	13120	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
"Gnathostomata"	"-"	13126	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata"
"Euteleostomi"	"-"	13134	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata"
"Actinopterygii"	"C"	13135	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Neopterygii"	"-"	13138	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii"
"Teleostei"	"-"	13141	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii>Neopterygii"
"Platyhelminthes"	"P"	13286	3	1	2	3	1	1	NA	NA	NA	1	1	3	1.754	0.0004986	0.02712	0.001839	0.625	0.0005142	NA	NA	NA	1.754	0.001099	1.63	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Cestoda"	"C"	13290	3	1	2	3	1	1	NA	NA	NA	1	1	3	1.754	0.0004986	0.02712	0.001839	0.625	0.0005142	NA	NA	NA	1.754	0.001099	1.63	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes"
"Eucestoda"	"-"	13294	3	1	2	3	NA	NA	NA	NA	NA	1	1	3	1.754	0.0004986	0.02712	0.001839	NA	NA	NA	NA	NA	1.754	0.001099	1.63	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda"
"Cyclophyllidea"	"O"	13298	3	1	1	3	NA	NA	NA	NA	NA	1	1	2	1.754	0.0004986	0.01356	0.001839	NA	NA	NA	NA	NA	1.754	0.001099	1.087	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Archaeplastida"	"-"	4152	5	1	NA	3	1	1	NA	5	NA	NA	NA	1	0.625	0.0004986	NA	0.001839	0.625	0.0005142	NA	0.002748	NA	NA	NA	0.5435	"Eukaryota"
"Chloroplastida"	"K"	4153	5	1	NA	3	1	1	NA	5	NA	NA	NA	1	0.625	0.0004986	NA	0.001839	0.625	0.0005142	NA	0.002748	NA	NA	NA	0.5435	"Eukaryota>Archaeplastida"
"Charophyta"	"-"	4154	5	1	NA	3	1	1	NA	5	NA	NA	NA	1	0.625	0.0004986	NA	0.001839	0.625	0.0005142	NA	0.002748	NA	NA	NA	0.5435	"Eukaryota>Archaeplastida>Chloroplastida"
"Phragmoplastophyta"	"P"	4161	5	1	NA	3	1	1	NA	5	NA	NA	NA	1	0.625	0.0004986	NA	0.001839	0.625	0.0005142	NA	0.002748	NA	NA	NA	0.5435	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta"
"Streptophyta"	"-"	4165	5	1	NA	3	1	1	NA	5	NA	NA	NA	1	0.625	0.0004986	NA	0.001839	0.625	0.0005142	NA	0.002748	NA	NA	NA	0.5435	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta"
"Embryophyta"	"C"	4172	5	1	NA	3	1	1	NA	5	NA	NA	NA	1	0.625	0.0004986	NA	0.001839	0.625	0.0005142	NA	0.002748	NA	NA	NA	0.5435	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta"
"Tracheophyta"	"-"	4307	5	1	NA	3	1	1	NA	5	NA	NA	NA	1	0.625	0.0004986	NA	0.001839	0.625	0.0005142	NA	0.002748	NA	NA	NA	0.5435	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta"
"Spermatophyta"	"-"	4372	5	1	NA	3	1	1	NA	5	NA	NA	NA	1	0.625	0.0004986	NA	0.001839	0.625	0.0005142	NA	0.002748	NA	NA	NA	0.5435	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta"
"Magnoliophyta"	"-"	4432	5	1	NA	3	1	1	NA	5	NA	NA	NA	1	0.625	0.0004986	NA	0.001839	0.625	0.0005142	NA	0.002748	NA	NA	NA	0.5435	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta"
"Malpighiales"	"O"	5034	4	1	NA	1	1	1	NA	4	NA	NA	NA	1	0.625	0.0004986	NA	0.000613	0.625	0.0005142	NA	0.002199	NA	NA	NA	0.5435	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta"
"Populus"	"G"	5221	4	1	NA	1	1	1	NA	4	NA	NA	NA	1	0.625	0.0004986	NA	0.000613	0.625	0.0005142	NA	0.002199	NA	NA	NA	0.5435	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta>Malpighiales"
"SAR"	"-"	8770	2	1	2	NA	NA	1	NA	1	NA	NA	1	NA	0.02712	0.0004986	0.02712	NA	NA	0.0005142	NA	0.0005497	NA	NA	0.001099	NA	"Eukaryota"
"Rhizaria"	"K"	9387	1	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	0.01356	0.0004986	0.01356	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"Eukaryota>SAR"
"Retaria"	"P"	9540	1	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	0.01356	0.0004986	0.01356	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"Eukaryota>SAR>Rhizaria"
"Foraminifera"	"C"	9562	1	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	0.01356	0.0004986	0.01356	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"Eukaryota>SAR>Rhizaria>Retaria"
"Globothalamea"	"O"	9563	1	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	0.01356	0.0004986	0.01356	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"Eukaryota>SAR>Rhizaria>Retaria>Foraminifera"
"Rotaliida"	"F"	9564	1	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	0.01356	0.0004986	0.01356	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"Eukaryota>SAR>Rhizaria>Retaria>Foraminifera>Globothalamea"
"Anomalinidae"	"-"	28794	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Rhizaria>Retaria>Foraminifera>Globothalamea>Rotaliida"
"Cibicidoides"	"G"	28795	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Rhizaria>Retaria>Foraminifera>Globothalamea>Rotaliida>Anomalinidae"
"Verminephrobacter"	"G"	26463	31	NA	2	2	NA	31	NA	NA	NA	NA	21	NA	0.02712	NA	0.02712	0.001226	NA	0.01594	NA	NA	NA	NA	0.02308	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalicibacterium"	"G"	26422	12	NA	1	NA	NA	12	NA	NA	NA	NA	9	NA	0.01356	NA	0.01356	NA	NA	0.00617	NA	NA	NA	NA	0.00989	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Zhizhongheella"	"G"	26467	1	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA	0.01356	NA	0.01356	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"C39"	"G"	26560	10	NA	1	1	NA	NA	NA	NA	NA	NA	10	NA	0.01356	NA	0.01356	0.000613	NA	NA	NA	NA	NA	NA	0.01099	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"uncultured"	"O"	14692	7	NA	1	NA	NA	2	NA	1	NA	NA	7	NA	0.01356	NA	0.01356	NA	NA	0.001028	NA	0.0005497	NA	NA	0.007692	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"OM60(NOR5) clade"	"G"	11534	10	NA	1	2	NA	10	NA	NA	NA	NA	1	NA	0.01356	NA	0.01356	0.001226	NA	0.005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Rhodobaca"	"G"	2623	1	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA	0.01356	NA	0.01356	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pelagicola"	"G"	2609	2	NA	1	NA	NA	2	NA	NA	NA	NA	1	NA	0.01356	NA	0.01356	NA	NA	0.001028	NA	NA	NA	NA	0.001099	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Xuhuaishuia"	"G"	26176	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01356	NA	0.01356	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Insolitispirillum"	"G"	2730	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01356	NA	0.01356	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Desulfofustis"	"G"	3142	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01356	NA	0.01356	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"SAR324 clade(Marine group B)"	"O"	3247	7	NA	1	NA	NA	3	NA	NA	NA	NA	7	NA	0.01356	NA	0.01356	NA	NA	0.001543	NA	NA	NA	NA	0.007692	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Alicyclobacillaceae"	"F"	1675	2	NA	1	NA	NA	2	NA	2	NA	NA	1	NA	0.01356	NA	0.01356	NA	NA	0.001028	NA	0.001099	NA	NA	0.001099	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Acidibacillus"	"G"	14349	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.01356	NA	0.01356	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Tyzzerella 3"	"G"	11335	2	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	0.01356	NA	0.01356	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Candidatus Falkowbacteria"	"O"	25755	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01356	NA	0.01356	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>ABY1"
"uncultured"	"G"	25158	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.01356	NA	0.01356	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexaceae"
"Pir4 lineage"	"G"	25875	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01356	NA	0.01356	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Halanaerobiaeota"	"P"	25682	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.01356	NA	0.01356	NA	NA	NA	NA	0.0005497	NA	NA	NA	NA	"Bacteria"
"Halanaerobiia"	"C"	25683	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.01356	NA	0.01356	NA	NA	NA	NA	0.0005497	NA	NA	NA	NA	"Bacteria>Halanaerobiaeota"
