"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"Microlunatus"	"G"	724	10	10	NA	6	NA	6	NA	1	NA	NA	1	NA	0.005058	0.005058	NA	0.00371	NA	0.003237	NA	0.0005573	NA	NA	0.001195	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Cutibacterium"	"G"	24519	11	5	NA	1	NA	2	NA	NA	NA	NA	11	NA	0.01315	0.002529	NA	0.0006184	NA	0.001079	NA	NA	NA	NA	0.01315	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Micropruina"	"G"	725	2	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	0.001012	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"uncultured"	"G"	734	2	2	NA	1	NA	2	NA	NA	NA	NA	2	NA	0.00239	0.001012	NA	0.0006184	NA	0.001079	NA	NA	NA	NA	0.00239	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Nocardioidaceae"	"F"	705	19	9	NA	3	NA	4	NA	NA	NA	NA	19	NA	0.02271	0.004552	NA	0.001855	NA	0.002158	NA	NA	NA	NA	0.02271	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales"
"Nocardioides"	"G"	711	6	5	NA	2	NA	2	NA	NA	NA	NA	6	NA	0.007171	0.002529	NA	0.001237	NA	0.001079	NA	NA	NA	NA	0.007171	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Marmoricola"	"G"	710	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001012	0.001012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"uncultured"	"G"	713	9	1	NA	1	NA	2	NA	NA	NA	NA	9	NA	0.01076	0.0005058	NA	0.0006184	NA	0.001079	NA	NA	NA	NA	0.01076	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Aeromicrobium"	"G"	707	3	1	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003585	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	0.003585	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Corynebacteriales"	"O"	447	27	13	3	7	NA	8	NA	4	NA	NA	27	NA	0.04248	0.006575	0.04248	0.004329	NA	0.004315	NA	0.002229	NA	NA	0.03227	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Corynebacteriaceae"	"F"	448	10	6	1	1	NA	6	NA	3	NA	NA	10	NA	0.01416	0.003035	0.01416	0.0006184	NA	0.003237	NA	0.001672	NA	NA	0.01195	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Corynebacterium 1"	"G"	11143	7	4	1	1	NA	4	NA	1	NA	NA	7	NA	0.01416	0.002023	0.01416	0.0006184	NA	0.002158	NA	0.0005573	NA	NA	0.008366	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae"
"Corynebacterium"	"G"	449	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00239	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	0.00239	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae"
"Nocardiaceae"	"F"	460	10	5	NA	1	NA	2	NA	1	NA	NA	10	NA	0.01195	0.002529	NA	0.0006184	NA	0.001079	NA	0.0005573	NA	NA	0.01195	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Rhodococcus"	"G"	464	8	4	NA	1	NA	1	NA	1	NA	NA	8	NA	0.009561	0.002023	NA	0.0006184	NA	0.0005394	NA	0.0005573	NA	NA	0.009561	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Gordonia"	"G"	461	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Mycobacteriaceae"	"F"	457	6	2	2	4	NA	NA	NA	NA	NA	NA	6	NA	0.02832	0.001012	0.02832	0.002474	NA	NA	NA	NA	NA	NA	0.007171	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Mycobacterium"	"G"	459	6	2	2	4	NA	NA	NA	NA	NA	NA	6	NA	0.02832	0.001012	0.02832	0.002474	NA	NA	NA	NA	NA	NA	0.007171	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"Micromonosporales"	"O"	672	8	3	NA	2	NA	2	NA	NA	NA	NA	8	NA	0.009561	0.001517	NA	0.001237	NA	0.001079	NA	NA	NA	NA	0.009561	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Micromonosporaceae"	"F"	673	8	3	NA	2	NA	2	NA	NA	NA	NA	8	NA	0.009561	0.001517	NA	0.001237	NA	0.001079	NA	NA	NA	NA	0.009561	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales"
"Dactylosporangium"	"G"	682	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.001012	0.001012	NA	0.0006184	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Actinoplanes"	"G"	675	4	1	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004781	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	0.004781	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Actinomycetales"	"O"	420	3	3	1	2	NA	1	NA	NA	NA	NA	3	NA	0.01416	0.001517	0.01416	0.001237	NA	0.0005394	NA	NA	NA	NA	0.003585	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Actinomycetales Incertae Sedis"	"F"	14204	3	3	1	NA	NA	1	NA	NA	NA	NA	1	NA	0.01416	0.001517	0.01416	NA	NA	0.0005394	NA	NA	NA	NA	0.001195	NA	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales"
"Candidatus Ancillula"	"G"	14205	3	3	1	NA	NA	1	NA	NA	NA	NA	1	NA	0.01416	0.001517	0.01416	NA	NA	0.0005394	NA	NA	NA	NA	0.001195	NA	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetales&nbsp;Incertae&nbsp;Sedis"
"Streptosporangiales"	"O"	770	7	2	NA	2	NA	3	NA	NA	NA	NA	7	NA	0.008366	0.001012	NA	0.001237	NA	0.001618	NA	NA	NA	NA	0.008366	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Nocardiopsaceae"	"F"	772	3	2	NA	NA	NA	2	NA	NA	NA	NA	3	NA	0.003585	0.001012	NA	NA	NA	0.001079	NA	NA	NA	NA	0.003585	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nocardiopsis"	"G"	777	3	2	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.003585	0.001012	NA	NA	NA	0.0005394	NA	NA	NA	NA	0.003585	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"PeM15"	"O"	703	10	1	NA	1	NA	1	NA	NA	NA	NA	10	NA	0.01195	0.0005058	NA	0.0006184	NA	0.0005394	NA	NA	NA	NA	0.01195	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Bifidobacteriales"	"O"	432	3	1	1	NA	NA	1	NA	1	NA	NA	3	NA	0.01416	0.0005058	0.01416	NA	NA	0.0005394	NA	0.0005573	NA	NA	0.003585	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Bifidobacteriaceae"	"F"	433	3	1	1	NA	NA	1	NA	1	NA	NA	3	NA	0.01416	0.0005058	0.01416	NA	NA	0.0005394	NA	0.0005573	NA	NA	0.003585	NA	"Bacteria>Actinobacteria>Actinobacteria>Bifidobacteriales"
"Bifidobacterium"	"G"	436	3	1	1	NA	NA	NA	NA	1	NA	NA	3	NA	0.01416	0.0005058	0.01416	NA	NA	NA	NA	0.0005573	NA	NA	0.003585	NA	"Bacteria>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae"
"Acidimicrobiia"	"C"	401	76	44	NA	19	NA	32	NA	NA	NA	NA	76	NA	0.09083	0.02225	NA	0.01175	NA	0.01726	NA	NA	NA	NA	0.09083	NA	"Bacteria>Actinobacteria"
"Microtrichales"	"O"	24483	66	38	NA	18	NA	25	NA	NA	NA	NA	66	NA	0.07888	0.01922	NA	0.01113	NA	0.01349	NA	NA	NA	NA	0.07888	NA	"Bacteria>Actinobacteria>Acidimicrobiia"
"Ilumatobacteraceae"	"F"	24486	47	22	NA	10	NA	21	NA	NA	NA	NA	47	NA	0.05617	0.01113	NA	0.006184	NA	0.01133	NA	NA	NA	NA	0.05617	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"CL500-29 marine group"	"G"	24487	27	17	NA	6	NA	4	NA	NA	NA	NA	27	NA	0.03227	0.008598	NA	0.00371	NA	0.002158	NA	NA	NA	NA	0.03227	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"Ilumatobacter"	"G"	24488	14	4	NA	NA	NA	14	NA	NA	NA	NA	11	NA	0.01315	0.002023	NA	NA	NA	0.007552	NA	NA	NA	NA	0.01315	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"uncultured"	"G"	24489	7	1	NA	3	NA	3	NA	NA	NA	NA	7	NA	0.008366	0.0005058	NA	0.001855	NA	0.001618	NA	NA	NA	NA	0.008366	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"Microtrichaceae"	"F"	24490	13	13	NA	6	NA	1	NA	NA	NA	NA	9	NA	0.01076	0.006575	NA	0.00371	NA	0.0005394	NA	NA	NA	NA	0.01076	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"uncultured"	"G"	24494	5	5	NA	3	NA	1	NA	NA	NA	NA	2	NA	0.002529	0.002529	NA	0.001855	NA	0.0005394	NA	NA	NA	NA	0.00239	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"IMCC26207"	"G"	24492	5	5	NA	2	NA	NA	NA	NA	NA	NA	4	NA	0.004781	0.002529	NA	0.001237	NA	NA	NA	NA	NA	NA	0.004781	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"Sva0996 marine group"	"G"	24493	2	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00239	0.001012	NA	NA	NA	NA	NA	NA	NA	NA	0.00239	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"uncultured"	"F"	24495	2	2	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.00239	0.001012	NA	NA	NA	0.0005394	NA	NA	NA	NA	0.00239	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"Iamiaceae"	"F"	24484	6	1	NA	1	NA	2	NA	NA	NA	NA	6	NA	0.007171	0.0005058	NA	0.0006184	NA	0.001079	NA	NA	NA	NA	0.007171	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"Iamia"	"G"	24485	6	1	NA	1	NA	2	NA	NA	NA	NA	6	NA	0.007171	0.0005058	NA	0.0006184	NA	0.001079	NA	NA	NA	NA	0.007171	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Iamiaceae"
"uncultured"	"O"	24496	4	4	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.002023	0.002023	NA	NA	NA	0.001079	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Acidimicrobiia"
"IMCC26256"	"O"	24482	5	1	NA	NA	NA	3	NA	NA	NA	NA	5	NA	0.005976	0.0005058	NA	NA	NA	0.001618	NA	NA	NA	NA	0.005976	NA	"Bacteria>Actinobacteria>Acidimicrobiia"
"Actinomarinales"	"O"	24478	5	1	NA	1	NA	2	NA	NA	NA	NA	5	NA	0.005976	0.0005058	NA	0.0006184	NA	0.001079	NA	NA	NA	NA	0.005976	NA	"Bacteria>Actinobacteria>Acidimicrobiia"
"Actinomarinaceae"	"F"	24479	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005394	0.0005058	NA	NA	NA	0.0005394	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Actinomarinales"
"Candidatus Actinomarina"	"G"	24480	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005394	0.0005058	NA	NA	NA	0.0005394	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Actinomarinales>Actinomarinaceae"
"Thermoleophilia"	"C"	844	19	19	1	12	NA	5	NA	1	NA	NA	18	NA	0.02151	0.00961	0.01416	0.007421	NA	0.002697	NA	0.0005573	NA	NA	0.02151	NA	"Bacteria>Actinobacteria"
"Solirubrobacterales"	"O"	849	13	13	1	9	NA	3	NA	NA	NA	NA	8	NA	0.01416	0.006575	0.01416	0.005565	NA	0.001618	NA	NA	NA	NA	0.009561	NA	"Bacteria>Actinobacteria>Thermoleophilia"
"67-14"	"F"	24563	10	10	1	8	NA	3	NA	NA	NA	NA	5	NA	0.01416	0.005058	0.01416	0.004947	NA	0.001618	NA	NA	NA	NA	0.005976	NA	"Bacteria>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Solirubrobacteraceae"	"F"	863	3	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003585	0.001517	NA	NA	NA	NA	NA	NA	NA	NA	0.003585	NA	"Bacteria>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Conexibacter"	"G"	24564	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001517	0.001517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Thermoleophilia>Solirubrobacterales>Solirubrobacteraceae"
"Gaiellales"	"O"	845	10	6	NA	3	NA	2	NA	1	NA	NA	10	NA	0.01195	0.003035	NA	0.001855	NA	0.001079	NA	0.0005573	NA	NA	0.01195	NA	"Bacteria>Actinobacteria>Thermoleophilia"
"uncultured"	"F"	848	3	3	NA	1	NA	NA	NA	1	NA	NA	3	NA	0.003585	0.001517	NA	0.0006184	NA	NA	NA	0.0005573	NA	NA	0.003585	NA	"Bacteria>Actinobacteria>Thermoleophilia>Gaiellales"
"Gaiellaceae"	"F"	846	6	3	NA	2	NA	2	NA	NA	NA	NA	6	NA	0.007171	0.001517	NA	0.001237	NA	0.001079	NA	NA	NA	NA	0.007171	NA	"Bacteria>Actinobacteria>Thermoleophilia>Gaiellales"
"Gaiella"	"G"	847	6	3	NA	2	NA	2	NA	NA	NA	NA	6	NA	0.007171	0.001517	NA	0.001237	NA	0.001079	NA	NA	NA	NA	0.007171	NA	"Bacteria>Actinobacteria>Thermoleophilia>Gaiellales>Gaiellaceae"
"Coriobacteriia"	"C"	809	4	4	1	1	NA	3	NA	NA	NA	NA	4	NA	0.01416	0.002023	0.01416	0.0006184	NA	0.001618	NA	NA	NA	NA	0.004781	NA	"Bacteria>Actinobacteria"
"Coriobacteriales"	"O"	810	4	4	1	1	NA	3	NA	NA	NA	NA	3	NA	0.01416	0.002023	0.01416	0.0006184	NA	0.001618	NA	NA	NA	NA	0.003585	NA	"Bacteria>Actinobacteria>Coriobacteriia"
"Atopobiaceae"	"F"	24533	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.001517	0.001517	NA	NA	NA	0.0005394	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Coriobacteriaceae UCG-002"	"G"	24535	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001012	0.001012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Olsenella"	"G"	24538	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005394	0.0005058	NA	NA	NA	0.0005394	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Coriobacteriaceae"	"F"	811	2	1	1	NA	NA	2	NA	NA	NA	NA	1	NA	0.01416	0.0005058	0.01416	NA	NA	0.001079	NA	NA	NA	NA	0.001195	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Collinsella"	"G"	815	2	1	1	NA	NA	2	NA	NA	NA	NA	1	NA	0.01416	0.0005058	0.01416	NA	NA	0.001079	NA	NA	NA	NA	0.001195	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"WCHB1-81"	"C"	24570	3	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0.001855	0.001517	NA	0.001855	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria"
"MB-A2-108"	"C"	829	5	3	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0.005976	0.001517	NA	NA	NA	NA	NA	NA	NA	NA	0.005976	NA	"Bacteria>Actinobacteria"
"Rubrobacteria"	"C"	839	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001012	0.001012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria"
"Rubrobacterales"	"O"	840	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001012	0.001012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Rubrobacteria"
"Rubrobacteriaceae"	"F"	841	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001012	0.001012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Rubrobacteria>Rubrobacterales"
"Rubrobacter"	"G"	842	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001012	0.001012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteriaceae"
"Nitriliruptoria"	"C"	830	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria"
"Nitriliruptorales"	"O"	834	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Nitriliruptoria"
"Nitriliruptoraceae"	"F"	835	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Nitriliruptoria>Nitriliruptorales"
"Armatimonadetes"	"P"	894	491	491	11	187	NA	362	NA	3	NA	NA	13	NA	0.2483	0.2483	0.1558	0.1156	NA	0.1953	NA	0.001672	NA	NA	0.01554	NA	"Bacteria"
"Armatimonadia"	"C"	895	488	488	11	184	NA	355	NA	3	NA	NA	13	NA	0.2468	0.2468	0.1558	0.1138	NA	0.1915	NA	0.001672	NA	NA	0.01554	NA	"Bacteria>Armatimonadetes"
"Armatimonadales"	"O"	896	488	488	11	184	NA	355	NA	3	NA	NA	13	NA	0.2468	0.2468	0.1558	0.1138	NA	0.1915	NA	0.001672	NA	NA	0.01554	NA	"Bacteria>Armatimonadetes>Armatimonadia"
"Armatimonadaceae"	"F"	897	474	474	11	178	NA	352	NA	3	NA	NA	11	NA	0.2397	0.2397	0.1558	0.1101	NA	0.1899	NA	0.001672	NA	NA	0.01315	NA	"Bacteria>Armatimonadetes>Armatimonadia>Armatimonadales"
"Armatimonas"	"G"	898	474	474	11	178	NA	352	NA	3	NA	NA	11	NA	0.2397	0.2397	0.1558	0.1101	NA	0.1899	NA	0.001672	NA	NA	0.01315	NA	"Bacteria>Armatimonadetes>Armatimonadia>Armatimonadales>Armatimonadaceae"
"uncultured"	"C"	14241	7	1	NA	2	NA	7	NA	NA	NA	NA	NA	NA	0.003776	0.0005058	NA	0.001237	NA	0.003776	NA	NA	NA	NA	NA	NA	"Bacteria>Armatimonadetes"
"Chthonomonadetes"	"C"	899	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Armatimonadetes"
"Chthonomonadales"	"O"	900	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Armatimonadetes>Chthonomonadetes"
"Chthonomonadaceae"	"F"	901	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Armatimonadetes>Chthonomonadetes>Chthonomonadales"
"Chthonomonas"	"G"	902	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Armatimonadetes>Chthonomonadetes>Chthonomonadales>Chthonomonadaceae"
"Verrucomicrobia"	"P"	3982	831	239	1	103	NA	831	NA	9	NA	NA	382	NA	0.4565	0.1209	0.01416	0.06369	NA	0.4483	NA	0.005016	NA	NA	0.4565	NA	"Bacteria"
"Verrucomicrobiae"	"C"	4029	831	239	1	103	NA	831	NA	9	NA	NA	382	NA	0.4565	0.1209	0.01416	0.06369	NA	0.4483	NA	0.005016	NA	NA	0.4565	NA	"Bacteria>Verrucomicrobia"
"uncultured"	"O"	27008	132	132	1	55	NA	131	NA	1	NA	NA	95	NA	0.1135	0.06676	0.01416	0.03401	NA	0.07067	NA	0.0005573	NA	NA	0.1135	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutales"	"O"	26972	648	80	NA	28	NA	648	NA	4	NA	NA	274	NA	0.3496	0.04046	NA	0.01731	NA	0.3496	NA	0.002229	NA	NA	0.3275	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutaceae"	"F"	26973	526	53	NA	16	NA	526	NA	1	NA	NA	246	NA	0.294	0.02681	NA	0.009894	NA	0.2837	NA	0.0005573	NA	NA	0.294	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"IMCC26134"	"G"	26977	376	29	NA	9	NA	376	NA	NA	NA	NA	171	NA	0.2044	0.01467	NA	0.005565	NA	0.2028	NA	NA	NA	NA	0.2044	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Lacunisphaera"	"G"	26978	40	14	NA	2	NA	40	NA	1	NA	NA	31	NA	0.03705	0.007081	NA	0.001237	NA	0.02158	NA	0.0005573	NA	NA	0.03705	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Opitutus"	"G"	26979	39	4	NA	2	NA	39	NA	NA	NA	NA	18	NA	0.02151	0.002023	NA	0.001237	NA	0.02104	NA	NA	NA	NA	0.02151	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Cephaloticoccus"	"G"	26975	15	2	NA	NA	NA	15	NA	NA	NA	NA	4	NA	0.008092	0.001012	NA	NA	NA	0.008092	NA	NA	NA	NA	0.004781	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Alterococcus"	"G"	26974	17	1	NA	NA	NA	17	NA	NA	NA	NA	3	NA	0.00917	0.0005058	NA	NA	NA	0.00917	NA	NA	NA	NA	0.003585	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Puniceicoccaceae"	"F"	26981	118	25	NA	12	NA	118	NA	3	NA	NA	28	NA	0.06365	0.01264	NA	0.007421	NA	0.06365	NA	0.001672	NA	NA	0.03346	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Coraliomargarita"	"G"	26984	6	6	NA	2	NA	3	NA	NA	NA	NA	NA	NA	0.003035	0.003035	NA	0.001237	NA	0.001618	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Verruc-01"	"G"	26989	34	4	NA	3	NA	34	NA	NA	NA	NA	7	NA	0.01834	0.002023	NA	0.001855	NA	0.01834	NA	NA	NA	NA	0.008366	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Pelagicoccus"	"G"	26987	31	4	NA	2	NA	31	NA	3	NA	NA	6	NA	0.01672	0.002023	NA	0.001237	NA	0.01672	NA	0.001672	NA	NA	0.007171	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Cerasicoccus"	"G"	26983	5	4	NA	2	NA	4	NA	NA	NA	NA	5	NA	0.005976	0.002023	NA	0.001237	NA	0.002158	NA	NA	NA	NA	0.005976	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Puniceicoccus"	"G"	26988	15	3	NA	1	NA	15	NA	NA	NA	NA	5	NA	0.008092	0.001517	NA	0.0006184	NA	0.008092	NA	NA	NA	NA	0.005976	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"uncultured"	"G"	26990	5	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	0.002697	0.001012	NA	NA	NA	0.002697	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Verrucomicrobiales"	"O"	4030	30	10	NA	17	NA	30	NA	2	NA	NA	4	NA	0.01618	0.005058	NA	0.01051	NA	0.01618	NA	0.001115	NA	NA	0.004781	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
