"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_april_BC01.cladeReads"	"kraken2_16s_classification_april_BC02.cladeReads"	"kraken2_16s_classification_april_BC03.cladeReads"	"kraken2_16s_classification_april_BC04.cladeReads"	"kraken2_16s_classification_april_BC05.cladeReads"	"kraken2_16s_classification_april_BC06.cladeReads"	"kraken2_16s_classification_april_BC07.cladeReads"	"kraken2_16s_classification_april_BC08.cladeReads"	"kraken2_16s_classification_april_BC09.cladeReads"	"kraken2_16s_classification_april_BC10.cladeReads"	"kraken2_16s_classification_april_BC11.cladeReads"	"kraken2_16s_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_april_BC01.cladeReads.."	"kraken2_16s_classification_april_BC02.cladeReads.."	"kraken2_16s_classification_april_BC03.cladeReads.."	"kraken2_16s_classification_april_BC04.cladeReads.."	"kraken2_16s_classification_april_BC05.cladeReads.."	"kraken2_16s_classification_april_BC06.cladeReads.."	"kraken2_16s_classification_april_BC07.cladeReads.."	"kraken2_16s_classification_april_BC08.cladeReads.."	"kraken2_16s_classification_april_BC09.cladeReads.."	"kraken2_16s_classification_april_BC10.cladeReads.."	"kraken2_16s_classification_april_BC11.cladeReads.."	"kraken2_16s_classification_april_BC12.cladeReads.."	"lineage"
"Ciceribacter"	"G"	26102	6	NA	NA	1	6	NA	1	NA	NA	NA	5	NA	NA	0.001542	NA	NA	0.0003766	0.001542	NA	0.0004041	NA	NA	NA	0.001371	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Mycoplana"	"G"	26113	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003766	NA	NA	0.0003766	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Fulvimarina"	"G"	26107	1	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003766	NA	NA	0.0003766	0.0002569	NA	NA	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Lentilitoribacter"	"G"	26110	7	NA	NA	1	7	NA	NA	3	NA	NA	2	NA	NA	0.001799	NA	NA	0.0003766	0.001799	NA	NA	0.001079	NA	NA	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudolabrys"	"G"	2550	239	NA	NA	45	239	NA	16	25	NA	11	69	9	NA	0.06141	NA	NA	0.01695	0.06141	NA	0.006466	0.008988	NA	0.004108	0.01892	0.003627	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Rhodoplanes"	"G"	26157	65	NA	NA	41	65	1	6	13	1	2	26	4	NA	0.04212	NA	NA	0.01544	0.0167	0.04212	0.002425	0.004674	0.000248	0.0007469	0.007128	0.001612	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Pseudorhodoplanes"	"G"	26156	73	NA	NA	15	73	1	3	6	NA	1	36	1	NA	0.04212	NA	NA	0.005649	0.01876	0.04212	0.001212	0.002157	NA	0.0003734	0.00987	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Nitrobacter"	"G"	26154	35	NA	NA	15	35	NA	1	5	NA	1	18	1	NA	0.008993	NA	NA	0.005649	0.008993	NA	0.0004041	0.001798	NA	0.0003734	0.004935	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Blastochloris"	"G"	26150	50	NA	NA	10	50	NA	2	6	NA	NA	14	1	NA	0.01285	NA	NA	0.003766	0.01285	NA	0.0008082	0.002157	NA	NA	0.003838	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Tardiphaga"	"G"	26159	38	NA	NA	6	38	NA	1	4	NA	1	14	1	NA	0.009764	NA	NA	0.00226	0.009764	NA	0.0004041	0.001438	NA	0.0003734	0.003838	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Azorhizobium"	"G"	2548	41	NA	NA	4	41	NA	NA	2	1	1	16	NA	NA	0.01053	NA	NA	0.001506	0.01053	NA	NA	0.000719	0.000248	0.0003734	0.004387	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Xanthobacter"	"G"	2553	16	NA	NA	2	16	NA	1	NA	NA	NA	3	1	NA	0.004111	NA	NA	0.0007532	0.004111	NA	0.0004041	NA	NA	NA	0.0008225	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Methylorhabdus"	"G"	26153	4	NA	NA	1	2	NA	NA	NA	NA	NA	4	NA	NA	0.001097	NA	NA	0.0003766	0.0005139	NA	NA	NA	NA	NA	0.001097	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Filomicrobium"	"G"	2479	67	NA	NA	32	67	NA	5	4	NA	2	44	2	NA	0.01722	NA	NA	0.01205	0.01722	NA	0.002021	0.001438	NA	0.0007469	0.01206	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Microvirga"	"G"	26048	215	NA	NA	37	215	NA	4	14	NA	7	55	5	NA	0.05524	NA	NA	0.01393	0.05524	NA	0.001616	0.005033	NA	0.002614	0.01508	0.002015	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocystis"	"G"	26046	82	NA	NA	26	82	NA	5	9	NA	1	40	2	NA	0.02107	NA	NA	0.009791	0.02107	NA	0.002021	0.003236	NA	0.0003734	0.01097	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Roseiarcus"	"G"	26052	50	NA	NA	16	50	NA	3	5	NA	1	13	2	NA	0.01285	NA	NA	0.006026	0.01285	NA	0.001212	0.001798	NA	0.0003734	0.003564	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylosinus"	"G"	26047	26	NA	NA	12	26	NA	4	3	NA	1	14	NA	NA	0.006681	NA	NA	0.004519	0.006681	NA	0.001616	0.001079	NA	0.0003734	0.003838	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylovirgula"	"G"	2443	40	NA	NA	10	40	NA	2	4	NA	1	8	1	NA	0.01028	NA	NA	0.003766	0.01028	NA	0.0008082	0.001438	NA	0.0003734	0.002193	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocapsa"	"G"	2439	9	NA	NA	4	9	NA	1	1	NA	NA	1	NA	NA	0.002313	NA	NA	0.001506	0.002313	NA	0.0004041	0.0003595	NA	NA	0.0002742	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"FukuN57"	"G"	26044	37	NA	NA	4	37	NA	1	3	NA	1	9	NA	NA	0.009507	NA	NA	0.001506	0.009507	NA	0.0004041	0.001079	NA	0.0003734	0.002467	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"1174-901-12"	"G"	26040	37	NA	NA	3	37	NA	NA	2	1	2	7	2	NA	0.009507	NA	NA	0.00113	0.009507	NA	NA	0.000719	0.000248	0.0007469	0.001919	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Camelimonas"	"G"	2437	8	NA	NA	2	8	NA	NA	1	NA	NA	6	NA	NA	0.002056	NA	NA	0.0007532	0.002056	NA	NA	0.0003595	NA	NA	0.001645	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Rhodoblastus"	"G"	26051	11	NA	NA	2	11	NA	2	2	NA	NA	3	NA	NA	0.002826	NA	NA	0.0007532	0.002826	NA	0.0008082	0.000719	NA	NA	0.0008225	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Chelatococcus"	"G"	2438	24	NA	NA	1	24	NA	NA	2	NA	NA	6	1	NA	0.006167	NA	NA	0.0003766	0.006167	NA	NA	0.000719	NA	NA	0.001645	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"FFCH5858"	"G"	26043	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003766	NA	NA	0.0003766	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Psychroglaciecola"	"G"	26050	8	NA	NA	1	8	NA	1	NA	NA	3	7	NA	NA	0.002056	NA	NA	0.0003766	0.002056	NA	0.0004041	NA	NA	0.00112	0.001919	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Pseudochelatococcus"	"G"	14512	11	NA	NA	1	11	NA	NA	2	NA	1	2	NA	NA	0.002826	NA	NA	0.0003766	0.002826	NA	NA	0.000719	NA	0.0003734	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methyloferula"	"G"	2441	20	NA	NA	1	20	NA	1	1	NA	1	9	1	NA	0.005139	NA	NA	0.0003766	0.005139	NA	0.0004041	0.0003595	NA	0.0003734	0.002467	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Bauldia"	"G"	2532	117	NA	NA	12	117	NA	4	12	NA	5	35	NA	NA	0.03006	NA	NA	0.004519	0.03006	NA	0.001616	0.004314	NA	0.001867	0.009596	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Dichotomicrobium"	"G"	26129	30	NA	NA	10	30	NA	1	6	NA	NA	11	1	NA	0.007708	NA	NA	0.003766	0.007708	NA	0.0004041	0.002157	NA	NA	0.003016	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"uncultured"	"G"	26064	48	NA	NA	14	48	NA	1	9	NA	5	16	4	NA	0.01233	NA	NA	0.005272	0.01233	NA	0.0004041	0.003236	NA	0.001867	0.004387	0.001612	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Arsenicitalea"	"G"	26056	34	NA	NA	4	34	NA	1	2	NA	2	6	1	NA	0.008736	NA	NA	0.001506	0.008736	NA	0.0004041	0.000719	NA	0.0007469	0.001645	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Maritalea"	"G"	26059	8	NA	NA	1	8	NA	NA	NA	NA	NA	2	NA	NA	0.002056	NA	NA	0.0003766	0.002056	NA	NA	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Pleomorphomonadaceae"	"F"	26081	57	NA	NA	30	57	NA	4	4	NA	2	26	1	NA	0.01465	NA	NA	0.0113	0.01465	NA	0.001616	0.001438	NA	0.0007469	0.007128	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Prosthecomicrobium"	"G"	26087	19	NA	NA	18	19	NA	NA	1	NA	NA	11	NA	NA	0.006779	NA	NA	0.006779	0.004882	NA	NA	0.0003595	NA	NA	0.003016	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"uncultured"	"G"	26088	17	NA	NA	5	17	NA	1	1	NA	2	1	NA	NA	0.004368	NA	NA	0.001883	0.004368	NA	0.0004041	0.0003595	NA	0.0007469	0.0002742	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Pleomorphomonas"	"G"	26086	6	NA	NA	3	5	NA	1	NA	NA	NA	6	NA	NA	0.001645	NA	NA	0.00113	0.001285	NA	0.0004041	NA	NA	NA	0.001645	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Stappiaceae"	"F"	26133	68	NA	NA	19	68	NA	2	15	NA	6	19	4	NA	0.01747	NA	NA	0.007155	0.01747	NA	0.0008082	0.005393	NA	0.002241	0.005209	0.001612	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Labrenzia"	"G"	26136	26	NA	NA	8	26	NA	2	5	NA	3	5	2	NA	0.006681	NA	NA	0.003013	0.006681	NA	0.0008082	0.001798	NA	0.00112	0.001371	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Pannonibacter"	"G"	26138	5	NA	NA	5	5	NA	NA	1	NA	NA	1	1	NA	0.001883	NA	NA	0.001883	0.001285	NA	NA	0.0003595	NA	NA	0.0002742	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Pseudovibrio"	"G"	26140	27	NA	NA	5	27	NA	NA	8	NA	2	7	NA	NA	0.006938	NA	NA	0.001883	0.006938	NA	NA	0.002876	NA	0.0007469	0.001919	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Labraceae"	"F"	26067	31	NA	NA	17	31	NA	4	NA	NA	NA	12	2	NA	0.007965	NA	NA	0.006402	0.007965	NA	0.001616	NA	NA	NA	0.00329	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Labrys"	"G"	26068	31	NA	NA	17	31	NA	4	NA	NA	NA	12	2	NA	0.007965	NA	NA	0.006402	0.007965	NA	0.001616	NA	NA	NA	0.00329	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Labraceae"
"KF-JG30-B3"	"F"	2493	22	NA	NA	13	22	NA	NA	1	NA	NA	8	2	NA	0.005653	NA	NA	0.004896	0.005653	NA	NA	0.0003595	NA	NA	0.002193	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobiaceae"	"F"	26131	47	NA	NA	10	47	NA	2	6	NA	4	18	NA	NA	0.01208	NA	NA	0.003766	0.01208	NA	0.0008082	0.002157	NA	0.001494	0.004935	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobium"	"G"	26132	47	NA	NA	10	47	NA	2	6	NA	4	18	NA	NA	0.01208	NA	NA	0.003766	0.01208	NA	0.0008082	0.002157	NA	0.001494	0.004935	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodomicrobiaceae"
"Kaistiaceae"	"F"	26065	46	NA	NA	9	46	NA	NA	NA	NA	4	23	NA	NA	0.01182	NA	NA	0.003389	0.01182	NA	NA	NA	NA	0.001494	0.006306	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Kaistia"	"G"	26066	46	NA	NA	9	46	NA	NA	NA	NA	4	23	NA	NA	0.01182	NA	NA	0.003389	0.01182	NA	NA	NA	NA	0.001494	0.006306	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Kaistiaceae"
"Methylopilaceae"	"F"	26076	27	NA	NA	6	27	NA	2	3	NA	1	11	2	NA	0.006938	NA	NA	0.00226	0.006938	NA	0.0008082	0.001079	NA	0.0003734	0.003016	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hansschlegelia"	"G"	26078	25	NA	NA	5	25	NA	2	3	NA	1	7	2	NA	0.006424	NA	NA	0.001883	0.006424	NA	0.0008082	0.001079	NA	0.0003734	0.001919	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylopilaceae"
"Methylopila"	"G"	26079	2	NA	NA	1	2	NA	NA	NA	NA	NA	2	NA	NA	0.0005483	NA	NA	0.0003766	0.0005139	NA	NA	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylopilaceae"
"Amb-16S-1323"	"F"	26039	4	NA	NA	2	4	NA	1	NA	NA	NA	NA	NA	NA	0.001028	NA	NA	0.0007532	0.001028	NA	0.0004041	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodobiaceae"	"F"	2536	4	NA	NA	2	4	NA	2	1	NA	1	3	1	NA	0.001028	NA	NA	0.0007532	0.001028	NA	0.0008082	0.0003595	NA	0.0003734	0.0008225	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Afifella"	"G"	2537	2	NA	NA	2	2	NA	2	NA	NA	1	1	NA	NA	0.0008082	NA	NA	0.0007532	0.0005139	NA	0.0008082	NA	NA	0.0003734	0.0002742	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"D05-2"	"F"	2465	22	NA	NA	2	18	NA	NA	3	NA	2	22	NA	NA	0.006032	NA	NA	0.0007532	0.004625	NA	NA	0.001079	NA	0.0007469	0.006032	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"C2U"	"F"	2464	25	NA	NA	2	25	NA	1	3	NA	NA	8	NA	NA	0.006424	NA	NA	0.0007532	0.006424	NA	0.0004041	0.001079	NA	NA	0.002193	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Ellin6055"	"G"	26244	181	NA	NA	16	181	1	11	11	1	7	51	8	NA	0.04651	NA	NA	0.006026	0.04651	0.04212	0.004445	0.003955	0.000248	0.002614	0.01398	0.003224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Blastomonas"	"G"	2845	104	NA	NA	6	104	NA	4	14	NA	9	20	1	NA	0.02672	NA	NA	0.00226	0.02672	NA	0.001616	0.005033	NA	0.003361	0.005483	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Stakelama"	"G"	2856	33	NA	NA	4	33	NA	2	3	NA	1	6	3	NA	0.008479	NA	NA	0.001506	0.008479	NA	0.0008082	0.001079	NA	0.0003734	0.001645	0.001209	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingosinicella"	"G"	2855	25	NA	NA	3	25	NA	1	2	NA	1	2	3	NA	0.006424	NA	NA	0.00113	0.006424	NA	0.0004041	0.000719	NA	0.0003734	0.0005483	0.001209	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Plot4-2H12"	"G"	26247	40	NA	NA	3	40	NA	4	5	NA	1	10	2	NA	0.01028	NA	NA	0.00113	0.01028	NA	0.001616	0.001798	NA	0.0003734	0.002742	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingomicrobium"	"G"	2851	14	NA	NA	3	14	NA	1	4	NA	NA	3	NA	NA	0.003597	NA	NA	0.00113	0.003597	NA	0.0004041	0.001438	NA	NA	0.0008225	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Parasphingopyxis"	"G"	2847	7	NA	NA	2	7	NA	1	5	NA	NA	1	NA	NA	0.001799	NA	NA	0.0007532	0.001799	NA	0.0004041	0.001798	NA	NA	0.0002742	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"B48"	"G"	26241	11	NA	NA	2	11	NA	4	NA	NA	2	2	NA	NA	0.002826	NA	NA	0.0007532	0.002826	NA	0.001616	NA	NA	0.0007469	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"DSSF69"	"G"	26243	14	NA	NA	1	14	NA	2	2	NA	NA	1	1	NA	0.003597	NA	NA	0.0003766	0.003597	NA	0.0008082	0.000719	NA	NA	0.0002742	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Croceicoccus"	"G"	26242	4	NA	NA	1	4	NA	1	NA	NA	NA	3	NA	NA	0.001028	NA	NA	0.0003766	0.001028	NA	0.0004041	NA	NA	NA	0.0008225	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Parablastomonas"	"G"	14558	9	NA	NA	1	9	NA	1	1	NA	2	NA	NA	NA	0.002313	NA	NA	0.0003766	0.002313	NA	0.0004041	0.0003595	NA	0.0007469	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Asticcacaulis"	"G"	2389	219	NA	NA	22	219	NA	9	15	2	12	48	12	NA	0.05627	NA	NA	0.008285	0.05627	NA	0.003637	0.005393	0.000496	0.004481	0.01316	0.004835	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"PMMR1"	"G"	25965	30	NA	NA	1	30	NA	NA	1	1	NA	6	1	NA	0.007708	NA	NA	0.0003766	0.007708	NA	NA	0.0003595	0.000248	NA	0.001645	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"SWB02"	"G"	25968	12	NA	NA	8	12	NA	NA	NA	NA	NA	5	1	NA	0.003083	NA	NA	0.003013	0.003083	NA	NA	NA	NA	NA	0.001371	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Hyphomonas"	"G"	2400	11	NA	NA	2	11	NA	3	2	NA	1	6	1	1	0.1776	NA	NA	0.0007532	0.002826	NA	0.001212	0.000719	NA	0.0003734	0.001645	0.0004029	0.1776	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Maricaulis"	"G"	2402	3	NA	NA	2	1	NA	NA	1	NA	NA	3	NA	NA	0.0008225	NA	NA	0.0007532	0.0002569	NA	NA	0.0003595	NA	NA	0.0008225	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Henriciella"	"G"	2398	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003766	NA	NA	0.0003766	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Oceanicaulis"	"G"	2403	5	NA	NA	1	5	NA	1	1	NA	NA	2	1	NA	0.001285	NA	NA	0.0003766	0.001285	NA	0.0004041	0.0003595	NA	NA	0.0005483	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Woodsholea"	"G"	2406	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003766	NA	NA	0.0003766	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Amphiplicatus"	"G"	25971	11	NA	NA	2	11	NA	NA	1	NA	NA	3	NA	NA	0.002826	NA	NA	0.0007532	0.002826	NA	NA	0.0003595	NA	NA	0.0008225	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Parvularculaceae"
"uncultured"	"F"	25974	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0004029	NA	NA	0.0003766	NA	NA	NA	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Rhodospirillaceae"	"F"	2717	188	NA	NA	38	188	NA	12	15	NA	5	33	12	NA	0.04831	NA	NA	0.01431	0.04831	NA	0.004849	0.005393	NA	0.001867	0.009047	0.004835	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"uncultured"	"G"	2755	145	NA	NA	33	145	NA	6	9	NA	5	26	8	NA	0.03726	NA	NA	0.01243	0.03726	NA	0.002425	0.003236	NA	0.001867	0.007128	0.003224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Haematospirillum"	"G"	14543	32	NA	NA	3	32	NA	3	5	NA	NA	2	1	NA	0.008222	NA	NA	0.00113	0.008222	NA	0.001212	0.001798	NA	NA	0.0005483	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Novispirillum"	"G"	2737	7	NA	NA	2	7	NA	NA	1	NA	NA	NA	NA	NA	0.001799	NA	NA	0.0007532	0.001799	NA	NA	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Magnetospira"	"G"	26179	10	NA	NA	5	10	NA	NA	1	NA	NA	5	3	NA	0.002569	NA	NA	0.001883	0.002569	NA	NA	0.0003595	NA	NA	0.001371	0.001209	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospiraceae"
"Magnetovibrio"	"G"	26180	5	NA	NA	4	5	NA	NA	NA	1	2	1	NA	NA	0.001506	NA	NA	0.001506	0.001285	NA	NA	NA	0.000248	0.0007469	0.0002742	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospiraceae"
"AEGEAN-169 marine group"	"F"	26177	12	NA	NA	9	12	NA	2	1	NA	1	5	3	NA	0.003389	NA	NA	0.003389	0.003083	NA	0.0008082	0.0003595	NA	0.0003734	0.001371	0.001209	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Rhodopirillaceae"	"F"	26189	15	NA	NA	8	14	NA	NA	1	NA	NA	15	NA	NA	0.004112	NA	NA	0.003013	0.003597	NA	NA	0.0003595	NA	NA	0.004112	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Defluviicoccus"	"G"	26190	15	NA	NA	8	14	NA	NA	1	NA	NA	15	NA	NA	0.004112	NA	NA	0.003013	0.003597	NA	NA	0.0003595	NA	NA	0.004112	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodopirillaceae"
"Magnetospirillaceae"	"F"	26183	214	NA	NA	4	214	NA	7	21	1	11	21	9	NA	0.05499	NA	NA	0.001506	0.05499	NA	0.002829	0.00755	0.000248	0.004108	0.005757	0.003627	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Magnetospirillum"	"G"	26184	183	NA	NA	1	183	NA	6	17	1	10	17	8	NA	0.04702	NA	NA	0.0003766	0.04702	NA	0.002425	0.006112	0.000248	0.003734	0.004661	0.003224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"Telmatospirillum"	"G"	26186	2	NA	NA	1	1	NA	1	NA	NA	NA	2	NA	NA	0.0005483	NA	NA	0.0003766	0.0002569	NA	0.0004041	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
