"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_april_BC01.cladeReads"	"centrifuge_16s_classification_april_BC02.cladeReads"	"centrifuge_16s_classification_april_BC03.cladeReads"	"centrifuge_16s_classification_april_BC04.cladeReads"	"centrifuge_16s_classification_april_BC05.cladeReads"	"centrifuge_16s_classification_april_BC06.cladeReads"	"centrifuge_16s_classification_april_BC07.cladeReads"	"centrifuge_16s_classification_april_BC08.cladeReads"	"centrifuge_16s_classification_april_BC09.cladeReads"	"centrifuge_16s_classification_april_BC10.cladeReads"	"centrifuge_16s_classification_april_BC11.cladeReads"	"centrifuge_16s_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_april_BC01.cladeReads.."	"centrifuge_16s_classification_april_BC02.cladeReads.."	"centrifuge_16s_classification_april_BC03.cladeReads.."	"centrifuge_16s_classification_april_BC04.cladeReads.."	"centrifuge_16s_classification_april_BC05.cladeReads.."	"centrifuge_16s_classification_april_BC06.cladeReads.."	"centrifuge_16s_classification_april_BC07.cladeReads.."	"centrifuge_16s_classification_april_BC08.cladeReads.."	"centrifuge_16s_classification_april_BC09.cladeReads.."	"centrifuge_16s_classification_april_BC10.cladeReads.."	"centrifuge_16s_classification_april_BC11.cladeReads.."	"centrifuge_16s_classification_april_BC12.cladeReads.."	"lineage"
"Pachyteles"	"G"	63894	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae>Paussinae>Ozaenini"
"Pachyteles striola"	"S"	63950	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae>Paussinae>Ozaenini>Pachyteles"
"Dytiscoidea"	"-"	535378	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga"
"Noteridae"	"F"	63901	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Dytiscoidea"
"Notomicrus"	"G"	107916	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Dytiscoidea>Noteridae"
"Notomicrus sp. 1 SMB-2016"	"S"	1921064	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Dytiscoidea>Noteridae>Notomicrus"
"Diptera"	"O"	7147	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	0.0004342	NA	NA	NA	0.0002681	NA	NA	0.0003808	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola"
"Brachycera"	"-"	7203	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0002681	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera"
"Muscomorpha"	"-"	43733	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0002681	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera"
"Asiloidea"	"-"	50671	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0002681	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha"
"Asilidae"	"F"	50673	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0002681	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Asiloidea"
"Laphriinae"	"-"	50680	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Asiloidea>Asilidae"
"Laxenecera"	"G"	468747	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Asiloidea>Asilidae>Laphriinae"
"Laxenecera albicincta"	"S"	468748	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Asiloidea>Asilidae>Laphriinae>Laxenecera"
"Crustacea"	"-"	6657	2	NA	NA	NA	2	NA	NA	2	NA	1	1	1	NA	0.0007616	NA	NA	NA	0.0005362	NA	NA	0.0007616	NA	0.0003784	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea"
"Multicrustacea"	"-"	2172821	2	NA	NA	NA	2	NA	NA	2	NA	1	1	1	NA	0.0007616	NA	NA	NA	0.0005362	NA	NA	0.0007616	NA	0.0003784	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea"
"Malacostraca"	"C"	6681	2	NA	NA	NA	2	NA	NA	2	NA	1	1	1	NA	0.0007616	NA	NA	NA	0.0005362	NA	NA	0.0007616	NA	0.0003784	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea>Multicrustacea"
"Eumalacostraca"	"-"	72041	2	NA	NA	NA	2	NA	NA	1	NA	1	1	1	NA	0.0005362	NA	NA	NA	0.0005362	NA	NA	0.0003808	NA	0.0003784	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea>Multicrustacea>Malacostraca"
"Peracarida"	"-"	6820	2	NA	NA	NA	2	NA	NA	1	NA	1	1	NA	NA	0.0005362	NA	NA	NA	0.0005362	NA	NA	0.0003808	NA	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea>Multicrustacea>Malacostraca>Eumalacostraca"
"Amphipoda"	"O"	6821	2	NA	NA	NA	2	NA	NA	1	NA	NA	1	NA	NA	0.0005362	NA	NA	NA	0.0005362	NA	NA	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea>Multicrustacea>Malacostraca>Eumalacostraca>Peracarida"
"Senticaudata"	"-"	1732196	2	NA	NA	NA	2	NA	NA	1	NA	NA	1	NA	NA	0.0005362	NA	NA	NA	0.0005362	NA	NA	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea>Multicrustacea>Malacostraca>Eumalacostraca>Peracarida>Amphipoda"
"Hadziida"	"-"	1732205	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.0005362	NA	NA	NA	0.0005362	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea>Multicrustacea>Malacostraca>Eumalacostraca>Peracarida>Amphipoda>Senticaudata"
"Hadzioidea"	"-"	936400	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.0005362	NA	NA	NA	0.0005362	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea>Multicrustacea>Malacostraca>Eumalacostraca>Peracarida>Amphipoda>Senticaudata>Hadziida"
"Melitidae"	"F"	190426	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.0005362	NA	NA	NA	0.0005362	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea>Multicrustacea>Malacostraca>Eumalacostraca>Peracarida>Amphipoda>Senticaudata>Hadziida>Hadzioidea"
"Melita"	"G"	315597	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.0005362	NA	NA	NA	0.0005362	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea>Multicrustacea>Malacostraca>Eumalacostraca>Peracarida>Amphipoda>Senticaudata>Hadziida>Hadzioidea>Melitidae"
"Melita plumulosa"	"S"	764486	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.0005362	NA	NA	NA	0.0005362	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea>Multicrustacea>Malacostraca>Eumalacostraca>Peracarida>Amphipoda>Senticaudata>Hadziida>Hadzioidea>Melitidae>Melita"
"Araneae"	"O"	6893	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Chelicerata>Arachnida"
"Araneomorphae"	"-"	6905	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Chelicerata>Arachnida>Araneae"
"Entelegynae"	"-"	74971	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Chelicerata>Arachnida>Araneae>Araneomorphae"
"RTA clade"	"-"	94020	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Chelicerata>Arachnida>Araneae>Araneomorphae>Entelegynae"
"Lycosoidea"	"-"	74972	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Chelicerata>Arachnida>Araneae>Araneomorphae>Entelegynae>RTA&nbsp;clade"
"Lycosidae"	"F"	74973	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Chelicerata>Arachnida>Araneae>Araneomorphae>Entelegynae>RTA&nbsp;clade>Lycosoidea"
"Pardosa"	"G"	74980	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Chelicerata>Arachnida>Araneae>Araneomorphae>Entelegynae>RTA&nbsp;clade>Lycosoidea>Lycosidae"
"Pardosa pseudoannulata"	"S"	330961	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Chelicerata>Arachnida>Araneae>Araneomorphae>Entelegynae>RTA&nbsp;clade>Lycosoidea>Lycosidae>Pardosa"
"Tylenchomorpha"	"-"	33283	2	NA	NA	NA	1	NA	1	1	2	NA	2	NA	NA	0.0005774	NA	NA	NA	0.0002681	NA	0.0004247	0.0003808	0.0005173	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Nematoda>Chromadorea>Rhabditida>Tylenchina"
"Tylenchoidea"	"-"	33284	2	NA	NA	NA	1	NA	1	1	2	NA	2	NA	NA	0.0005774	NA	NA	NA	0.0002681	NA	0.0004247	0.0003808	0.0005173	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Nematoda>Chromadorea>Rhabditida>Tylenchina>Tylenchomorpha"
"Hoplolaimidae"	"F"	211158	2	NA	NA	NA	1	NA	1	NA	2	NA	2	NA	NA	0.0005774	NA	NA	NA	0.0002681	NA	0.0004247	NA	0.0005173	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Nematoda>Chromadorea>Rhabditida>Tylenchina>Tylenchomorpha>Tylenchoidea"
"Hoplolaiminae"	"-"	211161	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Nematoda>Chromadorea>Rhabditida>Tylenchina>Tylenchomorpha>Tylenchoidea>Hoplolaimidae"
"Helicotylenchus"	"G"	293581	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Nematoda>Chromadorea>Rhabditida>Tylenchina>Tylenchomorpha>Tylenchoidea>Hoplolaimidae>Hoplolaiminae"
"Lophotrochozoa"	"-"	1206795	2	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	0.0005362	NA	NA	NA	0.0005362	NA	NA	NA	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia"
"Mollusca"	"P"	6447	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa"
"Gastropoda"	"C"	6448	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa>Mollusca"
"Heterobranchia"	"-"	216305	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa>Mollusca>Gastropoda"
"Euthyneura"	"-"	216307	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa>Mollusca>Gastropoda>Heterobranchia"
"Panpulmonata"	"-"	977775	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura"
"Sacoglossa"	"-"	71490	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Panpulmonata"
"Placobranchoidea"	"-"	71491	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Panpulmonata>Sacoglossa"
"Placobranchidae"	"F"	71492	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Panpulmonata>Sacoglossa>Placobranchoidea"
"Elysia"	"G"	71493	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Panpulmonata>Sacoglossa>Placobranchoidea>Placobranchidae"
"Elysia timida"	"S"	154625	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Panpulmonata>Sacoglossa>Placobranchoidea>Placobranchidae>Elysia"
"Paruterinidae"	"F"	227340	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea"
"Anonchotaenia"	"G"	1229964	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea>Paruterinidae"
"Anonchotaenia cf. brasiliensis AW-2013"	"S"	1403075	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea>Paruterinidae>Anonchotaenia"
"Fungi incertae sedis"	"-"	112252	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	0.0004342	NA	NA	NA	0.0002681	NA	NA	NA	NA	0.0003784	NA	0.0004342	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi"
"Zoopagomycota"	"P"	1913638	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0.0003784	NA	NA	NA	0.0002681	NA	NA	NA	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Fungi&nbsp;incertae&nbsp;sedis"
"Kickxellomycotina"	"-"	451828	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Fungi&nbsp;incertae&nbsp;sedis>Zoopagomycota"
"Kickxellomycetes"	"C"	2219690	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Fungi&nbsp;incertae&nbsp;sedis>Zoopagomycota>Kickxellomycotina"
"Kickxellales"	"O"	4861	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Fungi&nbsp;incertae&nbsp;sedis>Zoopagomycota>Kickxellomycotina>Kickxellomycetes"
"Kickxellaceae"	"F"	4862	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Fungi&nbsp;incertae&nbsp;sedis>Zoopagomycota>Kickxellomycotina>Kickxellomycetes>Kickxellales"
"Coemansia"	"G"	4863	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002681	NA	NA	NA	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Fungi&nbsp;incertae&nbsp;sedis>Zoopagomycota>Kickxellomycotina>Kickxellomycetes>Kickxellales>Kickxellaceae"
