"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC04.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC07.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC04.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC07.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Bacillus megaterium"	"S"	1404	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus pumilus"	"S"	1408	23	NA	NA	NA	NA	1	NA	NA	23	NA	NA	NA	0.01265	NA	NA	NA	NA	0.0005199	NA	NA	0.01265	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. mixed culture X11"	"S"	1717967	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>environmental&nbsp;samples"
"Bacillus sp. D11"	"S"	474470	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus safensis"	"S"	561879	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. NBC5"	"S"	911076	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. ADM"	"S"	1403545	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Staphylococcus epidermidis"	"S"	1282	18	NA	NA	NA	NA	1	NA	NA	18	NA	NA	NA	0.009902	NA	NA	NA	NA	0.0005199	NA	NA	0.009902	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus sp. YNUTCM YJ238"	"S"	1762002	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Lactobacillus casei group"	"S"	655183	2	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	0.0011	NA	NA	NA	NA	0.0005199	NA	NA	0.0011	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus casei"	"S"	1582	2	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	0.0011	NA	NA	NA	NA	0.0005199	NA	NA	0.0011	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;casei&nbsp;group"
"Alkalibacterium"	"G"	99906	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Alkalibacterium sp. SL109"	"S"	1090855	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Alkalibacterium"
"unclassified Bacilli"	"-"	112452	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli"
"unclassified Bacilli (miscellaneous)"	"-"	1526609	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>unclassified&nbsp;Bacilli"
"bacterium 95LM4"	"S"	414467	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>unclassified&nbsp;Bacilli>unclassified&nbsp;Bacilli&nbsp;(miscellaneous)"
"Serpentinicella"	"G"	1890059	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae"
"Serpentinicella alkaliphila"	"S"	1734049	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Serpentinicella"
"Lachnospiraceae"	"F"	186803	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"environmental samples"	"-"	189703	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"uncultured Lachnospiraceae bacterium"	"S"	297314	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>environmental&nbsp;samples"
"Blautia"	"G"	572511	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Blautia producta"	"S"	33035	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Blautia"
"Ruminococcus"	"G"	1263	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"environmental samples"	"-"	129701	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"uncultured Ruminococcus sp."	"S"	165186	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus>environmental&nbsp;samples"
"Ruminococcus faecis"	"S"	592978	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"Ruminococcus faecis JCM 15917"	"-"	1298596	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus>Ruminococcus&nbsp;faecis"
"Eubacteriaceae"	"F"	186806	2	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	0.0011	NA	NA	NA	NA	0.0005199	NA	NA	0.0011	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"environmental samples"	"-"	189714	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae"
"uncultured Eubacteriaceae bacterium"	"S"	203524	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>environmental&nbsp;samples"
"Arthrobacter sp. OAct 800"	"S"	1854744	8	NA	NA	NA	NA	8	NA	NA	NA	NA	3	NA	0.004159	NA	NA	NA	NA	0.004159	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Arthrobacter"
"Pseudarthrobacter"	"G"	1742993	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Pseudarthrobacter oxydans"	"S"	1671	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Pseudarthrobacter"
"Cellulomonadaceae"	"F"	85016	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"unclassified Cellulomonadaceae"	"-"	185258	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Cellulomonadaceae"
"Cellulomonadaceae str. Wa"	"S"	185282	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Cellulomonadaceae>unclassified&nbsp;Cellulomonadaceae"
"Streptomyces violaceorectus"	"S"	67379	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. Am 03"	"S"	330219	5	NA	NA	NA	NA	1	NA	NA	5	NA	1	NA	0.00275	NA	NA	NA	NA	0.0005199	NA	NA	0.00275	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Mycobacterium celatum"	"S"	28045	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium sp. DWMJ-2236A1"	"S"	1761307	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Actinoplanes digitatis"	"S"	1868	3	NA	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.00336	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Lyngbya"	"G"	28073	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae"
"Lyngbya arboricola"	"S"	1334044	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Lyngbya"
"Lyngbya arboricola SERB 34"	"-"	1610724	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Lyngbya>Lyngbya&nbsp;arboricola"
"Ktedonobacteria"	"C"	388447	2	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi"
"environmental samples"	"-"	454937	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Ktedonobacteria"
"uncultured Ktedobacteria bacterium"	"S"	454938	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Ktedonobacteria>environmental&nbsp;samples"
"16SrXXXII (Malaysian periwinkle virescence group)"	"S"	1315267	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma"
"Candidatus Phytoplasma malaysianum"	"S"	1315268	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>16SrXXXII&nbsp;(Malaysian&nbsp;periwinkle&nbsp;virescence&nbsp;group)"
"Oil palm phytoplasma"	"-"	510023	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>16SrXXXII&nbsp;(Malaysian&nbsp;periwinkle&nbsp;virescence&nbsp;group)>Candidatus&nbsp;Phytoplasma&nbsp;malaysianum"
"Sphingobacterium sp. RCC7"	"S"	1268831	2	NA	NA	NA	NA	2	NA	NA	NA	NA	2	NA	0.00224	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium"
"Flectobacillus"	"G"	101	2	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.00224	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Flectobacillus major"	"S"	103	2	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.00224	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Flectobacillus"
"environmental samples"	"-"	117745	12	NA	NA	NA	NA	1	NA	NA	1	NA	12	NA	0.01344	NA	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	0.01344	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"uncultured Flavobacteriaceae bacterium"	"S"	165436	12	NA	NA	NA	NA	1	NA	NA	1	NA	12	NA	0.01344	NA	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	0.01344	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>environmental&nbsp;samples"
"Kriegella"	"G"	574892	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Kriegella sp. TBL_112"	"S"	1250161	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Kriegella"
"Gemmatimonadetes"	"P"	142182	2	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"Verrucomicrobiae"	"C"	203494	2	NA	NA	NA	NA	2	NA	NA	2	NA	NA	NA	0.0011	NA	NA	NA	NA	0.00104	NA	NA	0.0011	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia"
"Verrucomicrobiales"	"O"	48461	2	NA	NA	NA	NA	2	NA	NA	2	NA	NA	NA	0.0011	NA	NA	NA	NA	0.00104	NA	NA	0.0011	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae"
"Verrucomicrobiaceae"	"F"	203557	2	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"environmental samples"	"-"	89290	2	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"uncultured Verrucomicrobiaceae bacterium"	"S"	257470	2	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae>environmental&nbsp;samples"
"Opitutae"	"C"	414999	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia"
"environmental samples"	"-"	575425	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae"
"uncultured Opitutae bacterium"	"S"	575426	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>environmental&nbsp;samples"
"environmental samples"	"-"	69409	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae"
"uncultured Planctomycetaceae bacterium"	"S"	100233	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>environmental&nbsp;samples"
"Rhodopirellula"	"G"	265488	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae"
"Rhodopirellula sp. SM44"	"S"	595450	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Rhodopirellula"
"environmental samples"	"-"	40903	2	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales"
"uncultured planctomycete"	"S"	120965	2	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>environmental&nbsp;samples"
"environmental samples"	"-"	96501	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Candidatus&nbsp;Omnitrophica"
"uncultured Omnitrophica bacterium"	"S"	174292	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Candidatus&nbsp;Omnitrophica>environmental&nbsp;samples"
"bacterium YT0325"	"S"	477679	5	NA	NA	NA	NA	1	NA	NA	NA	NA	5	NA	0.005599	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"sediment bacterium 22-39"	"S"	488855	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
