"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_june_BC01.cladeReads"	"centrifuge_classification_june_BC02.cladeReads"	"centrifuge_classification_june_BC03.cladeReads"	"centrifuge_classification_june_BC04.cladeReads"	"centrifuge_classification_june_BC05.cladeReads"	"centrifuge_classification_june_BC06.cladeReads"	"centrifuge_classification_june_BC07.cladeReads"	"centrifuge_classification_june_BC08.cladeReads"	"centrifuge_classification_june_BC09.cladeReads"	"centrifuge_classification_june_BC10.cladeReads"	"centrifuge_classification_june_BC11.cladeReads"	"centrifuge_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_classification_june_BC01.cladeReads.."	"centrifuge_classification_june_BC02.cladeReads.."	"centrifuge_classification_june_BC03.cladeReads.."	"centrifuge_classification_june_BC04.cladeReads.."	"centrifuge_classification_june_BC05.cladeReads.."	"centrifuge_classification_june_BC06.cladeReads.."	"centrifuge_classification_june_BC07.cladeReads.."	"centrifuge_classification_june_BC08.cladeReads.."	"centrifuge_classification_june_BC09.cladeReads.."	"centrifuge_classification_june_BC10.cladeReads.."	"centrifuge_classification_june_BC11.cladeReads.."	"centrifuge_classification_june_BC12.cladeReads.."	"lineage"
"Pseudorhodoplanes"	"G"	1734920	38	23	1	12	NA	38	NA	NA	NA	NA	NA	22	NA	0.02464	0.01148	0.01425	0.007389	NA	0.01976	NA	NA	NA	NA	NA	0.02464	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Pseudorhodoplanes sinuspersici"	"S"	1235591	38	23	1	12	NA	38	NA	NA	NA	NA	NA	22	NA	0.02464	0.01148	0.01425	0.007389	NA	0.01976	NA	NA	NA	NA	NA	0.02464	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Pseudorhodoplanes"
"Methyloceanibacter"	"G"	1484898	27	10	NA	5	NA	27	NA	1	3	NA	NA	25	NA	1.562	0.004991	NA	0.003079	NA	0.01404	NA	1.562	0.00165	NA	NA	0.028	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Methyloceanibacter caenitepidi"	"S"	1384459	18	7	NA	1	NA	18	NA	NA	NA	NA	NA	14	NA	0.01568	0.003494	NA	0.0006158	NA	0.009358	NA	NA	NA	NA	NA	0.01568	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Methyloceanibacter"
"Methyloceanibacter sp. wino2"	"S"	2170729	11	3	NA	4	NA	9	NA	1	3	NA	NA	11	NA	1.562	0.001497	NA	0.002463	NA	0.004679	NA	1.562	0.00165	NA	NA	0.01232	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Methyloceanibacter"
"unclassified Rhizobiales (miscellaneous)"	"-"	41292	5	1	1	2	NA	5	NA	NA	NA	NA	NA	NA	NA	0.01425	0.0004991	0.01425	0.001232	NA	0.002599	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Rhizobiales bacterium PAMC 29148"	"S"	2528642	5	1	1	2	NA	5	NA	NA	NA	NA	NA	NA	NA	0.01425	0.0004991	0.01425	0.001232	NA	0.002599	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>unclassified&nbsp;Rhizobiales&nbsp;(miscellaneous)"
"Hartmannibacter"	"G"	1572860	2	1	NA	NA	NA	2	NA	NA	1	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	0.00104	NA	NA	0.0005501	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Hartmannibacter diazotrophicus"	"S"	1482074	2	1	NA	NA	NA	2	NA	NA	1	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	0.00104	NA	NA	0.0005501	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Hartmannibacter"
"Rhodobiaceae"	"F"	119043	62	32	2	18	NA	62	NA	NA	NA	NA	NA	30	NA	0.0336	0.01597	0.02849	0.01108	NA	0.03223	NA	NA	NA	NA	NA	0.0336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Anderseniella"	"G"	444432	52	22	2	11	NA	52	NA	NA	NA	NA	NA	25	NA	0.02849	0.01098	0.02849	0.006773	NA	0.02703	NA	NA	NA	NA	NA	0.028	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Anderseniella sp. Alg231-50"	"S"	1922226	52	22	2	11	NA	52	NA	NA	NA	NA	NA	25	NA	0.02849	0.01098	0.02849	0.006773	NA	0.02703	NA	NA	NA	NA	NA	0.028	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Anderseniella"
"Parvibaculum"	"G"	256616	8	8	NA	6	NA	7	NA	NA	NA	NA	NA	3	NA	0.003993	0.003993	NA	0.003695	NA	0.003639	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Parvibaculum lavamentivorans"	"S"	256618	8	8	NA	6	NA	7	NA	NA	NA	NA	NA	3	NA	0.003993	0.003993	NA	0.003695	NA	0.003639	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Parvibaculum"
"Parvibaculum lavamentivorans DS-1"	"-"	402881	8	8	NA	6	NA	7	NA	NA	NA	NA	NA	3	NA	0.003993	0.003993	NA	0.003695	NA	0.003639	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Parvibaculum>Parvibaculum&nbsp;lavamentivorans"
"unclassified Rhodobiaceae"	"-"	1712260	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	0.0006158	NA	0.00156	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Rhodobiaceae bacterium"	"S"	2026785	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	0.0006158	NA	0.00156	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>unclassified&nbsp;Rhodobiaceae"
"Methylocystaceae"	"F"	31993	34	21	1	12	NA	34	NA	NA	NA	NA	NA	21	NA	0.02352	0.01048	0.01425	0.007389	NA	0.01768	NA	NA	NA	NA	NA	0.02352	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylocystis"	"G"	133	15	11	NA	6	NA	15	NA	NA	NA	NA	NA	12	NA	0.01344	0.00549	NA	0.003695	NA	0.007798	NA	NA	NA	NA	NA	0.01344	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Methylocystis rosea"	"S"	173366	6	4	NA	2	NA	6	NA	NA	NA	NA	NA	3	NA	0.00336	0.001996	NA	0.001232	NA	0.003119	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Methylocystis sp. SC2"	"S"	187303	4	4	NA	3	NA	1	NA	NA	NA	NA	NA	1	NA	0.001996	0.001996	NA	0.001847	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Methylocystis bryophila"	"S"	655015	8	3	NA	NA	NA	7	NA	NA	NA	NA	NA	8	NA	0.008959	0.001497	NA	NA	NA	0.003639	NA	NA	NA	NA	NA	0.008959	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Pleomorphomonas"	"G"	261933	6	6	1	4	NA	6	NA	NA	NA	NA	NA	5	NA	0.01425	0.002994	0.01425	0.002463	NA	0.003119	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Pleomorphomonas sp. SM30"	"S"	1885025	6	6	1	4	NA	6	NA	NA	NA	NA	NA	5	NA	0.01425	0.002994	0.01425	0.002463	NA	0.003119	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Pleomorphomonas"
"Methylosinus"	"G"	425	13	4	NA	2	NA	13	NA	NA	NA	NA	NA	4	NA	0.006758	0.001996	NA	0.001232	NA	0.006758	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Methylosinus trichosporium"	"S"	426	13	4	NA	2	NA	13	NA	NA	NA	NA	NA	4	NA	0.006758	0.001996	NA	0.001232	NA	0.006758	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylosinus"
"Methylosinus trichosporium OB3b"	"-"	595536	13	4	NA	2	NA	13	NA	NA	NA	NA	NA	4	NA	0.006758	0.001996	NA	0.001232	NA	0.006758	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylosinus>Methylosinus&nbsp;trichosporium"
"Beijerinckiaceae"	"F"	45404	16	16	4	12	NA	15	NA	NA	1	NA	NA	12	NA	0.05698	0.007985	0.05698	0.007389	NA	0.007798	NA	NA	0.0005501	NA	NA	0.01344	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylovirgula"	"G"	1156568	12	12	1	5	NA	10	NA	NA	1	NA	NA	10	NA	0.01425	0.005989	0.01425	0.003079	NA	0.005199	NA	NA	0.0005501	NA	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylovirgula ligni"	"S"	569860	12	12	1	5	NA	10	NA	NA	1	NA	NA	10	NA	0.01425	0.005989	0.01425	0.003079	NA	0.005199	NA	NA	0.0005501	NA	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Methylovirgula"
"Beijerinckia"	"G"	532	4	4	2	3	NA	3	NA	NA	NA	NA	NA	NA	NA	0.02849	0.001996	0.02849	0.001847	NA	0.00156	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Beijerinckia indica"	"S"	533	4	4	2	3	NA	3	NA	NA	NA	NA	NA	NA	NA	0.02849	0.001996	0.02849	0.001847	NA	0.00156	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Beijerinckia"
"Beijerinckia indica subsp. indica"	"-"	31994	4	4	2	3	NA	3	NA	NA	NA	NA	NA	NA	NA	0.02849	0.001996	0.02849	0.001847	NA	0.00156	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Beijerinckia>Beijerinckia&nbsp;indica"
"Beijerinckia indica subsp. indica ATCC 9039"	"-"	395963	4	4	2	3	NA	3	NA	NA	NA	NA	NA	NA	NA	0.02849	0.001996	0.02849	0.001847	NA	0.00156	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Beijerinckia>Beijerinckia&nbsp;indica>Beijerinckia&nbsp;indica&nbsp;subsp.&nbsp;indica"
"Methylobacteriaceae"	"F"	119045	24	16	NA	14	1	21	1	NA	22	NA	NA	24	NA	1.087	0.007985	NA	0.008621	1.087	0.01092	0.8929	NA	0.0121	NA	NA	0.02688	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylobacterium"	"G"	407	18	13	NA	11	1	13	1	NA	18	NA	NA	18	NA	1.087	0.006488	NA	0.006773	1.087	0.006758	0.8929	NA	0.009902	NA	NA	0.02016	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Methylobacterium oryzae"	"S"	334852	7	3	NA	7	NA	3	NA	NA	2	NA	NA	1	NA	0.00431	0.001497	NA	0.00431	NA	0.00156	NA	NA	0.0011	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium oryzae CBMB20"	"-"	693986	7	3	NA	7	NA	3	NA	NA	2	NA	NA	1	NA	0.00431	0.001497	NA	0.00431	NA	0.00156	NA	NA	0.0011	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium>Methylobacterium&nbsp;oryzae"
"Methylobacterium sp. 4-46"	"S"	426117	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium sp. 17SD2-17"	"S"	2202825	3	1	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Microvirga"	"G"	186650	6	2	NA	NA	NA	6	NA	NA	4	NA	NA	4	NA	0.004479	0.0009982	NA	NA	NA	0.003119	NA	NA	0.0022	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Microvirga ossetica"	"S"	1882682	4	1	NA	NA	NA	4	NA	NA	NA	NA	NA	4	NA	0.004479	0.0004991	NA	NA	NA	0.002079	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Microvirga"
"Microvirga sp. 17 mud 1-3"	"S"	2082949	4	1	NA	NA	NA	2	NA	NA	4	NA	NA	NA	NA	0.0022	0.0004991	NA	NA	NA	0.00104	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Microvirga"
"Bartonellaceae"	"F"	772	30	13	1	13	NA	30	NA	NA	3	NA	NA	17	NA	0.01904	0.006488	0.01425	0.008005	NA	0.0156	NA	NA	0.00165	NA	NA	0.01904	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bartonella"	"G"	773	30	13	1	13	NA	30	NA	NA	3	NA	NA	17	NA	0.01904	0.006488	0.01425	0.008005	NA	0.0156	NA	NA	0.00165	NA	NA	0.01904	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae"
"Bartonella sp. Raccoon60"	"S"	1933912	22	12	1	11	NA	22	NA	NA	1	NA	NA	14	NA	0.01568	0.005989	0.01425	0.006773	NA	0.01144	NA	NA	0.0005501	NA	NA	0.01568	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella bacilliformis"	"S"	774	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	0.0004991	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Xanthobacteraceae"	"F"	335928	13	5	NA	5	NA	5	NA	NA	NA	NA	NA	13	NA	0.01456	0.002495	NA	0.003079	NA	0.002599	NA	NA	NA	NA	NA	0.01456	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Azorhizobium"	"G"	6	7	3	NA	2	NA	3	NA	NA	NA	NA	NA	7	NA	0.007839	0.001497	NA	0.001232	NA	0.00156	NA	NA	NA	NA	NA	0.007839	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Azorhizobium caulinodans"	"S"	7	7	3	NA	2	NA	3	NA	NA	NA	NA	NA	7	NA	0.007839	0.001497	NA	0.001232	NA	0.00156	NA	NA	NA	NA	NA	0.007839	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Azorhizobium"
"Azorhizobium caulinodans ORS 571"	"-"	438753	7	3	NA	2	NA	3	NA	NA	NA	NA	NA	7	NA	0.007839	0.001497	NA	0.001232	NA	0.00156	NA	NA	NA	NA	NA	0.007839	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Azorhizobium>Azorhizobium&nbsp;caulinodans"
"Xanthobacter"	"G"	279	3	1	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Xanthobacter autotrophicus"	"S"	280	3	1	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Xanthobacter"
"Xanthobacter autotrophicus Py2"	"-"	78245	3	1	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Xanthobacter>Xanthobacter&nbsp;autotrophicus"
"Starkeya"	"G"	152053	3	1	NA	1	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Starkeya novella"	"S"	921	3	1	NA	1	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Starkeya"
"Starkeya novella DSM 506"	"-"	639283	3	1	NA	1	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Starkeya>Starkeya&nbsp;novella"
"Cohaesibacteraceae"	"F"	655351	8	5	1	3	NA	8	NA	NA	NA	NA	NA	5	NA	0.01425	0.002495	0.01425	0.001847	NA	0.004159	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Breoghania"	"G"	1406135	8	5	1	3	NA	8	NA	NA	NA	NA	NA	5	NA	0.01425	0.002495	0.01425	0.001847	NA	0.004159	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae"
"Breoghania sp. L-A4"	"S"	2304600	8	5	1	3	NA	8	NA	NA	NA	NA	NA	5	NA	0.01425	0.002495	0.01425	0.001847	NA	0.004159	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae>Breoghania"
"Brucellaceae"	"F"	118882	3	2	NA	3	NA	3	NA	NA	3	NA	NA	3	NA	0.00336	0.0009982	NA	0.001847	NA	0.00156	NA	NA	0.00165	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Brucella"	"G"	234	3	2	NA	2	NA	3	NA	NA	3	NA	NA	2	NA	0.00224	0.0009982	NA	0.001232	NA	0.00156	NA	NA	0.00165	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae"
"Brucella abortus"	"S"	235	3	1	NA	NA	NA	2	NA	NA	3	NA	NA	1	NA	0.00165	0.0004991	NA	NA	NA	0.00104	NA	NA	0.00165	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"Brucella abortus 2308"	"-"	359391	3	1	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	0.0004991	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella>Brucella&nbsp;abortus"
"Brucella vulpis"	"S"	981386	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006158	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"Rickettsiales"	"O"	766	314	314	11	286	NA	224	1	NA	25	NA	NA	38	1	0.8929	0.1567	0.1567	0.1761	NA	0.1165	0.8929	NA	0.01375	NA	NA	0.04256	0.5952	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Anaplasmataceae"	"F"	942	244	244	8	232	NA	182	1	NA	20	NA	NA	21	1	0.8929	0.1218	0.114	0.1429	NA	0.09462	0.8929	NA	0.011	NA	NA	0.02352	0.5952	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Wolbachieae"	"-"	952	206	206	7	204	NA	144	NA	NA	12	NA	NA	13	NA	0.1256	0.1028	0.09972	0.1256	NA	0.07486	NA	NA	0.006601	NA	NA	0.01456	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Wolbachia"	"G"	953	206	206	7	204	NA	144	NA	NA	12	NA	NA	13	NA	0.1256	0.1028	0.09972	0.1256	NA	0.07486	NA	NA	0.006601	NA	NA	0.01456	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae"
"Wolbachia endosymbiont of Drosophila simulans"	"S"	77038	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	0.0009982	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia"
"Wolbachia endosymbiont of Drosophila simulans wNo"	"-"	1236908	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0009982	0.0009982	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia>Wolbachia&nbsp;endosymbiont&nbsp;of&nbsp;Drosophila&nbsp;simulans"
"Wolbachia pipientis"	"S"	955	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia"
"Wolbachia pipientis wAlbB"	"-"	1116230	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia>Wolbachia&nbsp;pipientis"
"Anaplasma"	"G"	768	9	5	NA	7	NA	9	NA	NA	1	NA	NA	1	NA	0.004679	0.002495	NA	0.00431	NA	0.004679	NA	NA	0.0005501	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Anaplasma ovis"	"S"	142058	7	3	NA	6	NA	7	NA	NA	NA	NA	NA	1	NA	0.003695	0.001497	NA	0.003695	NA	0.003639	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma"
"Anaplasma ovis str. Haibei"	"-"	1248439	7	3	NA	6	NA	7	NA	NA	NA	NA	NA	1	NA	0.003695	0.001497	NA	0.003695	NA	0.003639	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma>Anaplasma&nbsp;ovis"
"Ehrlichia"	"G"	943	5	5	NA	3	NA	2	NA	NA	4	NA	NA	2	1	0.5952	0.002495	NA	0.001847	NA	0.00104	NA	NA	0.0022	NA	NA	0.00224	0.5952	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"canis group"	"S"	106178	5	5	NA	2	NA	2	NA	NA	3	NA	NA	2	1	0.5952	0.002495	NA	0.001232	NA	0.00104	NA	NA	0.00165	NA	NA	0.00224	0.5952	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Ehrlichia"
