"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_april_BC01.cladeReads"	"kraken2_16s_classification_april_BC02.cladeReads"	"kraken2_16s_classification_april_BC03.cladeReads"	"kraken2_16s_classification_april_BC04.cladeReads"	"kraken2_16s_classification_april_BC05.cladeReads"	"kraken2_16s_classification_april_BC06.cladeReads"	"kraken2_16s_classification_april_BC07.cladeReads"	"kraken2_16s_classification_april_BC08.cladeReads"	"kraken2_16s_classification_april_BC09.cladeReads"	"kraken2_16s_classification_april_BC10.cladeReads"	"kraken2_16s_classification_april_BC11.cladeReads"	"kraken2_16s_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_april_BC01.cladeReads.."	"kraken2_16s_classification_april_BC02.cladeReads.."	"kraken2_16s_classification_april_BC03.cladeReads.."	"kraken2_16s_classification_april_BC04.cladeReads.."	"kraken2_16s_classification_april_BC05.cladeReads.."	"kraken2_16s_classification_april_BC06.cladeReads.."	"kraken2_16s_classification_april_BC07.cladeReads.."	"kraken2_16s_classification_april_BC08.cladeReads.."	"kraken2_16s_classification_april_BC09.cladeReads.."	"kraken2_16s_classification_april_BC10.cladeReads.."	"kraken2_16s_classification_april_BC11.cladeReads.."	"kraken2_16s_classification_april_BC12.cladeReads.."	"lineage"
"P0X4b2H11"	"O"	14672	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004237	NA	NA	0.0004237	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"211ds20"	"O"	26297	124	NA	NA	1	124	NA	NA	1	1	NA	5	6	NA	0.03557	NA	NA	0.0004237	0.03557	NA	NA	0.0004053	0.0002616	NA	0.001577	0.00274	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"JG36-GS-52"	"O"	26681	5	NA	NA	1	5	NA	1	NA	NA	NA	2	NA	NA	0.001434	NA	NA	0.0004237	0.001434	NA	0.0004417	NA	NA	NA	0.0006308	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Immundisolibacterales"	"O"	26677	12	NA	NA	1	12	NA	NA	1	NA	NA	1	NA	NA	0.003443	NA	NA	0.0004237	0.003443	NA	NA	0.0004053	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Immundisolibacteraceae"	"F"	26678	12	NA	NA	1	12	NA	NA	1	NA	NA	1	NA	NA	0.003443	NA	NA	0.0004237	0.003443	NA	NA	0.0004053	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Immundisolibacterales"
"Immundisolibacter"	"G"	26679	3	NA	NA	1	3	NA	NA	1	NA	NA	NA	NA	NA	0.0008607	NA	NA	0.0004237	0.0008607	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Immundisolibacterales>Immundisolibacteraceae"
"pItb-vmat-80"	"O"	26882	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004237	NA	NA	0.0004237	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Oceanibulbus"	"G"	2599	206	NA	NA	90	206	NA	10	40	NA	18	66	3	NA	0.0591	NA	NA	0.03813	0.0591	NA	0.004417	0.01621	NA	0.007093	0.02082	0.00137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Loktanella"	"G"	2587	222	NA	NA	69	222	NA	11	29	NA	9	82	9	NA	0.06369	NA	NA	0.02924	0.06369	NA	0.004859	0.01175	NA	0.003546	0.02586	0.00411	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Actibacterium"	"G"	2559	180	NA	NA	61	180	NA	10	39	NA	6	73	11	NA	0.05164	NA	NA	0.02585	0.05164	NA	0.004417	0.01581	NA	0.002364	0.02302	0.005023	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amylibacter"	"G"	11445	101	NA	NA	57	101	NA	3	23	NA	6	48	7	NA	0.02898	NA	NA	0.02415	0.02898	NA	0.001325	0.009322	NA	0.002364	0.01514	0.003196	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ascidiaceihabitans"	"G"	11446	110	NA	NA	55	110	NA	3	12	NA	2	48	8	NA	0.03156	NA	NA	0.0233	0.03156	NA	0.001325	0.004864	NA	0.0007881	0.01514	0.003653	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Shimia"	"G"	2651	176	NA	NA	53	176	NA	8	33	NA	4	59	17	NA	0.05049	NA	NA	0.02246	0.05049	NA	0.003534	0.01337	NA	0.001576	0.01861	0.007763	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tropicimonas"	"G"	2662	81	NA	NA	33	81	NA	4	9	NA	6	35	5	NA	0.02324	NA	NA	0.01398	0.02324	NA	0.001767	0.003648	NA	0.002364	0.01104	0.002283	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubellimicrobium"	"G"	2642	139	NA	NA	31	139	NA	3	28	NA	3	100	1	NA	0.03988	NA	NA	0.01313	0.03988	NA	0.001325	0.01135	NA	0.001182	0.03154	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marinovum"	"G"	2592	40	NA	NA	19	40	NA	1	11	NA	2	19	1	NA	0.01148	NA	NA	0.00805	0.01148	NA	0.0004417	0.004458	NA	0.0007881	0.005993	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudooceanicola"	"G"	26171	24	NA	NA	18	24	NA	1	5	NA	1	7	NA	NA	0.007627	NA	NA	0.007627	0.006885	NA	0.0004417	0.002027	NA	0.000394	0.002208	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter"	"G"	2635	19	NA	NA	16	19	NA	1	6	NA	NA	8	4	NA	0.006779	NA	NA	0.006779	0.005451	NA	0.0004417	0.002432	NA	NA	0.002523	0.001826	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Aliiroseovarius"	"G"	14529	39	NA	NA	16	39	NA	NA	7	NA	2	24	4	NA	0.01119	NA	NA	0.006779	0.01119	NA	NA	0.002837	NA	0.0007881	0.00757	0.001826	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paenirhodobacter"	"G"	11453	18	NA	NA	12	18	NA	NA	5	NA	1	6	NA	NA	0.005164	NA	NA	0.005084	0.005164	NA	NA	0.002027	NA	0.000394	0.001892	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ketogulonicigenium"	"G"	2580	67	NA	NA	12	67	NA	1	14	NA	1	14	NA	NA	0.01922	NA	NA	0.005084	0.01922	NA	0.0004417	0.005674	NA	0.000394	0.004416	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Donghicola"	"G"	2571	22	NA	NA	11	22	NA	1	6	NA	1	11	1	NA	0.006312	NA	NA	0.004661	0.006312	NA	0.0004417	0.002432	NA	0.000394	0.003469	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tateyamaria"	"G"	2655	30	NA	NA	11	30	NA	NA	12	NA	NA	14	2	NA	0.008607	NA	NA	0.004661	0.008607	NA	NA	0.004864	NA	NA	0.004416	0.0009132	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"HIMB11"	"G"	26162	40	NA	NA	10	40	NA	1	6	NA	2	22	5	NA	0.01148	NA	NA	0.004237	0.01148	NA	0.0004417	0.002432	NA	0.0007881	0.006939	0.002283	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marivita"	"G"	2594	27	NA	NA	7	27	NA	NA	4	NA	2	12	3	NA	0.007746	NA	NA	0.002966	0.007746	NA	NA	0.001621	NA	0.0007881	0.003785	0.00137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albidovulum"	"G"	2560	29	NA	NA	7	29	NA	3	6	1	3	12	2	NA	0.00832	NA	NA	0.002966	0.00832	NA	0.001325	0.002432	0.0002616	0.001182	0.003785	0.0009132	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Thalassococcus"	"G"	2658	18	NA	NA	7	18	NA	1	9	NA	1	7	3	NA	0.005164	NA	NA	0.002966	0.005164	NA	0.0004417	0.003648	NA	0.000394	0.002208	0.00137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubribacterium"	"G"	2643	27	NA	NA	7	27	NA	1	7	NA	2	21	3	NA	0.007746	NA	NA	0.002966	0.007746	NA	0.0004417	0.002837	NA	0.0007881	0.006623	0.00137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sedimentitalea"	"G"	11460	27	NA	NA	6	27	NA	4	4	NA	NA	11	2	NA	0.007746	NA	NA	0.002542	0.007746	NA	0.001767	0.001621	NA	NA	0.003469	0.0009132	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobaculum"	"G"	26172	44	NA	NA	6	44	NA	6	4	NA	5	22	3	NA	0.01262	NA	NA	0.002542	0.01262	NA	0.00265	0.001621	NA	0.00197	0.006939	0.00137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ponticoccus"	"G"	2616	23	NA	NA	6	23	NA	1	5	NA	1	14	2	NA	0.006599	NA	NA	0.002542	0.006599	NA	0.0004417	0.002027	NA	0.000394	0.004416	0.0009132	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Thalassobius"	"G"	2657	6	NA	NA	6	6	NA	1	2	NA	NA	3	NA	NA	0.002542	NA	NA	0.002542	0.001721	NA	0.0004417	0.0008106	NA	NA	0.0009462	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubrimonas"	"G"	2644	22	NA	NA	6	22	NA	NA	1	NA	NA	5	NA	NA	0.006312	NA	NA	0.002542	0.006312	NA	NA	0.0004053	NA	NA	0.001577	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Silicimonas"	"G"	26173	9	NA	NA	5	9	NA	1	3	NA	NA	5	NA	NA	0.002582	NA	NA	0.002118	0.002582	NA	0.0004417	0.001216	NA	NA	0.001577	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudophaeobacter"	"G"	11458	18	NA	NA	5	18	NA	1	4	NA	2	9	NA	NA	0.005164	NA	NA	0.002118	0.005164	NA	0.0004417	0.001621	NA	0.0007881	0.002839	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pelagicola"	"G"	2609	6	NA	NA	5	6	NA	NA	NA	NA	NA	2	1	NA	0.002118	NA	NA	0.002118	0.001721	NA	NA	NA	NA	NA	0.0006308	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pelagibaca"	"G"	2608	22	NA	NA	5	22	NA	NA	3	NA	NA	5	NA	NA	0.006312	NA	NA	0.002118	0.006312	NA	NA	0.001216	NA	NA	0.001577	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Nautella"	"G"	2596	13	NA	NA	5	13	NA	NA	2	NA	NA	4	NA	NA	0.00373	NA	NA	0.002118	0.00373	NA	NA	0.0008106	NA	NA	0.001262	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Vadicella"	"G"	2663	30	NA	NA	4	30	NA	NA	3	NA	1	16	4	NA	0.008607	NA	NA	0.001695	0.008607	NA	NA	0.001216	NA	0.000394	0.005046	0.001826	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albimonas"	"G"	2561	16	NA	NA	4	16	NA	NA	2	NA	NA	5	3	NA	0.00459	NA	NA	0.001695	0.00459	NA	NA	0.0008106	NA	NA	0.001577	0.00137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Maritimibacter"	"G"	2593	24	NA	NA	4	24	NA	NA	3	NA	NA	10	1	NA	0.006885	NA	NA	0.001695	0.006885	NA	NA	0.001216	NA	NA	0.003154	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albirhodobacter"	"G"	14528	20	NA	NA	4	20	NA	1	4	NA	1	20	3	NA	0.006308	NA	NA	0.001695	0.005738	NA	0.0004417	0.001621	NA	0.000394	0.006308	0.00137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseicyclus"	"G"	2631	14	NA	NA	4	14	NA	NA	6	NA	2	10	NA	NA	0.004017	NA	NA	0.001695	0.004017	NA	NA	0.002432	NA	0.0007881	0.003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseibaca"	"G"	2627	4	NA	NA	3	4	NA	NA	1	NA	NA	4	NA	NA	0.001271	NA	NA	0.001271	0.001148	NA	NA	0.0004053	NA	NA	0.001262	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseicitreum"	"G"	2630	7	NA	NA	3	7	NA	NA	NA	NA	NA	3	2	NA	0.002008	NA	NA	0.001271	0.002008	NA	NA	NA	NA	NA	0.0009462	0.0009132	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Aestuariivita"	"G"	11444	17	NA	NA	3	17	NA	NA	2	NA	1	8	NA	NA	0.004877	NA	NA	0.001271	0.004877	NA	NA	0.0008106	NA	0.000394	0.002523	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Octadecabacter"	"G"	2603	8	NA	NA	3	8	NA	NA	1	NA	NA	3	NA	NA	0.002295	NA	NA	0.001271	0.002295	NA	NA	0.0004053	NA	NA	0.0009462	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceaniovalibus"	"G"	2602	5	NA	NA	3	5	NA	NA	1	NA	NA	1	NA	NA	0.001434	NA	NA	0.001271	0.001434	NA	NA	0.0004053	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Mameliella"	"G"	2589	11	NA	NA	3	11	NA	NA	1	NA	NA	3	NA	NA	0.003156	NA	NA	0.001271	0.003156	NA	NA	0.0004053	NA	NA	0.0009462	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceanicella"	"G"	2600	10	NA	NA	3	10	NA	NA	3	NA	NA	3	NA	NA	0.002869	NA	NA	0.001271	0.002869	NA	NA	0.001216	NA	NA	0.0009462	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Lentibacter"	"G"	2583	6	NA	NA	3	6	NA	NA	1	NA	1	2	1	NA	0.001721	NA	NA	0.001271	0.001721	NA	NA	0.0004053	NA	0.000394	0.0006308	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Maribius"	"G"	2590	24	NA	NA	3	24	NA	3	4	NA	2	7	2	NA	0.006885	NA	NA	0.001271	0.006885	NA	0.001325	0.001621	NA	0.0007881	0.002208	0.0009132	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sediminimonas"	"G"	2649	14	NA	NA	3	14	NA	NA	2	NA	4	8	3	NA	0.004017	NA	NA	0.001271	0.004017	NA	NA	0.0008106	NA	0.001576	0.002523	0.00137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Planktotalea"	"G"	2613	4	NA	NA	2	4	NA	NA	2	NA	NA	1	NA	NA	0.001148	NA	NA	0.0008474	0.001148	NA	NA	0.0008106	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sagittula"	"G"	2646	7	NA	NA	2	7	NA	NA	1	NA	NA	1	NA	NA	0.002008	NA	NA	0.0008474	0.002008	NA	NA	0.0004053	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Salinihabitans"	"G"	2647	4	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	0.001148	NA	NA	0.0008474	0.001148	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Xuhuaishuia"	"G"	26176	6	NA	NA	2	6	NA	1	2	NA	NA	2	1	NA	0.001721	NA	NA	0.0008474	0.001721	NA	0.0004417	0.0008106	NA	NA	0.0006308	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Methylarcula"	"G"	2595	9	NA	NA	2	9	NA	2	NA	NA	NA	1	1	NA	0.002582	NA	NA	0.0008474	0.002582	NA	0.0008834	NA	NA	NA	0.0003154	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Jannaschia"	"G"	2579	2	NA	NA	2	1	NA	NA	1	NA	NA	1	1	NA	0.0008474	NA	NA	0.0008474	0.0002869	NA	NA	0.0004053	NA	NA	0.0003154	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Litorimicrobium"	"G"	2585	8	NA	NA	2	8	NA	1	NA	NA	1	1	NA	NA	0.002295	NA	NA	0.0008474	0.002295	NA	0.0004417	NA	NA	0.000394	0.0003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tranquillimonas"	"G"	2660	4	NA	NA	1	4	NA	NA	1	NA	1	1	NA	NA	0.001148	NA	NA	0.0004237	0.001148	NA	NA	0.0004053	NA	0.000394	0.0003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Lutimaribacter"	"G"	2588	6	NA	NA	1	6	NA	NA	1	NA	NA	1	1	NA	0.001721	NA	NA	0.0004237	0.001721	NA	NA	0.0004053	NA	NA	0.0003154	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pontibaca"	"G"	2615	14	NA	NA	1	14	NA	NA	NA	NA	NA	NA	NA	NA	0.004017	NA	NA	0.0004237	0.004017	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Seohaeicola"	"G"	2650	7	NA	NA	1	7	NA	1	2	NA	1	1	1	NA	0.002008	NA	NA	0.0004237	0.002008	NA	0.0004417	0.0008106	NA	0.000394	0.0003154	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Phaeobacter"	"G"	2611	3	NA	NA	1	3	NA	NA	NA	NA	NA	2	NA	NA	0.0008607	NA	NA	0.0004237	0.0008607	NA	NA	NA	NA	NA	0.0006308	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marivivens"	"G"	26168	6	NA	NA	1	6	NA	NA	NA	NA	NA	1	NA	NA	0.001721	NA	NA	0.0004237	0.001721	NA	NA	NA	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Plastorhodobacter"	"G"	14535	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004237	NA	NA	0.0004237	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Boseongicola"	"G"	11447	13	NA	NA	1	13	NA	1	1	NA	3	8	NA	NA	0.00373	NA	NA	0.0004237	0.00373	NA	0.0004417	0.0004053	NA	0.001182	0.002523	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudodonghicola"	"G"	11456	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0004237	NA	NA	0.0004237	0.0002869	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Citreicella"	"G"	2567	2	NA	NA	1	2	NA	NA	1	NA	NA	2	1	NA	0.0006308	NA	NA	0.0004237	0.0005738	NA	NA	0.0004053	NA	NA	0.0006308	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Aliisedimentitalea"	"G"	26160	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004237	NA	NA	0.0004237	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Nioella"	"G"	26170	7	NA	NA	1	7	NA	NA	NA	NA	NA	1	NA	NA	0.002008	NA	NA	0.0004237	0.002008	NA	NA	NA	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Nitratireductor"	"G"	26114	154	NA	NA	30	154	NA	7	8	NA	1	39	1	NA	0.04418	NA	NA	0.01271	0.04418	NA	0.003092	0.003242	NA	0.000394	0.0123	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudahrensia"	"G"	26119	76	NA	NA	30	76	NA	3	10	NA	3	31	1	NA	0.0218	NA	NA	0.01271	0.0218	NA	0.001325	0.004053	NA	0.001182	0.009777	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Cohaesibacter"	"G"	26103	25	NA	NA	9	25	NA	NA	7	NA	2	14	1	NA	0.007172	NA	NA	0.003813	0.007172	NA	NA	0.002837	NA	0.0007881	0.004416	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Bartonella"	"G"	26096	33	NA	NA	9	33	NA	5	2	NA	3	18	NA	NA	0.009467	NA	NA	0.003813	0.009467	NA	0.002208	0.0008106	NA	0.001182	0.005677	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudochrobactrum"	"G"	26121	31	NA	NA	9	31	1	NA	3	NA	1	13	NA	NA	0.08787	NA	NA	0.003813	0.008894	0.08787	NA	0.001216	NA	0.000394	0.0041	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Shinella"	"G"	2529	58	NA	NA	8	58	NA	3	6	NA	2	16	3	NA	0.01664	NA	NA	0.00339	0.01664	NA	0.001325	0.002432	NA	0.0007881	0.005046	0.00137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aurantimonas"	"G"	26094	12	NA	NA	4	12	NA	NA	1	NA	2	6	NA	NA	0.003443	NA	NA	0.001695	0.003443	NA	NA	0.0004053	NA	0.0007881	0.001892	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aquamicrobium"	"G"	26093	18	NA	NA	4	18	NA	NA	3	NA	NA	7	1	NA	0.005164	NA	NA	0.001695	0.005164	NA	NA	0.001216	NA	NA	0.002208	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudaminobacter"	"G"	26120	12	NA	NA	3	12	NA	NA	2	NA	1	8	NA	NA	0.003443	NA	NA	0.001271	0.003443	NA	NA	0.0008106	NA	0.000394	0.002523	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Hoeflea"	"G"	26108	21	NA	NA	3	21	NA	NA	2	NA	2	11	2	NA	0.006025	NA	NA	0.001271	0.006025	NA	NA	0.0008106	NA	0.0007881	0.003469	0.0009132	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Falsochrobactrum"	"G"	26106	12	NA	NA	2	12	NA	NA	1	NA	1	5	1	NA	0.003443	NA	NA	0.0008474	0.003443	NA	NA	0.0004053	NA	0.000394	0.001577	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ahrensia"	"G"	26089	2	NA	NA	2	2	NA	1	NA	NA	NA	NA	NA	NA	0.0008474	NA	NA	0.0008474	0.0005738	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Candidatus Liberibacter"	"G"	26099	18	NA	NA	1	18	NA	NA	3	NA	1	3	NA	NA	0.005164	NA	NA	0.0004237	0.005164	NA	NA	0.001216	NA	0.000394	0.0009462	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Paramesorhizobium"	"G"	14522	2	NA	NA	1	2	NA	NA	NA	NA	NA	1	NA	NA	0.0005738	NA	NA	0.0004237	0.0005738	NA	NA	NA	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Lentilitoribacter"	"G"	26110	6	NA	NA	1	6	NA	NA	1	NA	NA	NA	1	NA	0.001721	NA	NA	0.0004237	0.001721	NA	NA	0.0004053	NA	NA	NA	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudohoeflea"	"G"	26122	5	NA	NA	1	5	NA	NA	NA	NA	1	1	NA	NA	0.001434	NA	NA	0.0004237	0.001434	NA	NA	NA	NA	0.000394	0.0003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudorhizobium"	"G"	26123	2	NA	NA	1	2	NA	1	1	NA	NA	1	NA	NA	0.0005738	NA	NA	0.0004237	0.0005738	NA	0.0004417	0.0004053	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
